,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription
245,0000763744,DREW INDUSTRIES INC,10037,NYSE,DW,3714,Motor Vehicle Parts and Accessories
246,0001297401,"DREAMWORKS ANIMATION SKG, INC.",643604,Nasdaq Global Market,DWA,7812,Motion Picture and Video Tape Production
247,0001446140,"EASTERN SECURITY & PROTECTION SERVICES, INC.",789138,OTC,EAST,3669,"Communications Equipment, Not Elsewhere Classified"
248,0000031462,ECOLAB INC.,7317,NYSE,ECL,2840,"Soap, Detergents, And Cleaning Preparations;"
249,0000031347,ECHELON CORP,9502,Nasdaq Global Market,ELON,3576,Computer Communications Equipment
250,0000915389,EASTMAN CHEMICAL CO,2209,NYSE,EMN,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elasto"
251,0000726514,ELECTRO SCIENTIFIC INDUSTRIES INC,2782,Nasdaq Global Market,ESIO,3690,"Miscellaneous Electrical Machinery, Equipment,"
252,0001027664,ELBIT SYSTEMS LTD,97149,Nasdaq Global Market,ESLT,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
253,0001551182,EATON CORP PLC,884574,NYSE,ETN,3590,Miscellaneous Industrial And Commercial
254,0001099800,EDWARDS LIFESCIENCES CORP,69863,NYSE,EW,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
255,0000031235,EASTMAN KODAK CO,10271,NYSE,KODK,3861,Photographic Equipment and Supplies
256,0001415404,ECHOSTAR CORP,761637,Nasdaq Global Market,SATS,3663,Radio and Television Broadcasting and Communications Equipment
257,0000867374,ELECTRONICS FOR IMAGING INC,7904,Nasdaq Global Market,EFII,3576,Computer Communications Equipment
258,0001013606,ENDOLOGIX INC /DE/,6460,Nasdaq Global Market,ELGX,3841,Surgical and Medical Instruments and Apparatus
259,0001024672,ELTEK LTD,1243,Nasdaq Capital Market,ELTK,3672,Printed Circuit Boards
260,0000790070,EMC CORP,6149,NYSE,EMC,3572,Computer Storage Devices
261,0000808326,EMCORE CORP,9224,Nasdaq Global Market,EMKR,3674,Semiconductors and Related Devices
262,0000032604,EMERSON ELECTRIC CO,7137,NYSE,EMR,3600,Electronic & Other Electrical Equipment (No Computer Equip)
263,0001632790,"ENERGIZER HOLDINGS, INC.",956875,NYSE,ENR,3690,"Miscellaneous Electrical Machinery, Equipment,"
264,0001421517,"ENERGY RECOVERY, INC.",774558,Nasdaq Global Market,ERII,3559,"Special Industry Machinery, Not Elsewhere Classified"
265,0001355444,EMBRAER S.A.,701759,NYSE,ERJ,3721,Aircraft
266,0000850460,ENCORE WIRE CORP,10648,Nasdaq Global Market,WIRE,3350,"Rolling, Drawing, And Extruding Of Nonferrous"
267,0001001250,ESTEE LAUDER COMPANIES INC,6669,NYSE,EL,2844,"Perfumes, Cosmetics, and Other Toilet Preparations"
268,0000033488,ESCALADE INC,5621,Nasdaq Global Market,ESCA,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
269,0000866706,ESCO TECHNOLOGIES INC,10694,NYSE,ESE,3669,"Communications Equipment, Not Elsewhere Classified"
270,0000033619,ESTERLINE TECHNOLOGIES CORP,5377,NYSE,ESL,3823,"Industrial Instruments for Measurement, Display, and Control of "
271,0000355999,ESSENDANT INC,6263,Nasdaq Global Market,ESND,5110,Paper And Paper Products
272,0000753568,EXAR CORP,8154,NYSE,EXAR,3674,Semiconductors and Related Devices
273,0001483510,"EXPRESS, INC.",821458,NYSE,EXPR,5600,Retail-Apparel & Accessory Stores
274,0001561627,EXONE CO,896804,Nasdaq Global Market,XONE,3555,Printing Trades Machinery and Equipment
275,0001078271,EXTREME NETWORKS INC,4504,Nasdaq Global Market,EXTR,3576,Computer Communications Equipment
276,0000892534,EZCHIP SEMICONDUCTOR LTD,77657,Nasdaq Global Market,EZCH,3576,Computer Communications Equipment
277,0000917491,FARO TECHNOLOGIES INC,9228,Nasdaq Global Market,FARO,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
278,0000815556,FASTENAL CO,8709,Nasdaq Global Market,FAST,5200,"Retail-Building Materials, Hardware, Garden Supply"
279,0001036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,11493,Nasdaq Global Market,FCS,3674,Semiconductors and Related Devices
280,0001419581,FEDERAL-MOGUL HOLDINGS CORP,765138,Nasdaq Global Market,FDML,3714,Motor Vehicle Parts and Accessories
281,0001048695,F5 NETWORKS INC,1870,Nasdaq Global Market,FFIV,3576,Computer Communications Equipment
282,0001408710,FABRINET,761699,NYSE,FN,3661,Telephone and Telegraph Apparatus
283,0000277509,FEDERAL SIGNAL CORP /DE/,5234,NYSE,FSS,3711,Motor Vehicles and Passenger Car Bodies
284,0000034088,EXXON MOBIL CORP,3810,NYSE,XOM,2911,Petroleum Refining
285,0000914329,FEI CO,11288,Nasdaq Global Market,FEIC,3826,Laboratory Analytical Instruments
286,0001370880,"FIREEYE, INC.",716732,Nasdaq Global Market,FEYE,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
287,0000866374,FLEXTRONICS INTERNATIONAL LTD.,6240,Nasdaq Global Market,FLEX,3672,Printed Circuit Boards
288,0000354908,FLIR SYSTEMS INC,11007,Nasdaq Global Market,FLIR,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
289,0000030625,FLOWSERVE CORP,10295,NYSE,FLS,3561,Pumps and Pumping Equipment
290,0000037472,FLEXSTEEL INDUSTRIES INC,11972,Nasdaq Global Market,FLXS,2510,Household Furniture
291,0001094739,FINISAR CORP,10098,Nasdaq Global Market,FNSR,3674,Semiconductors and Related Devices
292,0000035214,FERRO CORP,6319,NYSE,FOE,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
293,0001274494,"FIRST SOLAR, INC.",612718,Nasdaq Global Market,FSLR,3674,Semiconductors and Related Devices
294,0000928054,FLOTEK INDUSTRIES INC/CN/,10317,NYSE,FTK,2890,Miscellaneous Chemical Products
295,0000037996,FORD MOTOR CO,3404,NYSE,F,3711,Motor Vehicles and Passenger Car Bodies
296,0001519751,"FORTUNE BRANDS HOME & SECURITY, INC.",854565,NYSE,FBHS,1520,General Building Contractors-Residential Buildings
297,0001401257,"FORUM ENERGY TECHNOLOGIES, INC.",745737,NYSE,FET,3533,Oil and Gas Field Machinery and Equipment
298,0000850209,"FOOT LOCKER, INC.",3199,NYSE,FL,5661,Shoe Stores
299,0001162194,FLUIDIGM CORP,95194,Nasdaq Global Market,FLDM,3826,Laboratory Analytical Instruments
300,0001039399,FORMFACTOR INC,97357,Nasdaq Global Market,FORM,3674,Semiconductors and Related Devices
301,0000883569,"FOSSIL GROUP, INC.",10914,Nasdaq Global Market,FOSL,3873,"Watches, Clocks, Clockwork Operated Devices, and Parts"
302,0000352825,FOSTER L B CO,9710,Nasdaq Global Market,FSTR,5051,Metals Service Centers and Offices
303,0001135152,FMC TECHNOLOGIES INC,84192,NYSE,FTI,3533,Oil and Gas Field Machinery and Equipment
304,0001262039,FORTINET INC,592969,Nasdaq Global Market,FTNT,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
305,0000886128,FUELCELL ENERGY INC,11801,Nasdaq Global Market,FCEL,3690,"Miscellaneous Electrical Machinery, Equipment,"
306,0000831259,FREEPORT-MCMORAN INC,9706,NYSE,FCX,1000,Metal Mining
307,0000039020,FREQUENCY ELECTRONICS INC,9136,Nasdaq Global Market,FEIM,3825,Instruments for Measuring and Testing of Electricity and Electri
308,0000038725,FRANKLIN ELECTRIC CO INC,9530,Nasdaq Global Market,FELE,3621,Motors and Generators
309,0001424929,FOX FACTORY HOLDING CORP,768346,Nasdaq Global Market,FOXF,3751,"Motorcycles, Bicycles, and Parts"
310,0001340786,"FUEL SYSTEMS SOLUTIONS, INC.",713520,Nasdaq Global Market,FSYS,3714,Motor Vehicle Parts and Accessories
311,0000039368,FULLER H B CO,8424,NYSE,FUL,2891,Adhesives and Sealants
312,0001320854,"FREIGHTCAR AMERICA, INC.",667710,Nasdaq Global Market,RAIL,3743,Railroad Equipment
313,0000886035,GENERAL CABLE CORP /DE/,5885,NYSE,BGC,3357,Drawing and Insulating of Nonferrous Wire
314,0000040533,GENERAL DYNAMICS CORP,8084,NYSE,GD,3730,Ship And Boat Building And Repairing
315,0000040545,GENERAL ELECTRIC CO,3994,NYSE,GE,3600,Electronic & Other Electrical Equipment (No Computer Equip)
316,0000821002,G III APPAREL GROUP LTD /DE/,7297,Nasdaq Global Market,GIII,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl
317,0001467858,GENERAL MOTORS CO,808625,NYSE,GM,3711,Motor Vehicles and Passenger Car Bodies
318,0001474735,GENERAC HOLDINGS INC.,814154,NYSE,GNRC,3621,Motors and Generators
319,0000918580,GAMING PARTNERS INTERNATIONAL CORP,2697,Nasdaq Global Market,GPIC,3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles"
320,0000039911,GAP INC,5266,NYSE,GPS,5651,Family Clothing Stores
321,0001121788,GARMIN LTD,79286,Nasdaq Global Market,GRMN,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
322,0000042888,GRACO INC,1519,NYSE,GGG,3561,Pumps and Pumping Equipment
323,0000716314,GRAHAM CORP,3652,NYSE,GHM,3560,General Industrial Machinery And Equipment
324,0001136294,GLOBAL POWER EQUIPMENT GROUP INC.,84605,OTC,GLPW,3443,Fabricated Plate Work (Boiler Shops)
325,0001237831,GLOBUS MEDICAL INC,409317,NYSE,GMED,3841,Surgical and Medical Instruments and Apparatus
326,0001537054,GOGO INC.,870586,Nasdaq Global Market,GOGO,4899,"Communications Services, Not Elsewhere Classified"
327,0001652044,ALPHABET INC.,976409,Nasdaq Global Market,GOOGL,7370,"Computer Programming, Data Processing, And"
328,0000042682,GORMAN RUPP CO,1504,NYSE MKT,GRC,3561,Pumps and Pumping Equipment
329,0001366868,"GLOBALSTAR, INC.",715019,NYSE MKT,GSAT,4899,"Communications Services, Not Elsewhere Classified"
330,0000042582,GOODYEAR TIRE & RUBBER CO /OH/,7599,Nasdaq Global Market,GT,3011,Tires and Inner Tubes
331,0001114483,"GREATBATCH, INC.",76381,NYSE,GB,3690,"Miscellaneous Electrical Machinery, Equipment,"
332,0000923120,GREENBRIER COMPANIES INC,4487,NYSE,GBX,3743,Railroad Equipment
333,0000043920,GREIF INC,3269,NYSE,GEF,3412,"Metal Shipping Barrels, Drums, Kegs, and Pails"
334,0000912463,GUESS INC,473,NYSE,GES,2340,"Women's, Misses', Children's, And Infants'"
335,0000050725,GRIFFON CORP,6455,NYSE,GFF,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"
336,0000104889,GRAHAM HOLDINGS CO,6915,NYSE,GHC,8200,Services-Educational Services
337,0001408075,GRAPHIC PACKAGING HOLDING CO,755802,NYSE,GPK,2650,Paperboard Containers And Boxes
338,0001076930,GSI GROUP INC,1402,Nasdaq Global Market,GSIG,3690,"Miscellaneous Electrical Machinery, Equipment,"
339,0001126741,GSI TECHNOLOGY INC,631002,Nasdaq Global Market,GSIT,3674,Semiconductors and Related Devices
340,0001375557,"GUIDANCE SOFTWARE, INC.",720991,Nasdaq Global Market,GUID,7372,Prepackaged Software
341,0001122304,AETNA INC /PA/,79071,NYSE,AET,6324,Hospital and Medical Service Plans
342,0000004977,AFLAC INC,1814,NYSE,AFL,6321,Accident and Health Insurance
343,0001004434,"AFFILIATED MANAGERS GROUP, INC.",3249,NYSE,AMG,6282,Investment Advice
344,0000916789,HELEN OF TROY LTD,11502,Nasdaq Global Market,HELE,3634,Electric Housewares and Fans
345,0000004447,HESS CORP,4416,NYSE,HES,2911,Petroleum Refining
346,0000047217,HP INC,9437,NYSE,HPQ,3570,Computer And Office Equipment
347,0000047518,"HILL-ROM HOLDINGS, INC.",197,NYSE,HRC,3841,Surgical and Medical Instruments and Apparatus
348,0001000228,HENRY SCHEIN INC,6732,Nasdaq Global Market,HSIC,5047,"Medical, Dental, and Hospital Equipment and Supplies"
349,0000047111,HERSHEY CO,9347,NYSE,HSY,2060,Sugar And Confectionery Products
350,0000899051,ALLSTATE CORP,9797,NYSE,ALL,6331,"Fire, Marine, and Casualty Insurance"
351,0000040729,ALLY FINANCIAL INC.,12134,NYSE,ALLY,6172,Finance Lessors
352,0001178670,"ALNYLAM PHARMACEUTICALS, INC.",375375,Nasdaq Global Market,ALNY,2834,Pharmaceutical Preparations
353,0000772897,HUTCHINSON TECHNOLOGY INC,3406,Nasdaq Global Market,HTCH,3679,"Electronic Components, Not Elsewhere Classified"
354,0000315374,HURCO COMPANIES INC,506,Nasdaq Global Market,HURC,3823,"Industrial Instruments for Measurement, Display, and Control of "
355,0001173514,"HYSTER-YALE MATERIALS HANDLING, INC.",111266,NYSE,HY,3537,"Industrial Trucks, Tractors, Trailers, and Stackers"
356,0000813762,ICAHN ENTERPRISES L.P.,10940,Nasdaq Global Market,IEP,2911,Petroleum Refining
357,0000352541,ALLIANT ENERGY CORP,9036,NYSE,LNT,4931,Electric and Other Services Combined
358,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",80758,Nasdaq Global Market,MDRX,7373,Computer Integrated Systems Design
359,0000004904,AMERICAN ELECTRIC POWER CO INC,2135,NYSE,AEP,4911,Electric Services
360,0001423689,AMERICAN CAPITAL AGENCY CORP,770217,Nasdaq Global Market,AGNC,6798,Real Estate Investment Trusts
361,0000005272,AMERICAN INTERNATIONAL GROUP INC,1878,NYSE,AIG,6331,"Fire, Marine, and Casualty Insurance"
362,0001562401,AMERICAN HOMES 4 RENT,894390,NYSE,AMH,6798,Real Estate Investment Trusts
363,0001053507,AMERICAN TOWER CORP /MA/,2533,NYSE,AMT,6798,Real Estate Investment Trusts
364,0000904163,AMERICAN NATIONAL INSURANCE CO /TX/,379491,Nasdaq Global Market,ANAT,6311,Life Insurance
365,0000004962,AMERICAN EXPRESS CO,8450,NYSE,AXP,6199,Finance Services
366,0000921582,IMAX CORP,6834,NYSE,IMAX,3861,Photographic Equipment and Supplies
367,0001014111,IMATION CORP,7934,NYSE,IMN,3695,Magnetic And Optical Recording Media
368,0000049938,IMPERIAL OIL LTD,99068,NYSE MKT,IMO,2911,Petroleum Refining
369,0000318154,AMGEN INC,2668,Nasdaq Global Market,AMGN,2836,"Biological Products, Except Diagnostic Substances"
370,0000820027,AMERIPRISE FINANCIAL INC,14081,NYSE,AMP,6282,Investment Advice
371,0000821026,"ANDERSONS, INC.",10981,Nasdaq Global Market,ANDE,5150,Farm-product Raw Materials
372,0000006494,ANDREA ELECTRONICS CORP,1781,OTC,ANDR,3663,Radio and Television Broadcasting and Communications Equipment
373,0000773910,ANADARKO PETROLEUM CORP,940,NYSE,APC,1311,Crude Petroleum and Natural Gas
374,0001410636,"AMERICAN WATER WORKS COMPANY, INC.",755335,NYSE,AWK,4941,Water Supply
375,0001223862,INFOBLOX INC,401158,NYSE,BLOX,7374,Computer Processing and Data Preparation and Processing Services
376,0001138639,INFINERA CORP,106988,Nasdaq Global Market,INFN,3661,Telephone and Telegraph Apparatus
377,0001054905,INNOSPEC INC.,4911,Nasdaq Global Market,IOSP,2800,Chemicals & Allied Products
378,0001466258,INGERSOLL-RAND PLC,807673,NYSE,IR,3822,Automatic Controls for Regulating Residential and Commercial Env
379,0000008670,AUTOMATIC DATA PROCESSING INC,4969,Nasdaq Global Market,ADP,7374,Computer Processing and Data Preparation and Processing Services
380,0000350698,"AUTONATION, INC.",266,NYSE,AN,5500,Retail-Auto Dealers & Gasoline Stations
381,0000915912,AVALONBAY COMMUNITIES INC,11282,NYSE,AVB,6798,Real Estate Investment Trusts
382,0000866787,AUTOZONE INC,5925,NYSE,AZO,5531,Auto and Home Supply Stores
383,0000088790,INTRICON CORP,10074,Nasdaq Global Market,IIN,3670,Electronic Components And Accessories
384,0000896878,INTUIT INC,7525,Nasdaq Global Market,INTU,7372,Prepackaged Software
385,0001035267,INTUITIVE SURGICAL INC,51057,Nasdaq Global Market,ISRG,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
386,0001001902,INTEVAC INC,778,Nasdaq Global Market,IVAC,3559,"Special Industry Machinery, Not Elsewhere Classified"
387,0000356028,"CA, INC.",5517,Nasdaq Global Market,CA,7372,Prepackaged Software
388,0000858470,CABOT OIL & GAS CORP,666,NYSE,COG,1311,Crude Petroleum and Natural Gas
389,0001053112,CABLEVISION SYSTEMS CORP /NY,46742,NYSE,CVC,4841,Cable and Other Pay Television Services
390,0000858339,CAESARS ENTERTAINMENT CORP,10936,Nasdaq Global Market,CZR,7011,Hotels and Motels
391,0000318996,KEY ENERGY SERVICES INC,6768,NYSE,KEG,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
392,0001601046,"KEYSIGHT TECHNOLOGIES, INC.",928983,NYSE,KEYS,3823,"Industrial Instruments for Measurement, Display, and Control of "
393,0001487101,KEYW HOLDING CORP,824906,Nasdaq Global Market,KEYW,7373,Computer Integrated Systems Design
394,0000719733,KEY TRONIC CORP,4550,Nasdaq Global Market,KTCC,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
395,0000906193,KEY TECHNOLOGY INC,7397,Nasdaq Global Market,KTEC,3550,"Special Industry Machinery, Except Metalworking"
396,0000815097,CARNIVAL CORP,1684,NYSE,CCL,4400,Water transportation
397,0000927628,CAPITAL ONE FINANCIAL CORP,2112,NYSE,COF,6021,National Commercial Banks
398,0000056047,KIRBY CORP,6294,NYSE,KEX,4400,Water transportation
399,0001056285,"KIRKLAND'S, INC",51345,Nasdaq Global Market,KIRK,5990,"Retail Stores, Not Elsewhere Classified"
400,0001506307,"KINDER MORGAN, INC.",841972,NYSE,KMI,4922,Natural Gas Transmission
401,0001170010,CARMAX INC,105402,NYSE,KMX,5500,Retail-Auto Dealers & Gasoline Stations
402,0001324404,"CF INDUSTRIES HOLDINGS, INC.",673987,NYSE,CF,2870,Agricultural Chemicals
403,0001130310,CENTERPOINT ENERGY INC,90900,NYSE,CNP,4911,Electric Services
404,0000018926,"CENTURYLINK, INC",7620,NYSE,CTL,4813,"Telephone Communications, Except Radiotelephone"
405,0000056978,KULICKE & SOFFA INDUSTRIES INC,7576,Nasdaq Global Market,KLIC,3674,Semiconductors and Related Devices
406,0000056873,KROGER CO,8915,NYSE,KR,5411,Grocery Stores
407,0001069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",447,Nasdaq Global Market,KTOS,3760,Guided Missiles And Space Vehicles And Parts
408,0001007587,KVH INDUSTRIES INC \DE\,8318,Nasdaq Global Market,KVHI,3663,Radio and Television Broadcasting and Communications Equipment
409,0000316709,SCHWAB CHARLES CORP,3197,NYSE,SCHW,6211,"Security Brokers, Dealers, and Flotation Companies"
410,0000023217,CONAGRA FOODS INC /DE/,6976,NYSE,CAG,2000,Food and kindred products
411,0000749038,CONCURRENT COMPUTER CORP/DE,10214,Nasdaq Global Market,CCUR,3571,Electronic Computers
412,0001070412,CONSOL ENERGY INC,4900,NYSE,CNX,1221,Bituminous Coal and Lignite Surface Mining
413,0000023082,COMPUTER SCIENCES CORP,15,NYSE,CSC,7373,Computer Integrated Systems Design
414,0001358071,CONCHO RESOURCES INC,704146,NYSE,CXO,1311,Crude Petroleum and Natural Gas
415,0000874396,"LIFETIME BRANDS, INC",2553,Nasdaq Global Market,LCUT,3420,"Cutlery, Handtools, And General Hardware"
416,0000866970,LIGHTING SCIENCE GROUP CORP,7876,OTC,LSCG,3640,Electric Lighting And Wiring Equipment
417,0000732834,"CONTINENTAL RESOURCES, INC",54422,NYSE,CLR,1311,Crude Petroleum and Natural Gas
418,0000900075,COPART INC,4293,Nasdaq Global Market,CPRT,5500,Retail-Auto Dealers & Gasoline Stations
419,0001043000,CAPITAL SENIOR LIVING CORP,82,NYSE,CSU,8050,Nursing And Personal Care Facilities
420,0001062047,CONVERGYS CORP,3790,NYSE,CVG,7373,Computer Integrated Systems Design
421,0001047862,CONSOLIDATED EDISON INC,44617,NYSE,ED,4931,Electric and Other Services Combined
422,0000059527,LINCOLN ELECTRIC HOLDINGS INC,2859,Nasdaq Global Market,LECO,3540,Metalworking Machinery And Equipment
423,0000059478,LILLY ELI & CO,6837,NYSE,LLY,2834,Pharmaceutical Preparations
424,0000836157,LINDSAY CORP,9402,NYSE,LNN,3523,Farm Machinery and Equipment
425,0000016918,"CONSTELLATION BRANDS, INC.",1073,NYSE,STZ,2080,Beverages
426,0000715957,DOMINION RESOURCES INC /VA/,8334,NYSE,D,4911,Electric Services
427,0001393612,DISCOVER FINANCIAL SERVICES,738752,NYSE,DFS,6141,Personal Credit Institutions
428,0000029534,DOLLAR GENERAL CORP,1605,NYSE,DG,5331,Variety Stores
429,0001001082,DISH NETWORK CORP,2702,Nasdaq Global Market,DISH,4841,Cable and Other Pay Television Services
430,0000935703,DOLLAR TREE INC,8110,Nasdaq Global Market,DLTR,5331,Variety Stores
431,0001439567,"UNITED STATES SHORT OIL FUND, LP",783158,NYSE,DNO,6221,Commodity Contracts Brokers and Dealers
432,0001129155,MARINE PRODUCTS CORP,81510,NYSE,MPX,3730,Ship And Boat Building And Repairing
433,0000277595,ENERGEN CORP,4432,NYSE,EGN,1311,Crude Petroleum and Natural Gas
434,0001276187,"ENERGY TRANSFER EQUITY, L.P.",616715,NYSE,ETE,4922,Natural Gas Transmission
435,0000064996,MERCURY GENERAL CORP,2681,NYSE,MCY,6331,"Fire, Marine, and Casualty Insurance"
436,0000701811,MENTOR GRAPHICS CORP,7256,Nasdaq Global Market,MENT,7373,Computer Integrated Systems Design
437,0001356104,"MELLANOX TECHNOLOGIES, LTD.",722089,Nasdaq Global Market,MLNX,3674,Semiconductors and Related Devices
438,0000856982,MERIT MEDICAL SYSTEMS INC,11301,Nasdaq Global Market,MMSI,3841,Surgical and Medical Instruments and Apparatus
439,0001113256,MERITOR INC,75881,NYSE,MTOR,3714,Motor Vehicle Parts and Accessories
440,0000794172,MERIDIAN BIOSCIENCE INC,11506,Nasdaq Global Market,VIVO,2835,In Vitro and In Vivo Diagnostic Substances
441,0000906107,EQUITY RESIDENTIAL,6121,NYSE,EQR,6798,Real Estate Investment Trusts
442,0000922621,ERIE INDEMNITY CO,11292,Nasdaq Global Market,ERIE,6411,"Insurance Agents, Brokers, and Service"
443,0000920522,ESSEX PROPERTY TRUST INC,4810,NYSE,ESS,6798,Real Estate Investment Trusts
444,0000896156,ETHAN ALLEN INTERIORS INC,3096,NYSE,ETH,2511,"Wood Household Furniture, Except Upholstered"
445,0000065270,METHODE ELECTRONICS INC,7372,NYSE,MEI,3678,Electronic Connectors
446,0000724004,MESA LABORATORIES INC /CO,3476,Nasdaq Global Market,MLAB,3823,"Industrial Instruments for Measurement, Display, and Control of "
447,0001037646,METTLER TOLEDO INTERNATIONAL INC/,1150,NYSE,MTD,3826,Laboratory Analytical Instruments
448,0001532063,EXPRESS SCRIPTS HOLDING CO.,865380,Nasdaq Global Market,ESRX,5912,Drug Stores and Proprietary Stores
449,0000746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,1552,Nasdaq Global Market,EXPD,4731,Arrangement of Transportation of Freight and Cargo
450,0001324424,"EXPEDIA, INC.",671535,Nasdaq Global Market,EXPE,4700,Transportation services
451,0001289490,EXTRA SPACE STORAGE INC.,635181,NYSE,EXR,6798,Real Estate Investment Trusts
452,0001326801,FACEBOOK INC,673740,Nasdaq Global Market,FB,7370,"Computer Programming, Data Processing, And"
453,0001013237,FACTSET RESEARCH SYSTEMS INC,9200,NYSE,FDS,7370,"Computer Programming, Data Processing, And"
454,0001530721,MICHAEL KORS HOLDINGS LTD,869036,NYSE,KORS,3100,Leather & Leather Products
455,0000827054,MICROCHIP TECHNOLOGY INC,698,Nasdaq Global Market,MCHP,3674,Semiconductors and Related Devices
456,0000723125,MICRON TECHNOLOGY INC,4934,Nasdaq Global Market,MU,3674,Semiconductors and Related Devices
457,0001031296,FIRSTENERGY CORP,3689,NYSE,FE,4911,Electric Services
458,0000036966,FIRST HORIZON NATIONAL CORP,5314,NYSE,FHN,6021,National Commercial Banks
459,0000798354,FISERV INC,6043,Nasdaq Global Market,FISV,7374,Computer Processing and Data Preparation and Processing Services
460,0001175454,FLEETCOR TECHNOLOGIES INC,113328,NYSE,FLT,7389,"Business Services, Not Elsewhere Classified"
461,0001051741,FIRST NIAGARA FINANCIAL GROUP INC,9598,Nasdaq Global Market,FNFG,6021,National Commercial Banks
462,0000066382,MILLER HERMAN INC,2204,Nasdaq Global Market,MLHR,2520,Office Furniture
463,0000924822,MILLER INDUSTRIES INC /TN/,1189,NYSE,MLR,3713,Truck and Bus Bodies
464,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,974,NYSE,IFF,2860,Industrial Organic Chemicals
465,0000051434,INTERNATIONAL PAPER CO /NEW/,5956,NYSE,IP,2621,Paper Mills
466,0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2893,NYSE,IPG,7311,Advertising Agencies
467,0001045810,NVIDIA CORP,4967,Nasdaq Global Market,NVDA,3674,Semiconductors and Related Devices
468,0001413447,NXP SEMICONDUCTORS N.V.,757890,Nasdaq Global Market,NXPI,3674,Semiconductors and Related Devices
469,0001333170,"NXSTAGE MEDICAL, INC.",680141,Nasdaq Global Market,NXTM,3845,Electromedical and Electrotherapeutic Apparatus
470,0000073756,OCEANEERING INTERNATIONAL INC,10241,NYSE,OII,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
471,0001095348,O2MICRO INTERNATIONAL LTD,81241,Nasdaq Global Market,OIIM,3674,Semiconductors and Related Devices
472,0001117106,NETSUITE INC,99214,NYSE,N,7372,Prepackaged Software
473,0001065280,NETFLIX INC,75377,Nasdaq Global Market,NFLX,7841,Video Tape Rental
474,0000912750,NEWFIELD EXPLORATION CO /DE/,5114,NYSE,NFX,1311,Crude Petroleum and Natural Gas
475,0001265888,NEUSTAR INC,598815,NYSE,NSR,4899,"Communications Services, Not Elsewhere Classified"
476,0000910073,NEW YORK COMMUNITY BANCORP INC,6740,NYSE,NYCB,6036,"Savings Institutions, Not Federally Chartered"
477,0001294016,RUCKUS WIRELESS INC,639489,NYSE,RKUS,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
478,0000029669,RR DONNELLEY & SONS CO,9636,Nasdaq Global Market,RRD,2750,Commercial Printing
479,0001094392,RUDOLPH TECHNOLOGIES INC,9091,NYSE,RTEC,3823,"Industrial Instruments for Measurement, Display, and Control of "
480,0001075531,PRICELINE GROUP INC.,3671,Nasdaq Global Market,PCLN,7389,"Business Services, Not Elsewhere Classified"
481,0001126328,PRINCIPAL FINANCIAL GROUP INC,80236,NYSE,PFG,6321,Accident and Health Insurance
482,0000080661,PROGRESSIVE CORP/OH/,5247,NYSE,PGR,6331,"Fire, Marine, and Casualty Insurance"
483,0001045609,"PROLOGIS, INC.",2909,NYSE,PLD,6798,Real Estate Investment Trusts
484,0001127703,PROASSURANCE CORP,80698,NYSE,PRA,6331,"Fire, Marine, and Casualty Insurance"
485,0001137774,PRUDENTIAL FINANCIAL INC,85324,NYSE,PRU,6311,Life Insurance
486,0000092679,SPARTON CORP,6683,NYSE,SPA,3672,Printed Circuit Boards
487,0000789132,SPECTRANETICS CORP,10254,Nasdaq Global Market,SPNC,3845,Electromedical and Electrotherapeutic Apparatus
488,0000832813,EXCAL ENTERPRISES INC,8345,OTC,EXCL,6512,Operators of Nonresidential Buildings
489,0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,3677,NYSE,PEG,4931,Electric and Other Services Combined
490,0001393311,PUBLIC STORAGE,738412,NYSE,PSA,6798,Real Estate Investment Trusts
491,0000081061,PUBLIX SUPER MARKETS INC,9792,OTC,PUSH,5411,Grocery Stores
