,link,size,filing_date,year,cik,conformed_name
1080,https://www.sec.gov/Archives/edgar/data/1447599/000144759919000023/0001447599-19-000023-index.htm,78 KB,2019-05-31,2019,0001447599,"FITBIT, INC."
1082,https://www.sec.gov/Archives/edgar/data/1067983/000119312519162979/0001193125-19-162979-index.htm,31 KB,2019-05-31,2019,0001067983,BERKSHIRE HATHAWAY INC
1088,https://www.sec.gov/Archives/edgar/data/732712/000119312519162165/0001193125-19-162165-index.htm,173 KB,2019-05-31,2019,0000732712,VERIZON COMMUNICATIONS INC
1098,https://www.sec.gov/Archives/edgar/data/1533526/000119312519162030/0001193125-19-162030-index.htm,40 KB,2019-05-31,2019,0001533526,"GLOBAL BRASS & COPPER HOLDINGS, INC."
1102,https://www.sec.gov/Archives/edgar/data/885245/000088524519000017/0000885245-19-000017-index.htm,25 KB,2019-05-30,2019,0000885245,BUCKLE INC
1108,https://www.sec.gov/Archives/edgar/data/1084991/000108499119000037/0001084991-19-000037-index.htm,545 KB,2019-05-30,2019,0001084991,NATURAL GAS SERVICES GROUP INC
1114,https://www.sec.gov/Archives/edgar/data/1002242/000117494719000743/0001174947-19-000743-index.htm,57 KB,2019-05-31,2019,0001002242,ENI SPA
1120,https://www.sec.gov/Archives/edgar/data/819793/000089109219006193/0000891092-19-006193-index.htm,18 KB,2019-05-31,2019,0000819793,ALBANY INTERNATIONAL CORP /DE/
1125,https://www.sec.gov/Archives/edgar/data/875657/000143774919011153/0001437749-19-011153-index.htm,62 KB,2019-05-31,2019,0000875657,ULTRALIFE CORP
1131,https://www.sec.gov/Archives/edgar/data/43920/000004392019000031/0000043920-19-000031-index.htm,182 KB,2019-05-30,2019,0000043920,GREIF INC
1142,https://www.sec.gov/Archives/edgar/data/915358/000091535819000005/0000915358-19-000005-index.htm,544 KB,2019-05-29,2019,0000915358,SIGMATRON INTERNATIONAL INC
1153,https://www.sec.gov/Archives/edgar/data/1666138/000166613819000056/0001666138-19-000056-index.htm,114 KB,2019-05-22,2019,0001666138,Atkore International Group Inc.
1158,https://www.sec.gov/Archives/edgar/data/1114483/000111448319000015/0001114483-19-000015-index.htm,438 KB,2019-05-30,2019,0001114483,Integer Holdings Corp
1164,https://www.sec.gov/Archives/edgar/data/1029744/000102974419000072/0001029744-19-000072-index.htm,39 KB,2019-05-28,2019,0001029744,SONIC FOUNDRY INC
1174,https://www.sec.gov/Archives/edgar/data/22701/000089710119000548/0000897101-19-000548-index.htm,25 KB,2019-05-30,2019,0000022701,COMMUNICATIONS SYSTEMS INC
1180,https://www.sec.gov/Archives/edgar/data/1492674/000119312519162569/0001193125-19-162569-index.htm,40 KB,2019-05-31,2019,0001492674,"T2 Biosystems, Inc."
1183,https://www.sec.gov/Archives/edgar/data/1677703/000119312519033953/0001193125-19-033953-index.htm,232 KB,2019-02-11,2019,0001677703,CONDUENT Inc
1188,https://www.sec.gov/Archives/edgar/data/920532/000121390019009845/0001213900-19-009845-index.htm,447 KB,2019-05-31,2019,0000920532,Pointer Telocation Ltd
1197,https://www.sec.gov/Archives/edgar/data/851310/000085131019000025/0000851310-19-000025-index.htm,83 KB,2019-05-30,2019,0000851310,HARMONIC INC
1203,https://www.sec.gov/Archives/edgar/data/1444380/000156459019020941/0001564590-19-020941-index.htm,54 KB,2019-05-30,2019,0001444380,NEVRO CORP
1206,https://www.sec.gov/Archives/edgar/data/1304280/000130428019000028/0001304280-19-000028-index.htm,25 KB,2019-05-31,2019,0001304280,Novelis Inc.
1212,https://www.sec.gov/Archives/edgar/data/830616/000114420419027634/0001144204-19-027634-index.htm,50 KB,2019-05-22,2019,0000830616,"SCI Engineered Materials, Inc."
1224,https://www.sec.gov/Archives/edgar/data/277509/000027750919000028/0000277509-19-000028-index.htm,115 KB,2019-05-31,2019,0000277509,FEDERAL SIGNAL CORP /DE/
1230,https://www.sec.gov/Archives/edgar/data/835011/000162828019007332/0001628280-19-007332-index.htm,35 KB,2019-05-30,2019,0000835011,MGP INGREDIENTS INC
1236,https://www.sec.gov/Archives/edgar/data/863064/000162828019007296/0001628280-19-007296-index.htm,33 KB,2019-05-29,2019,0000863064,RIO TINTO PLC
1243,https://www.sec.gov/Archives/edgar/data/29002/000156459019021066/0001564590-19-021066-index.htm,238 KB,2019-05-31,2019,0000029002,DIODES INC /DEL/
1249,https://www.sec.gov/Archives/edgar/data/880266/000088026619000027/0000880266-19-000027-index.htm,347 KB,2019-05-28,2019,0000880266,AGCO CORP /DE
1264,https://www.sec.gov/Archives/edgar/data/1057083/000156459019020970/0001564590-19-020970-index.htm,40 KB,2019-05-30,2019,0001057083,PC TEL INC
1270,https://www.sec.gov/Archives/edgar/data/1436126/000143612619000024/0001436126-19-000024-index.htm,31 KB,2019-05-23,2019,0001436126,"Mistras Group, Inc."
1281,https://www.sec.gov/Archives/edgar/data/353020/000035302019000031/0000353020-19-000031-index.htm,48 KB,2019-05-13,2019,0000353020,Aegion Corp
1287,https://www.sec.gov/Archives/edgar/data/57131/000110465919032736/0001104659-19-032736-index.htm,477 KB,2019-05-30,2019,0000057131,LA-Z-BOY INC
1297,https://www.sec.gov/Archives/edgar/data/354908/000119312519162880/0001193125-19-162880-index.htm,188 KB,2019-05-31,2019,0000354908,FLIR SYSTEMS INC
1303,https://www.sec.gov/Archives/edgar/data/866706/000114420419026812/0001144204-19-026812-index.htm,455 KB,2019-05-16,2019,0000866706,ESCO TECHNOLOGIES INC
1309,https://www.sec.gov/Archives/edgar/data/1574815/000157481519000099/0001574815-19-000099-index.htm,35 KB,2019-05-31,2019,0001574815,"BMC STOCK HOLDINGS, INC."
1317,https://www.sec.gov/Archives/edgar/data/78814/000007881419000021/0000078814-19-000021-index.htm,545 KB,2019-05-24,2019,0000078814,PITNEY BOWES INC /DE/
1323,https://www.sec.gov/Archives/edgar/data/808326/000080832619000029/0000808326-19-000029-index.htm,502 KB,2019-05-22,2019,0000808326,EMCORE CORP
1329,https://www.sec.gov/Archives/edgar/data/21076/000120677419001789/0001206774-19-001789-index.htm,25 KB,2019-05-28,2019,0000021076,CLOROX CO /DE/
1335,https://www.sec.gov/Archives/edgar/data/1122904/000112290419000128/0001122904-19-000128-index.htm,532 KB,2019-05-28,2019,0001122904,"NETGEAR, INC"
1341,https://www.sec.gov/Archives/edgar/data/103379/000119312519151879/0001193125-19-151879-index.htm,77 KB,2019-05-20,2019,0000103379,V F CORP
1347,https://www.sec.gov/Archives/edgar/data/1158895/000143774919011093/0001437749-19-011093-index.htm,28 KB,2019-05-31,2019,0001158895,LEMAITRE VASCULAR INC
1356,https://www.sec.gov/Archives/edgar/data/837465/000083746519000010/0000837465-19-000010-index.htm,27 KB,2019-05-14,2019,0000837465,CALLAWAY GOLF CO
1362,https://www.sec.gov/Archives/edgar/data/889971/000165495419006745/0001654954-19-006745-index.htm,39 KB,2019-05-30,2019,0000889971,LIGHTPATH TECHNOLOGIES INC
1368,https://www.sec.gov/Archives/edgar/data/917520/000119312519162835/0001193125-19-162835-index.htm,32 KB,2019-05-31,2019,0000917520,INTEGRA LIFESCIENCES HOLDINGS CORP
1374,https://www.sec.gov/Archives/edgar/data/850209/000155837019005395/0001558370-19-005395-index.htm,50 KB,2019-05-30,2019,0000850209,"FOOT LOCKER, INC."
1380,https://www.sec.gov/Archives/edgar/data/55785/000005578519000044/0000055785-19-000044-index.htm,257 KB,2019-05-24,2019,0000055785,KIMBERLY CLARK CORP
1386,https://www.sec.gov/Archives/edgar/data/356037/000035603719000034/0000356037-19-000034-index.htm,170 KB,2019-05-31,2019,0000356037,CSP INC /MA/
1393,https://www.sec.gov/Archives/edgar/data/1579157/000156459019021067/0001564590-19-021067-index.htm,23 KB,2019-05-31,2019,0001579157,VINCE HOLDING CORP.
1398,https://www.sec.gov/Archives/edgar/data/2969/000119312519162155/0001193125-19-162155-index.htm,59 KB,2019-05-31,2019,0000002969,AIR PRODUCTS & CHEMICALS INC /DE/
1404,https://www.sec.gov/Archives/edgar/data/1366868/000136686819000050/0001366868-19-000050-index.htm,80 KB,2019-05-29,2019,0001366868,"Globalstar, Inc."
1415,https://www.sec.gov/Archives/edgar/data/842023/000143774919010933/0001437749-19-010933-index.htm,57 KB,2019-05-29,2019,0000842023,BIO-TECHNE Corp
1420,https://www.sec.gov/Archives/edgar/data/351998/000035199819000022/0000351998-19-000022-index.htm,481 KB,2019-05-30,2019,0000351998,DATA I/O CORP
1426,https://www.sec.gov/Archives/edgar/data/25445/000162828019004211/0001628280-19-004211-index.htm,43 KB,2019-04-12,2019,0000025445,CRANE CO /DE/
1438,https://www.sec.gov/Archives/edgar/data/1329394/000119312519159312/0001193125-19-159312-index.htm,31 KB,2019-05-29,2019,0001329394,Silicon Motion Technology CORP
1444,https://www.sec.gov/Archives/edgar/data/1024478/000119312519162013/0001193125-19-162013-index.htm,380 KB,2019-05-31,2019,0001024478,"ROCKWELL AUTOMATION, INC"
1450,https://www.sec.gov/Archives/edgar/data/1042642/000155837019005313/0001558370-19-005313-index.htm,654 KB,2019-05-24,2019,0001042642,DISH DBS CORP
1452,https://www.sec.gov/Archives/edgar/data/1289850/000162828019007450/0001628280-19-007450-index.htm,40 KB,2019-05-31,2019,0001289850,"NeuroMetrix, Inc."
1458,https://www.sec.gov/Archives/edgar/data/1036044/000119312519162503/0001193125-19-162503-index.htm,32 KB,2019-05-31,2019,0001036044,"Identiv, Inc."
1461,https://www.sec.gov/Archives/edgar/data/1009759/000155837019005429/0001558370-19-005429-index.htm,79 KB,2019-05-31,2019,0001009759,CAPSTONE TURBINE Corp
1467,https://www.sec.gov/Archives/edgar/data/1001115/000119312519156676/0001193125-19-156676-index.htm,17 KB,2019-05-24,2019,0001001115,GEOSPACE TECHNOLOGIES CORP
1473,https://www.sec.gov/Archives/edgar/data/45876/000004587619000107/0000045876-19-000107-index.htm,28 KB,2019-05-31,2019,0000045876,HARSCO CORP
1479,https://www.sec.gov/Archives/edgar/data/1574774/000157477419000051/0001574774-19-000051-index.htm,438 KB,2019-05-31,2019,0001574774,"BIOTELEMETRY, INC."
1485,https://www.sec.gov/Archives/edgar/data/1365767/000117891319001359/0001178913-19-001359-index.htm,449 KB,2019-05-06,2019,0001365767,Allot Ltd.
1491,https://www.sec.gov/Archives/edgar/data/785786/000078578619000028/0000785786-19-000028-index.htm,260 KB,2019-05-15,2019,0000785786,PLEXUS CORP
1500,https://www.sec.gov/Archives/edgar/data/914156/000117184319003674/0001171843-19-003674-index.htm,84 KB,2019-05-29,2019,0000914156,UFP TECHNOLOGIES INC
1509,https://www.sec.gov/Archives/edgar/data/912093/000091209319000013/0000912093-19-000013-index.htm,63 KB,2019-05-31,2019,0000912093,VIAVI SOLUTIONS INC.
1515,https://www.sec.gov/Archives/edgar/data/1336917/000133691719000043/0001336917-19-000043-index.htm,330 KB,2019-05-31,2019,0001336917,"Under Armour, Inc."
1521,https://www.sec.gov/Archives/edgar/data/1800/000110465919033008/0001104659-19-033008-index.htm,445 KB,2019-05-31,2019,0000001800,ABBOTT LABORATORIES
1531,https://www.sec.gov/Archives/edgar/data/830524/000155837019005431/0001558370-19-005431-index.htm,169 KB,2019-05-31,2019,0000830524,CHASE CORP
1537,https://www.sec.gov/Archives/edgar/data/766792/000143774919010666/0001437749-19-010666-index.htm,20 KB,2019-05-22,2019,0000766792,CVD EQUIPMENT CORP
1543,https://www.sec.gov/Archives/edgar/data/887730/000088773019000025/0000887730-19-000025-index.htm,624 KB,2019-05-17,2019,0000887730,KEMET CORP
1554,https://www.sec.gov/Archives/edgar/data/1735707/000119312519162168/0001193125-19-162168-index.htm,46 KB,2019-05-31,2019,0001735707,Garrett Motion Inc.
1555,https://www.sec.gov/Archives/edgar/data/867773/000086777319000032/0000867773-19-000032-index.htm,528 KB,2019-05-30,2019,0000867773,SUNPOWER CORP
1561,https://www.sec.gov/Archives/edgar/data/8063/000000806319000017/0000008063-19-000017-index.htm,43 KB,2019-05-30,2019,0000008063,ASTRONICS CORP
1567,https://www.sec.gov/Archives/edgar/data/880807/000143774919011068/0001437749-19-011068-index.htm,645 KB,2019-05-30,2019,0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/
1576,https://www.sec.gov/Archives/edgar/data/912603/000091260319000044/0000912603-19-000044-index.htm,30 KB,2019-05-22,2019,0000912603,"SCHNITZER STEEL INDUSTRIES, INC."
1586,https://www.sec.gov/Archives/edgar/data/1054905/000119312519158373/0001193125-19-158373-index.htm,17 KB,2019-05-28,2019,0001054905,INNOSPEC INC.
1589,https://www.sec.gov/Archives/edgar/data/40545/000004054519000034/0000040545-19-000034-index.htm,676 KB,2019-05-31,2019,0000040545,GENERAL ELECTRIC CO
1597,https://www.sec.gov/Archives/edgar/data/788329/000114036119010152/0001140361-19-010152-index.htm,570 KB,2019-05-31,2019,0000788329,JOHNSON OUTDOORS INC
1603,https://www.sec.gov/Archives/edgar/data/110390/000165495419006758/0001654954-19-006758-index.htm,26 KB,2019-05-31,2019,0000110390,UNILEVER N V
1609,https://www.sec.gov/Archives/edgar/data/216228/000021622819000019/0000216228-19-000019-index.htm,51 KB,2019-05-31,2019,0000216228,ITT Inc.
1615,https://www.sec.gov/Archives/edgar/data/721683/000119312519154952/0001193125-19-154952-index.htm,22 KB,2019-05-23,2019,0000721683,TOTAL SYSTEM SERVICES INC
1621,https://www.sec.gov/Archives/edgar/data/353278/000095010319006682/0000950103-19-006682-index.htm,21 KB,2019-05-22,2019,0000353278,NOVO NORDISK A S
1627,https://www.sec.gov/Archives/edgar/data/893691/000089369119000036/0000893691-19-000036-index.htm,99 KB,2019-05-24,2019,0000893691,MASONITE INTERNATIONAL CORP
1633,https://www.sec.gov/Archives/edgar/data/719274/000143774919008301/0001437749-19-008301-index.htm,31 KB,2019-04-30,2019,0000719274,GIGA TRONICS INC
1642,https://www.sec.gov/Archives/edgar/data/1500435/000150043519000033/0001500435-19-000033-index.htm,78 KB,2019-05-30,2019,0001500435,"GoPro, Inc."
1645,https://www.sec.gov/Archives/edgar/data/1021604/000121390019009760/0001213900-19-009760-index.htm,103 KB,2019-05-30,2019,0001021604,ON TRACK INNOVATIONS LTD
1651,https://www.sec.gov/Archives/edgar/data/858655/000110465919033128/0001104659-19-033128-index.htm,28 KB,2019-05-31,2019,0000858655,HAYNES INTERNATIONAL INC
1657,https://www.sec.gov/Archives/edgar/data/75288/000007528819000046/0000075288-19-000046-index.htm,33 KB,2019-05-28,2019,0000075288,OXFORD INDUSTRIES INC
1663,https://www.sec.gov/Archives/edgar/data/1096343/000109634319000150/0001096343-19-000150-index.htm,51 KB,2019-05-30,2019,0001096343,MARKEL CORP
1669,https://www.sec.gov/Archives/edgar/data/927355/000155837019005415/0001558370-19-005415-index.htm,113 KB,2019-05-31,2019,0000927355,TESSCO TECHNOLOGIES INC
1675,https://www.sec.gov/Archives/edgar/data/750004/000095015719000658/0000950157-19-000658-index.htm,50 KB,2019-05-24,2019,0000750004,SCIENTIFIC GAMES CORP
1681,https://www.sec.gov/Archives/edgar/data/59527/000005952719000018/0000059527-19-000018-index.htm,39 KB,2019-05-30,2019,0000059527,LINCOLN ELECTRIC HOLDINGS INC
1687,https://www.sec.gov/Archives/edgar/data/1687221/000095010319007337/0000950103-19-007337-index.htm,18 KB,2019-05-31,2019,0001687221,"REV Group, Inc."
1696,https://www.sec.gov/Archives/edgar/data/1342874/000134287419000044/0001342874-19-000044-index.htm,43 KB,2019-05-16,2019,0001342874,Ternium S.A.
1703,https://www.sec.gov/Archives/edgar/data/1571996/000157199619000022/0001571996-19-000022-index.htm,463 KB,2019-05-31,2019,0001571996,Dell Technologies Inc
1704,https://www.sec.gov/Archives/edgar/data/1280263/000119312519161255/0001193125-19-161255-index.htm,63 KB,2019-05-30,2019,0001280263,AMBARELLA INC
1710,https://www.sec.gov/Archives/edgar/data/352825/000035282519000026/0000352825-19-000026-index.htm,509 KB,2019-05-24,2019,0000352825,FOSTER L B CO
1716,https://www.sec.gov/Archives/edgar/data/835403/000119312519159269/0001193125-19-159269-index.htm,14 KB,2019-05-29,2019,0000835403,DIAGEO PLC
1722,https://www.sec.gov/Archives/edgar/data/1463101/000146310119000111/0001463101-19-000111-index.htm,1 MB,2019-05-31,2019,0001463101,"Enphase Energy, Inc."
1728,https://www.sec.gov/Archives/edgar/data/851205/000085120519000008/0000851205-19-000008-index.htm,73 KB,2019-05-24,2019,0000851205,COGNEX CORP
1734,https://www.sec.gov/Archives/edgar/data/1279695/000119312519145177/0001193125-19-145177-index.htm,15 KB,2019-05-13,2019,0001279695,UNIVERSAL BIOSENSORS INC
1740,https://www.sec.gov/Archives/edgar/data/1616318/000161631819000034/0001616318-19-000034-index.htm,294 KB,2019-05-31,2019,0001616318,Vista Outdoor Inc.
1744,https://www.sec.gov/Archives/edgar/data/764180/000076418019000051/0000764180-19-000051-index.htm,400 KB,2019-05-29,2019,0000764180,"ALTRIA GROUP, INC."
1750,https://www.sec.gov/Archives/edgar/data/913142/000119312519162774/0001193125-19-162774-index.htm,58 KB,2019-05-31,2019,0000913142,BELDEN INC.
1756,https://www.sec.gov/Archives/edgar/data/1417398/000110465919033131/0001104659-19-033131-index.htm,65 KB,2019-05-31,2019,0001417398,"Hillenbrand, Inc."
1762,https://www.sec.gov/Archives/edgar/data/7623/000143774919011135/0001437749-19-011135-index.htm,32 KB,2019-05-31,2019,0000007623,ARTS WAY MANUFACTURING CO INC
1770,https://www.sec.gov/Archives/edgar/data/763744/000076374419000043/0000763744-19-000043-index.htm,1 MB,2019-05-23,2019,0000763744,LCI INDUSTRIES
1776,https://www.sec.gov/Archives/edgar/data/1421517/000143774919010834/0001437749-19-010834-index.htm,332 KB,2019-05-24,2019,0001421517,"Energy Recovery, Inc."
1782,https://www.sec.gov/Archives/edgar/data/1659166/000119312519160419/0001193125-19-160419-index.htm,304 KB,2019-05-30,2019,0001659166,Fortive Corp
1785,https://www.sec.gov/Archives/edgar/data/918541/000162828019007425/0001628280-19-007425-index.htm,47 KB,2019-05-31,2019,0000918541,NN INC
1791,https://www.sec.gov/Archives/edgar/data/884940/000119312519162307/0001193125-19-162307-index.htm,55 KB,2019-05-31,2019,0000884940,STEIN MART INC
1797,https://www.sec.gov/Archives/edgar/data/916789/000091678919000020/0000916789-19-000020-index.htm,550 KB,2019-05-31,2019,0000916789,HELEN OF TROY LTD
1803,https://www.sec.gov/Archives/edgar/data/49615/000149315219008413/0001493152-19-008413-index.htm,51 KB,2019-05-30,2019,0000049615,ID SYSTEMS INC
1809,https://www.sec.gov/Archives/edgar/data/1573097/000110465919032759/0001104659-19-032759-index.htm,36 KB,2019-05-30,2019,0001573097,"HD Supply Holdings, Inc."
1818,https://www.sec.gov/Archives/edgar/data/1655075/000165507519000009/0001655075-19-000009-index.htm,46 KB,2019-05-28,2019,0001655075,"Armstrong Flooring, Inc."
1829,https://www.sec.gov/Archives/edgar/data/313143/000031314319000026/0000313143-19-000026-index.htm,352 KB,2019-05-30,2019,0000313143,HAEMONETICS CORP
1835,https://www.sec.gov/Archives/edgar/data/61986/000156459019020183/0001564590-19-020183-index.htm,73 KB,2019-05-22,2019,0000061986,MANITOWOC CO INC
1841,https://www.sec.gov/Archives/edgar/data/1050797/000105079719000027/0001050797-19-000027-index.htm,240 KB,2019-05-23,2019,0001050797,COLUMBIA SPORTSWEAR CO
1847,https://www.sec.gov/Archives/edgar/data/789019/000119312519162895/0001193125-19-162895-index.htm,1 MB,2019-05-31,2019,0000789019,MICROSOFT CORP
1853,https://www.sec.gov/Archives/edgar/data/1111863/000111186319000030/0001111863-19-000030-index.htm,585 KB,2019-05-30,2019,0001111863,SIERRA WIRELESS INC
1864,https://www.sec.gov/Archives/edgar/data/1092796/000119312519161271/0001193125-19-161271-index.htm,244 KB,2019-05-30,2019,0001092796,AMERICAN OUTDOOR BRANDS CORP
1878,https://www.sec.gov/Archives/edgar/data/51143/000110465919033129/0001104659-19-033129-index.htm,1 MB,2019-05-31,2019,0000051143,INTERNATIONAL BUSINESS MACHINES CORP
1884,https://www.sec.gov/Archives/edgar/data/47518/000004751819000050/0000047518-19-000050-index.htm,351 KB,2019-05-28,2019,0000047518,"Hill-Rom Holdings, Inc."
1893,https://www.sec.gov/Archives/edgar/data/1094285/000109428519000112/0001094285-19-000112-index.htm,543 KB,2019-05-30,2019,0001094285,TELEDYNE TECHNOLOGIES INC
1899,https://www.sec.gov/Archives/edgar/data/1533998/000114420419029222/0001144204-19-029222-index.htm,20 KB,2019-05-31,2019,0001533998,DarioHealth Corp.
1904,https://www.sec.gov/Archives/edgar/data/885725/000088572519000028/0000885725-19-000028-index.htm,89 KB,2019-05-29,2019,0000885725,BOSTON SCIENTIFIC CORP
1910,https://www.sec.gov/Archives/edgar/data/1370431/000119312519160148/0001193125-19-160148-index.htm,27 KB,2019-05-30,2019,0001370431,Vedanta Ltd
1916,https://www.sec.gov/Archives/edgar/data/935494/000093549419000022/0000935494-19-000022-index.htm,169 KB,2019-05-30,2019,0000935494,NATIONAL INSTRUMENTS CORP
1922,https://www.sec.gov/Archives/edgar/data/1172494/000095010319007220/0000950103-19-007220-index.htm,288 KB,2019-05-31,2019,0001172494,AU OPTRONICS CORP
1928,https://www.sec.gov/Archives/edgar/data/1120914/000143774919010813/0001437749-19-010813-index.htm,31 KB,2019-05-24,2019,0001120914,PDF SOLUTIONS INC
1934,https://www.sec.gov/Archives/edgar/data/1627223/000156459019015653/0001564590-19-015653-index.htm,162 KB,2019-05-03,2019,0001627223,Chemours Co
1937,https://www.sec.gov/Archives/edgar/data/7536/000173339119000009/0001733391-19-000009-index.htm,399 KB,2019-05-29,2019,0000007536,ARROW ELECTRONICS INC
1943,https://www.sec.gov/Archives/edgar/data/6951/000119312519158365/0001193125-19-158365-index.htm,162 KB,2019-05-28,2019,0000006951,APPLIED MATERIALS INC /DE
1949,https://www.sec.gov/Archives/edgar/data/108312/000119312519160542/0001193125-19-160542-index.htm,350 KB,2019-05-30,2019,0000108312,"Woodward, Inc."
1955,https://www.sec.gov/Archives/edgar/data/75362/000119312519162568/0001193125-19-162568-index.htm,174 KB,2019-05-31,2019,0000075362,PACCAR INC
1964,https://www.sec.gov/Archives/edgar/data/856982/000085698219000074/0000856982-19-000074-index.htm,1 MB,2019-05-31,2019,0000856982,MERIT MEDICAL SYSTEMS INC
1970,https://www.sec.gov/Archives/edgar/data/1327567/000132756719000019/0001327567-19-000019-index.htm,44 KB,2019-05-30,2019,0001327567,Palo Alto Networks Inc
1975,https://www.sec.gov/Archives/edgar/data/1177394/000156459019020892/0001564590-19-020892-index.htm,477 KB,2019-05-30,2019,0001177394,SYNNEX CORP
1985,https://www.sec.gov/Archives/edgar/data/1094392/000156459019021097/0001564590-19-021097-index.htm,41 KB,2019-05-31,2019,0001094392,RUDOLPH TECHNOLOGIES INC
1991,https://www.sec.gov/Archives/edgar/data/1486957/000148695719000025/0001486957-19-000025-index.htm,69 KB,2019-05-30,2019,0001486957,"BWX Technologies, Inc."
1997,https://www.sec.gov/Archives/edgar/data/91142/000119312519116391/0001193125-19-116391-index.htm,58 KB,2019-04-24,2019,0000091142,SMITH A O CORP
2003,https://www.sec.gov/Archives/edgar/data/1467858/000146785819000095/0001467858-19-000095-index.htm,381 KB,2019-05-31,2019,0001467858,General Motors Co
2009,https://www.sec.gov/Archives/edgar/data/1282637/000119312519162912/0001193125-19-162912-index.htm,18 KB,2019-05-31,2019,0001282637,NEWMARKET CORP
2020,https://www.sec.gov/Archives/edgar/data/885590/000088559019000019/0000885590-19-000019-index.htm,48 KB,2019-06-05,2019,0000885590,Bausch Health Companies Inc.
2026,https://www.sec.gov/Archives/edgar/data/8947/000000894719000111/0000008947-19-000111-index.htm,59 KB,2019-05-31,2019,0000008947,AZZ INC
2030,https://www.sec.gov/Archives/edgar/data/937966/000119312519161897/0001193125-19-161897-index.htm,21 KB,2019-05-31,2019,0000937966,ASML HOLDING NV
2036,https://www.sec.gov/Archives/edgar/data/794172/000089225119000043/0000892251-19-000043-index.htm,57 KB,2019-05-23,2019,0000794172,MERIDIAN BIOSCIENCE INC
2042,https://www.sec.gov/Archives/edgar/data/1489393/000148939319000032/0001489393-19-000032-index.htm,109 KB,2019-05-30,2019,0001489393,LyondellBasell Industries N.V.
2048,https://www.sec.gov/Archives/edgar/data/1405495/000119312519162894/0001193125-19-162894-index.htm,17 KB,2019-05-31,2019,0001405495,"InterDigital, Inc."
2051,https://www.sec.gov/Archives/edgar/data/63908/000006390819000051/0000063908-19-000051-index.htm,439 KB,2019-05-30,2019,0000063908,MCDONALDS CORP
2057,https://www.sec.gov/Archives/edgar/data/1282266/000128226619000036/0001282266-19-000036-index.htm,351 KB,2019-05-30,2019,0001282266,"WINDSTREAM HOLDINGS, INC."
2063,https://www.sec.gov/Archives/edgar/data/788920/000155335019000603/0001553350-19-000603-index.htm,258 KB,2019-05-29,2019,0000788920,PRO DEX INC
2069,https://www.sec.gov/Archives/edgar/data/845982/000095010319004898/0000950103-19-004898-index.htm,214 KB,2019-04-18,2019,0000845982,SMITH & NEPHEW PLC
2075,https://www.sec.gov/Archives/edgar/data/1597313/000156459019021259/0001564590-19-021259-index.htm,84 KB,2019-05-31,2019,0001597313,"ViewRay, Inc."
2078,https://www.sec.gov/Archives/edgar/data/62996/000006299619000034/0000062996-19-000034-index.htm,175 KB,2019-05-30,2019,0000062996,MASCO CORP /DE/
2084,https://www.sec.gov/Archives/edgar/data/723603/000115752319001324/0001157523-19-001324-index.htm,26 KB,2019-05-30,2019,0000723603,CULP INC
2093,https://www.sec.gov/Archives/edgar/data/722572/000168316819001750/0001683168-19-001750-index.htm,143 KB,2019-05-30,2019,0000722572,FRANKLIN WIRELESS CORP
2098,https://www.sec.gov/Archives/edgar/data/1094366/000117891319001587/0001178913-19-001587-index.htm,365 KB,2019-05-28,2019,0001094366,RADWARE LTD
2104,https://www.sec.gov/Archives/edgar/data/712034/000071203419000134/0000712034-19-000134-index.htm,154 KB,2019-05-30,2019,0000712034,ACCO BRANDS Corp
2110,https://www.sec.gov/Archives/edgar/data/26058/000002605819000050/0000026058-19-000050-index.htm,79 KB,2019-05-20,2019,0000026058,CTS CORP
2116,https://www.sec.gov/Archives/edgar/data/1736946/000173694619000029/0001736946-19-000029-index.htm,427 KB,2019-05-30,2019,0001736946,"Arlo Technologies, Inc."
2117,https://www.sec.gov/Archives/edgar/data/1578845/000119312519155347/0001193125-19-155347-index.htm,52 KB,2019-05-23,2019,0001578845,Allergan plc
2120,https://www.sec.gov/Archives/edgar/data/1652535/000156459019021068/0001564590-19-021068-index.htm,61 KB,2019-05-31,2019,0001652535,"ICHOR HOLDINGS, LTD."
2123,https://www.sec.gov/Archives/edgar/data/16988/000119312519160164/0001193125-19-160164-index.htm,666 KB,2019-05-30,2019,0000016988,CANON INC
2133,https://www.sec.gov/Archives/edgar/data/46080/000004608019000082/0000046080-19-000082-index.htm,342 KB,2019-05-28,2019,0000046080,"HASBRO, INC."
2141,https://www.sec.gov/Archives/edgar/data/833640/000083364019000120/0000833640-19-000120-index.htm,528 KB,2019-05-23,2019,0000833640,POWER INTEGRATIONS INC
2147,https://www.sec.gov/Archives/edgar/data/932787/000094787119000410/0000947871-19-000410-index.htm,349 KB,2019-05-30,2019,0000932787,STMICROELECTRONICS NV
2153,https://www.sec.gov/Archives/edgar/data/1508478/000095010319006583/0000950103-19-006583-index.htm,15 KB,2019-05-20,2019,0001508478,Arcos Dorados Holdings Inc.
2159,https://www.sec.gov/Archives/edgar/data/1616862/000161686219000044/0001616862-19-000044-index.htm,115 KB,2019-05-28,2019,0001616862,Axalta Coating Systems Ltd.
2162,https://www.sec.gov/Archives/edgar/data/1708055/000110465919032723/0001104659-19-032723-index.htm,691 KB,2019-05-30,2019,0001708055,Ribbon Communications Inc.
