,link,size,filing_date,year,cik
1253,https://www.sec.gov/Archives/edgar/data/880266/000088026615000024/0000880266-15-000024-index.htm,33 KB,2015-05-22,2015,0000880266
1257,https://www.sec.gov/Archives/edgar/data/912833/000091283315000035/0000912833-15-000035-index.htm,72 KB,2015-06-01,2015,0000912833
1262,https://www.sec.gov/Archives/edgar/data/6284/000119312515206713/0001193125-15-206713-index.htm,27 KB,2015-05-29,2015,0000006284
1268,https://www.sec.gov/Archives/edgar/data/1057083/000119312515201330/0001193125-15-201330-index.htm,30 KB,2015-05-27,2015,0001057083
1274,https://www.sec.gov/Archives/edgar/data/1436126/000143612615000012/0001436126-15-000012-index.htm,28 KB,2015-06-01,2015,0001436126
1279,https://www.sec.gov/Archives/edgar/data/319815/000031981515000061/0000319815-15-000061-index.htm,289 KB,2015-06-01,2015,0000319815
1285,https://www.sec.gov/Archives/edgar/data/353020/000035302015000033/0000353020-15-000033-index.htm,45 KB,2015-05-29,2015,0000353020
1291,https://www.sec.gov/Archives/edgar/data/57131/000110465915042042/0001104659-15-042042-index.htm,51 KB,2015-05-29,2015,0000057131
1295,https://www.sec.gov/Archives/edgar/data/791519/000079151915000023/0000791519-15-000023-index.htm,197 KB,2015-06-01,2015,0000791519
1301,https://www.sec.gov/Archives/edgar/data/354908/000035490815000058/0000354908-15-000058-index.htm,59 KB,2015-05-29,2015,0000354908
1307,https://www.sec.gov/Archives/edgar/data/866706/000114036115021850/0001140361-15-021850-index.htm,394 KB,2015-05-27,2015,0000866706
1315,https://www.sec.gov/Archives/edgar/data/1137411/000113741115000077/0001137411-15-000077-index.htm,475 KB,2015-06-01,2015,0001137411
1321,https://www.sec.gov/Archives/edgar/data/78814/000007881415000020/0000078814-15-000020-index.htm,310 KB,2015-06-01,2015,0000078814
1327,https://www.sec.gov/Archives/edgar/data/808326/000080832615000019/0000808326-15-000019-index.htm,73 KB,2015-05-29,2015,0000808326
1333,https://www.sec.gov/Archives/edgar/data/21076/000120677415001858/0001206774-15-001858-index.htm,18 KB,2015-05-29,2015,0000021076
1339,https://www.sec.gov/Archives/edgar/data/1122904/000112290415000045/0001122904-15-000045-index.htm,251 KB,2015-05-29,2015,0001122904
1345,https://www.sec.gov/Archives/edgar/data/103379/000119312515209130/0001193125-15-209130-index.htm,43 KB,2015-06-01,2015,0000103379
1351,https://www.sec.gov/Archives/edgar/data/1158895/000119312515207521/0001193125-15-207521-index.htm,14 KB,2015-06-01,2015,0001158895
1354,https://www.sec.gov/Archives/edgar/data/844143/000110465915042449/0001104659-15-042449-index.htm,49 KB,2015-06-01,2015,0000844143
1360,https://www.sec.gov/Archives/edgar/data/837465/000083746515000008/0000837465-15-000008-index.htm,26 KB,2015-05-29,2015,0000837465
1366,https://www.sec.gov/Archives/edgar/data/889971/000138713115001869/0001387131-15-001869-index.htm,30 KB,2015-05-29,2015,0000889971
1372,https://www.sec.gov/Archives/edgar/data/917520/000119312515209066/0001193125-15-209066-index.htm,31 KB,2015-06-01,2015,0000917520
1378,https://www.sec.gov/Archives/edgar/data/850209/000114420415034735/0001144204-15-034735-index.htm,34 KB,2015-06-01,2015,0000850209
1384,https://www.sec.gov/Archives/edgar/data/55785/000005578515000059/0000055785-15-000059-index.htm,1 MB,2015-05-22,2015,0000055785
1390,https://www.sec.gov/Archives/edgar/data/356037/000162828015004397/0001628280-15-004397-index.htm,401 KB,2015-05-21,2015,0000356037
1397,https://www.sec.gov/Archives/edgar/data/1579157/000119312515206687/0001193125-15-206687-index.htm,15 KB,2015-05-29,2015,0001579157
1402,https://www.sec.gov/Archives/edgar/data/2969/000119312515206001/0001193125-15-206001-index.htm,51 KB,2015-05-29,2015,0000002969
1408,https://www.sec.gov/Archives/edgar/data/1366868/000136686815000034/0001366868-15-000034-index.htm,71 KB,2015-06-01,2015,0001366868
1413,https://www.sec.gov/Archives/edgar/data/749037/000119312515207782/0001193125-15-207782-index.htm,53 KB,2015-06-01,2015,0000749037
1424,https://www.sec.gov/Archives/edgar/data/351998/000035199815000021/0000351998-15-000021-index.htm,956 KB,2015-06-01,2015,0000351998
1430,https://www.sec.gov/Archives/edgar/data/25445/000162828015004617/0001628280-15-004617-index.htm,41 KB,2015-06-01,2015,0000025445
1435,https://www.sec.gov/Archives/edgar/data/1090633/000117184315003113/0001171843-15-003113-index.htm,33 KB,2015-05-27,2015,0001090633
1442,https://www.sec.gov/Archives/edgar/data/1329394/000119312515208512/0001193125-15-208512-index.htm,29 KB,2015-06-01,2015,0001329394
1448,https://www.sec.gov/Archives/edgar/data/1024478/000119312515208225/0001193125-15-208225-index.htm,138 KB,2015-06-01,2015,0001024478
1456,https://www.sec.gov/Archives/edgar/data/1289850/000114420415034187/0001144204-15-034187-index.htm,30 KB,2015-05-29,2015,0001289850
1465,https://www.sec.gov/Archives/edgar/data/1009759/000110465915042472/0001104659-15-042472-index.htm,59 KB,2015-06-01,2015,0001009759
1471,https://www.sec.gov/Archives/edgar/data/1001115/000119312515194863/0001193125-15-194863-index.htm,15 KB,2015-05-20,2015,0001001115
1477,https://www.sec.gov/Archives/edgar/data/45876/000004587615000051/0000045876-15-000051-index.htm,55 KB,2015-06-01,2015,0000045876
1483,https://www.sec.gov/Archives/edgar/data/1574774/000110465915042033/0001104659-15-042033-index.htm,57 KB,2015-05-29,2015,0001574774
1489,https://www.sec.gov/Archives/edgar/data/1365767/000117891315001785/0001178913-15-001785-index.htm,1 MB,2015-05-27,2015,0001365767
1495,https://www.sec.gov/Archives/edgar/data/785786/000078578615000015/0000785786-15-000015-index.htm,391 KB,2015-05-28,2015,0000785786
1498,https://www.sec.gov/Archives/edgar/data/801898/000080189815000035/0000801898-15-000035-index.htm,2 MB,2015-05-29,2015,0000801898
1504,https://www.sec.gov/Archives/edgar/data/914156/000110465915041788/0001104659-15-041788-index.htm,83 KB,2015-05-29,2015,0000914156
1507,https://www.sec.gov/Archives/edgar/data/1088162/000119312515208691/0001193125-15-208691-index.htm,67 KB,2015-06-01,2015,0001088162
1513,https://www.sec.gov/Archives/edgar/data/912093/000119312515205129/0001193125-15-205129-index.htm,29 KB,2015-05-29,2015,0000912093
1519,https://www.sec.gov/Archives/edgar/data/1336917/000133691715000027/0001336917-15-000027-index.htm,57 KB,2015-06-01,2015,0001336917
1525,https://www.sec.gov/Archives/edgar/data/1800/000110465915041939/0001104659-15-041939-index.htm,368 KB,2015-05-29,2015,0000001800
1529,https://www.sec.gov/Archives/edgar/data/866970/000143774915011555/0001437749-15-011555-index.htm,49 KB,2015-06-01,2015,0000866970
1535,https://www.sec.gov/Archives/edgar/data/830524/000110465915042078/0001104659-15-042078-index.htm,78 KB,2015-05-29,2015,0000830524
1541,https://www.sec.gov/Archives/edgar/data/766792/000114036115022059/0001140361-15-022059-index.htm,23 KB,2015-05-28,2015,0000766792
1547,https://www.sec.gov/Archives/edgar/data/887730/000088773015000036/0000887730-15-000036-index.htm,343 KB,2015-05-29,2015,0000887730
1552,https://www.sec.gov/Archives/edgar/data/1502916/000114420415034652/0001144204-15-034652-index.htm,233 KB,2015-06-01,2015,0001502916
1559,https://www.sec.gov/Archives/edgar/data/867773/000086777315000032/0000867773-15-000032-index.htm,215 KB,2015-06-01,2015,0000867773
1565,https://www.sec.gov/Archives/edgar/data/8063/000119312515208679/0001193125-15-208679-index.htm,19 KB,2015-06-01,2015,0000008063
1571,https://www.sec.gov/Archives/edgar/data/880807/000119312515202938/0001193125-15-202938-index.htm,68 KB,2015-05-28,2015,0000880807
1574,https://www.sec.gov/Archives/edgar/data/1419581/000119312515209149/0001193125-15-209149-index.htm,48 KB,2015-06-01,2015,0001419581
1580,https://www.sec.gov/Archives/edgar/data/912603/000091260315000067/0000912603-15-000067-index.htm,28 KB,2015-06-01,2015,0000912603
1584,https://www.sec.gov/Archives/edgar/data/840715/000084071515000015/0000840715-15-000015-index.htm,312 KB,2015-06-01,2015,0000840715
1588,https://www.sec.gov/Archives/edgar/data/1054905/000119312515207528/0001193125-15-207528-index.htm,47 KB,2015-06-01,2015,0001054905
1593,https://www.sec.gov/Archives/edgar/data/40545/000004054515000070/0000040545-15-000070-index.htm,466 KB,2015-06-01,2015,0000040545
1601,https://www.sec.gov/Archives/edgar/data/788329/000114036115022522/0001140361-15-022522-index.htm,256 KB,2015-06-01,2015,0000788329
1607,https://www.sec.gov/Archives/edgar/data/110390/000095015715000502/0000950157-15-000502-index.htm,21 KB,2015-06-01,2015,0000110390
1613,https://www.sec.gov/Archives/edgar/data/216228/000021622815000031/0000216228-15-000031-index.htm,46 KB,2015-06-01,2015,0000216228
1619,https://www.sec.gov/Archives/edgar/data/721683/000119312515202991/0001193125-15-202991-index.htm,19 KB,2015-05-28,2015,0000721683
1625,https://www.sec.gov/Archives/edgar/data/353278/000095010315004318/0000950103-15-004318-index.htm,17 KB,2015-06-01,2015,0000353278
1631,https://www.sec.gov/Archives/edgar/data/893691/000089369115000045/0000893691-15-000045-index.htm,25 KB,2015-05-29,2015,0000893691
1637,https://www.sec.gov/Archives/edgar/data/719274/000143774915011071/0001437749-15-011071-index.htm,37 KB,2015-05-26,2015,0000719274
1640,https://www.sec.gov/Archives/edgar/data/922612/000119312515206177/0001193125-15-206177-index.htm,25 KB,2015-05-29,2015,0000922612
1649,https://www.sec.gov/Archives/edgar/data/1021604/000117891315001819/0001178913-15-001819-index.htm,61 KB,2015-05-28,2015,0001021604
1655,https://www.sec.gov/Archives/edgar/data/858655/000110465915042445/0001104659-15-042445-index.htm,26 KB,2015-06-01,2015,0000858655
1661,https://www.sec.gov/Archives/edgar/data/75288/000007528815000024/0000075288-15-000024-index.htm,61 KB,2015-06-01,2015,0000075288
1667,https://www.sec.gov/Archives/edgar/data/1096343/000109634315000059/0001096343-15-000059-index.htm,57 KB,2015-05-29,2015,0001096343
1673,https://www.sec.gov/Archives/edgar/data/927355/000114036115022644/0001140361-15-022644-index.htm,46 KB,2015-06-01,2015,0000927355
1679,https://www.sec.gov/Archives/edgar/data/750004/000075000415000014/0000750004-15-000014-index.htm,48 KB,2015-05-29,2015,0000750004
1685,https://www.sec.gov/Archives/edgar/data/59527/000005952715000016/0000059527-15-000016-index.htm,38 KB,2015-05-28,2015,0000059527
1691,https://www.sec.gov/Archives/edgar/data/313716/000031371615000022/0000313716-15-000022-index.htm,87 KB,2015-05-29,2015,0000313716
1694,https://www.sec.gov/Archives/edgar/data/1432150/000114036115022193/0001140361-15-022193-index.htm,177 KB,2015-05-29,2015,0001432150
1700,https://www.sec.gov/Archives/edgar/data/1342874/000119312515201794/0001193125-15-201794-index.htm,30 KB,2015-05-27,2015,0001342874
1708,https://www.sec.gov/Archives/edgar/data/1280263/000119312515209110/0001193125-15-209110-index.htm,46 KB,2015-06-01,2015,0001280263
1714,https://www.sec.gov/Archives/edgar/data/352825/000119312515206420/0001193125-15-206420-index.htm,79 KB,2015-05-29,2015,0000352825
1720,https://www.sec.gov/Archives/edgar/data/835403/000114420415033890/0001144204-15-033890-index.htm,14 KB,2015-05-28,2015,0000835403
1726,https://www.sec.gov/Archives/edgar/data/1463101/000119312515208867/0001193125-15-208867-index.htm,150 KB,2015-06-01,2015,0001463101
1732,https://www.sec.gov/Archives/edgar/data/851205/000085120515000013/0000851205-15-000013-index.htm,70 KB,2015-05-28,2015,0000851205
1738,https://www.sec.gov/Archives/edgar/data/1279695/000119312515192761/0001193125-15-192761-index.htm,19 KB,2015-05-19,2015,0001279695
1748,https://www.sec.gov/Archives/edgar/data/764180/000076418015000038/0000764180-15-000038-index.htm,30 KB,2015-05-20,2015,0000764180
1754,https://www.sec.gov/Archives/edgar/data/913142/000119312515208130/0001193125-15-208130-index.htm,43 KB,2015-06-01,2015,0000913142
1760,https://www.sec.gov/Archives/edgar/data/1417398/000141739815000024/0001417398-15-000024-index.htm,64 KB,2015-05-29,2015,0001417398
1766,https://www.sec.gov/Archives/edgar/data/7623/000143774915011201/0001437749-15-011201-index.htm,30 KB,2015-05-28,2015,0000007623
1768,https://www.sec.gov/Archives/edgar/data/943452/000119312515208752/0001193125-15-208752-index.htm,149 KB,2015-06-01,2015,0000943452
1774,https://www.sec.gov/Archives/edgar/data/763744/000076374415000152/0000763744-15-000152-index.htm,438 KB,2015-06-01,2015,0000763744
1780,https://www.sec.gov/Archives/edgar/data/1421517/000143774915010725/0001437749-15-010725-index.htm,59 KB,2015-05-20,2015,0001421517
1789,https://www.sec.gov/Archives/edgar/data/918541/000119312515207911/0001193125-15-207911-index.htm,20 KB,2015-06-01,2015,0000918541
1795,https://www.sec.gov/Archives/edgar/data/884940/000119312515203784/0001193125-15-203784-index.htm,58 KB,2015-05-28,2015,0000884940
1801,https://www.sec.gov/Archives/edgar/data/916789/000110465915042398/0001104659-15-042398-index.htm,384 KB,2015-06-01,2015,0000916789
1807,https://www.sec.gov/Archives/edgar/data/49615/000114420415034635/0001144204-15-034635-index.htm,23 KB,2015-06-01,2015,0000049615
1813,https://www.sec.gov/Archives/edgar/data/1573097/000110465915042488/0001104659-15-042488-index.htm,80 KB,2015-06-01,2015,0001573097
1816,https://www.sec.gov/Archives/edgar/data/719866/000119312515206393/0001193125-15-206393-index.htm,83 KB,2015-05-29,2015,0000719866
1823,https://www.sec.gov/Archives/edgar/data/931148/000093114815000035/0000931148-15-000035-index.htm,51 KB,2015-05-29,2015,0000931148
1827,https://www.sec.gov/Archives/edgar/data/1022705/000102270515000028/0001022705-15-000028-index.htm,348 KB,2015-05-28,2015,0001022705
1833,https://www.sec.gov/Archives/edgar/data/313143/000031314315000035/0000313143-15-000035-index.htm,573 KB,2015-05-29,2015,0000313143
1839,https://www.sec.gov/Archives/edgar/data/61986/000006198615000034/0000061986-15-000034-index.htm,53 KB,2015-05-29,2015,0000061986
1845,https://www.sec.gov/Archives/edgar/data/1050797/000156459015004750/0001564590-15-004750-index.htm,184 KB,2015-05-29,2015,0001050797
1851,https://www.sec.gov/Archives/edgar/data/789019/000119312515207537/0001193125-15-207537-index.htm,895 KB,2015-06-01,2015,0000789019
1857,https://www.sec.gov/Archives/edgar/data/1111863/000111186315000017/0001111863-15-000017-index.htm,422 KB,2015-05-29,2015,0001111863
1862,https://www.sec.gov/Archives/edgar/data/357020/000119312515208565/0001193125-15-208565-index.htm,34 KB,2015-06-01,2015,0000357020
1868,https://www.sec.gov/Archives/edgar/data/1092796/000119312515209016/0001193125-15-209016-index.htm,43 KB,2015-06-01,2015,0001092796
1873,https://www.sec.gov/Archives/edgar/data/1405503/000114420415034438/0001144204-15-034438-index.htm,32 KB,2015-05-29,2015,0001405503
1882,https://www.sec.gov/Archives/edgar/data/51143/000110465915042264/0001104659-15-042264-index.htm,522 KB,2015-06-01,2015,0000051143
1888,https://www.sec.gov/Archives/edgar/data/47518/000121465915004253/0001214659-15-004253-index.htm,207 KB,2015-05-26,2015,0000047518
1897,https://www.sec.gov/Archives/edgar/data/1094285/000109428515000088/0001094285-15-000088-index.htm,44 KB,2015-05-28,2015,0001094285
1903,https://www.sec.gov/Archives/edgar/data/1533998/000114420415034611/0001144204-15-034611-index.htm,20 KB,2015-06-01,2015,0001533998
1908,https://www.sec.gov/Archives/edgar/data/885725/000110465915041599/0001104659-15-041599-index.htm,78 KB,2015-05-28,2015,0000885725
1914,https://www.sec.gov/Archives/edgar/data/1370431/000119312515208524/0001193125-15-208524-index.htm,25 KB,2015-06-01,2015,0001370431
1920,https://www.sec.gov/Archives/edgar/data/935494/000114036115017393/0001140361-15-017393-index.htm,242 KB,2015-05-04,2015,0000935494
1926,https://www.sec.gov/Archives/edgar/data/1172494/000095010315004196/0000950103-15-004196-index.htm,46 KB,2015-05-28,2015,0001172494
1932,https://www.sec.gov/Archives/edgar/data/1120914/000143774915011304/0001437749-15-011304-index.htm,37 KB,2015-05-29,2015,0001120914
1941,https://www.sec.gov/Archives/edgar/data/7536/000161958015000015/0001619580-15-000015-index.htm,559 KB,2015-06-01,2015,0000007536
1947,https://www.sec.gov/Archives/edgar/data/6951/000119312515204378/0001193125-15-204378-index.htm,142 KB,2015-05-28,2015,0000006951
1953,https://www.sec.gov/Archives/edgar/data/108312/000119312515208759/0001193125-15-208759-index.htm,72 KB,2015-06-01,2015,0000108312
1959,https://www.sec.gov/Archives/edgar/data/75362/000119312515208250/0001193125-15-208250-index.htm,17 KB,2015-06-01,2015,0000075362
1963,https://www.sec.gov/Archives/edgar/data/930775/000114420415033833/0001144204-15-033833-index.htm,16 KB,2015-05-28,2015,0000930775
1968,https://www.sec.gov/Archives/edgar/data/856982/000085698215000031/0000856982-15-000031-index.htm,36 KB,2015-06-01,2015,0000856982
1974,https://www.sec.gov/Archives/edgar/data/1327567/000132756715000011/0001327567-15-000011-index.htm,34 KB,2015-05-04,2015,0001327567
1979,https://www.sec.gov/Archives/edgar/data/1177394/000117739415000024/0001177394-15-000024-index.htm,264 KB,2015-06-01,2015,0001177394
1983,https://www.sec.gov/Archives/edgar/data/1005699/000117891315001877/0001178913-15-001877-index.htm,80 KB,2015-06-01,2015,0001005699
1989,https://www.sec.gov/Archives/edgar/data/1094392/000109439215000024/0001094392-15-000024-index.htm,53 KB,2015-05-27,2015,0001094392
1995,https://www.sec.gov/Archives/edgar/data/1486957/000119312515209120/0001193125-15-209120-index.htm,54 KB,2015-06-01,2015,0001486957
2001,https://www.sec.gov/Archives/edgar/data/91142/000119312515205771/0001193125-15-205771-index.htm,51 KB,2015-05-29,2015,0000091142
2007,https://www.sec.gov/Archives/edgar/data/1467858/000146785815000137/0001467858-15-000137-index.htm,42 KB,2015-06-01,2015,0001467858
2013,https://www.sec.gov/Archives/edgar/data/1282637/000119312515206740/0001193125-15-206740-index.htm,16 KB,2015-05-29,2015,0001282637
2018,https://www.sec.gov/Archives/edgar/data/1110783/000111078315000093/0001110783-15-000093-index.htm,39 KB,2015-06-01,2015,0001110783
2024,https://www.sec.gov/Archives/edgar/data/885590/000119312515206565/0001193125-15-206565-index.htm,37 KB,2015-05-29,2015,0000885590
2034,https://www.sec.gov/Archives/edgar/data/937966/000119312515203845/0001193125-15-203845-index.htm,43 KB,2015-05-28,2015,0000937966
2040,https://www.sec.gov/Archives/edgar/data/794172/000089225115000113/0000892251-15-000113-index.htm,61 KB,2015-05-27,2015,0000794172
2046,https://www.sec.gov/Archives/edgar/data/1489393/000119312515206679/0001193125-15-206679-index.htm,33 KB,2015-05-29,2015,0001489393
2049,https://www.sec.gov/Archives/edgar/data/880984/000149315215002288/0001493152-15-002288-index.htm,47 KB,2015-05-28,2015,0000880984
2055,https://www.sec.gov/Archives/edgar/data/63908/000006390815000050/0000063908-15-000050-index.htm,445 KB,2015-06-01,2015,0000063908
2061,https://www.sec.gov/Archives/edgar/data/1282266/000128226615000027/0001282266-15-000027-index.htm,270 KB,2015-05-29,2015,0001282266
2067,https://www.sec.gov/Archives/edgar/data/788920/000153442415000147/0001534424-15-000147-index.htm,47 KB,2015-05-29,2015,0000788920
2073,https://www.sec.gov/Archives/edgar/data/845982/000095010315003794/0000950103-15-003794-index.htm,47 KB,2015-05-11,2015,0000845982
2082,https://www.sec.gov/Archives/edgar/data/62996/000119312515208575/0001193125-15-208575-index.htm,47 KB,2015-06-01,2015,0000062996
2088,https://www.sec.gov/Archives/edgar/data/723603/000115752315001658/0001157523-15-001658-index.htm,28 KB,2015-05-07,2015,0000723603
2091,https://www.sec.gov/Archives/edgar/data/20212/000002021215000020/0000020212-15-000020-index.htm,1 MB,2015-06-01,2015,0000020212
2102,https://www.sec.gov/Archives/edgar/data/1094366/000117891315001821/0001178913-15-001821-index.htm,927 KB,2015-05-28,2015,0001094366
2108,https://www.sec.gov/Archives/edgar/data/712034/000071203415000029/0000712034-15-000029-index.htm,169 KB,2015-06-01,2015,0000712034
2114,https://www.sec.gov/Archives/edgar/data/26058/000110465915041912/0001104659-15-041912-index.htm,171 KB,2015-05-29,2015,0000026058
2127,https://www.sec.gov/Archives/edgar/data/16988/000119312515205169/0001193125-15-205169-index.htm,383 KB,2015-05-29,2015,0000016988
2131,https://www.sec.gov/Archives/edgar/data/1027884/000102788415000186/0001027884-15-000186-index.htm,76 KB,2015-05-22,2015,0001027884
2137,https://www.sec.gov/Archives/edgar/data/46080/000004608015000062/0000046080-15-000062-index.htm,115 KB,2015-05-29,2015,0000046080
2139,https://www.sec.gov/Archives/edgar/data/866273/000086627315000032/0000866273-15-000032-index.htm,61 KB,2015-06-01,2015,0000866273
2145,https://www.sec.gov/Archives/edgar/data/833640/000083364015000138/0000833640-15-000138-index.htm,299 KB,2015-05-29,2015,0000833640
2151,https://www.sec.gov/Archives/edgar/data/932787/000094787115000419/0000947871-15-000419-index.htm,279 KB,2015-05-29,2015,0000932787
2157,https://www.sec.gov/Archives/edgar/data/1508478/000095010315004121/0000950103-15-004121-index.htm,17 KB,2015-05-26,2015,0001508478
2166,https://www.sec.gov/Archives/edgar/data/812701/000115752315001938/0001157523-15-001938-index.htm,55 KB,2015-05-28,2015,0000812701
2170,https://www.sec.gov/Archives/edgar/data/1024657/000119312515201700/0001193125-15-201700-index.htm,25 KB,2015-05-27,2015,0001024657
2174,https://www.sec.gov/Archives/edgar/data/9892/000119312515204130/0001193125-15-204130-index.htm,56 KB,2015-05-28,2015,0000009892
2180,https://www.sec.gov/Archives/edgar/data/1002047/000119312515206651/0001193125-15-206651-index.htm,37 KB,2015-05-29,2015,0001002047
2187,https://www.sec.gov/Archives/edgar/data/98246/000009824615000098/0000098246-15-000098-index.htm,156 KB,2015-05-29,2015,0000098246
2190,https://www.sec.gov/Archives/edgar/data/1044435/000104443515000023/0001044435-15-000023-index.htm,51 KB,2015-05-29,2015,0001044435
2196,https://www.sec.gov/Archives/edgar/data/882835/000095010315004337/0000950103-15-004337-index.htm,221 KB,2015-06-01,2015,0000882835
2202,https://www.sec.gov/Archives/edgar/data/1333170/000133317015000014/0001333170-15-000014-index.htm,35 KB,2015-06-01,2015,0001333170
2208,https://www.sec.gov/Archives/edgar/data/1065837/000119312515209268/0001193125-15-209268-index.htm,13 KB,2015-06-01,2015,0001065837
2214,https://www.sec.gov/Archives/edgar/data/1015650/000119312515205742/0001193125-15-205742-index.htm,15 KB,2015-05-29,2015,0001015650
2220,https://www.sec.gov/Archives/edgar/data/67347/000114036115022336/0001140361-15-022336-index.htm,105 KB,2015-05-29,2015,0000067347
2226,https://www.sec.gov/Archives/edgar/data/897723/000110465915038688/0001104659-15-038688-index.htm,423 KB,2015-05-15,2015,0000897723
2229,https://www.sec.gov/Archives/edgar/data/716643/000071664315000019/0000716643-15-000019-index.htm,21 KB,2015-05-26,2015,0000716643
2235,https://www.sec.gov/Archives/edgar/data/932695/000119312515205127/0001193125-15-205127-index.htm,34 KB,2015-05-29,2015,0000932695
2241,https://www.sec.gov/Archives/edgar/data/716314/000119312515206790/0001193125-15-206790-index.htm,14 KB,2015-05-29,2015,0000716314
2247,https://www.sec.gov/Archives/edgar/data/722723/000110465915042489/0001104659-15-042489-index.htm,22 KB,2015-06-01,2015,0000722723
2253,https://www.sec.gov/Archives/edgar/data/1013606/000101360615000111/0001013606-15-000111-index.htm,262 KB,2015-06-01,2015,0001013606
2259,https://www.sec.gov/Archives/edgar/data/1107843/000119312515208830/0001193125-15-208830-index.htm,137 KB,2015-06-01,2015,0001107843
2265,https://www.sec.gov/Archives/edgar/data/1571123/000156459015004753/0001564590-15-004753-index.htm,69 KB,2015-05-29,2015,0001571123
2276,https://www.sec.gov/Archives/edgar/data/3197/000119312515209283/0001193125-15-209283-index.htm,40 KB,2015-06-01,2015,0000003197
2284,https://www.sec.gov/Archives/edgar/data/354950/000035495015000020/0000354950-15-000020-index.htm,314 KB,2015-06-01,2015,0000354950
2290,https://www.sec.gov/Archives/edgar/data/63296/000006329615000043/0000063296-15-000043-index.htm,57 KB,2015-05-29,2015,0000063296
2300,https://www.sec.gov/Archives/edgar/data/98362/000119312515207696/0001193125-15-207696-index.htm,13 KB,2015-06-01,2015,0000098362
2306,https://www.sec.gov/Archives/edgar/data/355948/000035594815000011/0000355948-15-000011-index.htm,143 KB,2015-06-01,2015,0000355948
2312,https://www.sec.gov/Archives/edgar/data/33533/000117494715000964/0001174947-15-000964-index.htm,55 KB,2015-06-01,2015,0000033533
2318,https://www.sec.gov/Archives/edgar/data/933974/000093397415000017/0000933974-15-000017-index.htm,39 KB,2015-05-29,2015,0000933974
2324,https://www.sec.gov/Archives/edgar/data/60667/000006066715000078/0000060667-15-000078-index.htm,138 KB,2015-05-29,2015,0000060667
2330,https://www.sec.gov/Archives/edgar/data/796505/000117184315003184/0001171843-15-003184-index.htm,65 KB,2015-05-28,2015,0000796505
2336,https://www.sec.gov/Archives/edgar/data/315449/000031544915000019/0000315449-15-000019-index.htm,28 KB,2015-05-28,2015,0000315449
2342,https://www.sec.gov/Archives/edgar/data/1164863/000116486315000020/0001164863-15-000020-index.htm,116 KB,2015-06-01,2015,0001164863
2348,https://www.sec.gov/Archives/edgar/data/1007587/000110465915042157/0001104659-15-042157-index.htm,49 KB,2015-06-01,2015,0001007587
2354,https://www.sec.gov/Archives/edgar/data/1002517/000119312515209207/0001193125-15-209207-index.htm,32 KB,2015-06-01,2015,0001002517
2357,https://www.sec.gov/Archives/edgar/data/791907/000079190715000069/0000791907-15-000069-index.htm,55 KB,2015-06-01,2015,0000791907
2363,https://www.sec.gov/Archives/edgar/data/1027664/000162828015004341/0001628280-15-004341-index.htm,57 KB,2015-05-20,2015,0001027664
2369,https://www.sec.gov/Archives/edgar/data/1059272/000105927215000031/0001059272-15-000031-index.htm,32 KB,2015-06-01,2015,0001059272
2375,https://www.sec.gov/Archives/edgar/data/1022671/000110465915041608/0001104659-15-041608-index.htm,28 KB,2015-05-28,2015,0001022671
2378,https://www.sec.gov/Archives/edgar/data/1527508/000162828015004088/0001628280-15-004088-index.htm,30 KB,2015-05-12,2015,0001527508
2390,https://www.sec.gov/Archives/edgar/data/937556/000093755615000092/0000937556-15-000092-index.htm,351 KB,2015-06-01,2015,0000937556
2400,https://www.sec.gov/Archives/edgar/data/95574/000143774915011450/0001437749-15-011450-index.htm,23 KB,2015-06-01,2015,0000095574
2408,https://www.sec.gov/Archives/edgar/data/1002135/000100213515000017/0001002135-15-000017-index.htm,452 KB,2015-05-29,2015,0001002135
2414,https://www.sec.gov/Archives/edgar/data/1318605/000119312515206829/0001193125-15-206829-index.htm,95 KB,2015-05-29,2015,0001318605
2420,https://www.sec.gov/Archives/edgar/data/926282/000119312515206511/0001193125-15-206511-index.htm,42 KB,2015-05-29,2015,0000926282
2426,https://www.sec.gov/Archives/edgar/data/808362/000080836215000028/0000808362-15-000028-index.htm,624 KB,2015-05-29,2015,0000808362
2432,https://www.sec.gov/Archives/edgar/data/1551152/000110465915042242/0001104659-15-042242-index.htm,42 KB,2015-06-01,2015,0001551152
2438,https://www.sec.gov/Archives/edgar/data/1003935/000117891315001852/0001178913-15-001852-index.htm,53 KB,2015-06-01,2015,0001003935
2444,https://www.sec.gov/Archives/edgar/data/1308547/000119312515202002/0001193125-15-202002-index.htm,134 KB,2015-05-27,2015,0001308547
2447,https://www.sec.gov/Archives/edgar/data/1518587/000151858715000027/0001518587-15-000027-index.htm,34 KB,2015-06-01,2015,0001518587
2452,https://www.sec.gov/Archives/edgar/data/1395317/000119312515323408/0001193125-15-323408-index.htm,44 KB,2015-09-18,2015,0001395317
2458,https://www.sec.gov/Archives/edgar/data/1239819/000123981915000055/0001239819-15-000055-index.htm,38 KB,2015-05-29,2015,0001239819
2463,https://www.sec.gov/Archives/edgar/data/849547/000084954715000042/0000849547-15-000042-index.htm,55 KB,2015-05-29,2015,0000849547
2469,https://www.sec.gov/Archives/edgar/data/711404/000119312515209258/0001193125-15-209258-index.htm,38 KB,2015-06-01,2015,0000711404
