Year,Type,Count
2016,APP WDG,5
2016,ARS,43
2016,ARS/A,2
2016,AW,187
2016,AW WD,7
2016,C,192
2016,C-U,35
2016,C-W,15
2016,C/A,171
2016,C/A-W,4
2016,CB,75
2016,CB/A,79
2016,CERT,1
2016,CERTARCA,22
2016,CERTBATS,13
2016,CERTNAS,259
2016,CERTNYS,357
2016,CFPORTAL,35
2016,CFPORTAL-W,1
2016,CFPORTAL/A,53
2016,CORRESP,9462
2016,CT ORDER,1341
2016,D,23101
2016,D/A,16685
2016,DEF 14A,5090
2016,DEF 14C,516
2016,DEFA14A,5079
2016,DEFA14C,9
2016,DEFC14A,95
2016,DEFM14A,230
2016,DEFM14C,14
2016,DEFN14A,7
2016,DEFR14A,144
2016,DEFR14C,14
2016,DEL AM,49
2016,DFAN14A,620
2016,DFRN14A,9
2016,DOS,34
2016,DOS/A,29
2016,DOSLTR,29
2016,DRS,140
2016,DRS/A,268
2016,DRSLTR,235
2016,DSTRBRPT,23
2016,EFFECT,3134
2016,F-1,45
2016,F-1/A,160
2016,F-10,47
2016,F-10/A,51
2016,F-10POS,3
2016,F-1MEF,7
2016,F-3,62
2016,F-3/A,38
2016,F-3ASR,34
2016,F-3D,7
2016,F-3DPOS,2
2016,F-3MEF,2
2016,F-4,27
2016,F-4 POS,1
2016,F-4/A,69
2016,F-4MEF,1
2016,F-6,57
2016,F-6 POS,148
2016,F-6/A,6
2016,F-6EF,440
2016,F-7,1
2016,F-7/A,1
2016,F-80,2
2016,F-80POS,2
2016,F-N,31
2016,F-N/A,4
2016,F-X,127
2016,F-X/A,8
2016,FOCUSN,1675
2016,FOCUSN/A,108
2016,FWP,7323
2016,G-405,1
2016,G-405N,1
2016,G-FIN,1
2016,G-FIN/A,2
2016,G-FINW,2
2016,IRANNOTICE,407
2016,MA,54
2016,MA-A,276
2016,MA-I,906
2016,MA-I/A,1363
2016,MA-W,51
2016,MA/A,271
2016,MSD,2
2016,MSD/A,11
2016,MSDW,1
2016,N-14,118
2016,N-14 8C,14
2016,N-14 8C/A,20
2016,N-14/A,93
2016,N-18F1,17
2016,N-1A,39
2016,N-1A/A,87
2016,N-2,125
2016,N-2/A,187
2016,N-23C-2,63
2016,N-23C-2/A,1
2016,N-23C3A,106
2016,N-23C3B,4
2016,N-23C3C/A,1
2016,N-2MEF,4
2016,N-30B-2,416
2016,N-30D,275
2016,N-30D/A,3
2016,N-4,46
2016,N-4/A,61
2016,N-54A,10
2016,N-54C,5
2016,N-6,8
2016,N-6/A,5
2016,N-6F,5
2016,N-6F/A,3
2016,N-8A,97
2016,N-8A/A,6
2016,N-8B-2/A,2
2016,N-8F,123
2016,N-8F NTC,74
2016,N-8F ORDR,79
2016,N-8F/A,52
2016,N-CR,31
2016,N-CR/A,6
2016,N-CSR,3348
2016,N-CSR/A,104
2016,N-CSRS,3293
2016,N-CSRS/A,33
2016,N-MFP,2192
2016,N-MFP/A,191
2016,N-MFP1,3040
2016,N-MFP1/A,528
2016,N-MFP2,935
2016,N-MFP2/A,199
2016,N-PX,2829
2016,N-PX/A,60
2016,N-Q,6399
2016,N-Q/A,37
2016,NO ACT,315
2016,NRSRO-CE,10
2016,NRSRO-CE/A,10
2016,NRSRO-UPD,36
2016,NSAR-A,2827
2016,NSAR-A/A,140
2016,NSAR-AT,1
2016,NSAR-B,2809
2016,NSAR-B/A,223
2016,NSAR-BT,15
2016,NSAR-U,722
2016,NSAR-U/A,22
2016,NT 10-K,1209
2016,NT 10-K/A,18
2016,NT 10-Q,2114
2016,NT 10-Q/A,9
2016,NT 11-K,30
2016,NT 20-F,60
2016,NT 20-F/A,2
2016,NT N-MFP,17
2016,NT N-MFP1,35
2016,NT N-MFP2,10
2016,NT-NCSR,27
2016,NT-NSAR,17
2016,NT-NSAR/A,2
2016,NTFNCSR,1
2016,NTN 10K,44
2016,NTN 10Q,41
2016,OIP NTC,2
2016,OIP ORDR,2
2016,POS 8C,197
2016,POS AM,1094
2016,POS AMI,289
2016,POS EX,390
2016,POS462B,7
2016,POSASR,176
2016,PRE 14A,1111
2016,PRE 14C,328
2016,PREC14A,130
2016,PREC14C,1
2016,PREM14A,146
2016,PREM14C,16
2016,PREN14A,2
2016,PRER14A,275
2016,PRER14C,58
2016,PRRN14A,86
2016,PX14A6G,114
2016,PX14A6N,2
2016,QRTLYRPT,8
2016,QUALIF,125
2016,REG-NR,1
2016,REVOKED,350
2016,RW,356
2016,RW WD,14
2016,S-1,670
2016,S-1/A,1626
2016,S-11,25
2016,S-11/A,89
2016,S-11MEF,1
2016,S-1MEF,48
2016,S-3,662
2016,S-3/A,359
2016,S-3ASR,448
2016,S-3D,26
2016,S-3DPOS,22
2016,S-3MEF,13
2016,S-4,284
2016,S-4 POS,3
2016,S-4/A,426
2016,S-4MEF,6
2016,S-6,1273
2016,S-6/A,800
2016,S-8,1993
2016,S-8 POS,2330
2016,S-B,15
2016,S-B/A,9
2016,S-BMEF,1
2016,SC 13D,1409
2016,SC 13D/A,4272
2016,SC 13E1/A,1
2016,SC 13E3,60
2016,SC 13E3/A,221
2016,SC 13G,6297
2016,SC 13G/A,17143
2016,SC 14D9,97
2016,SC 14D9/A,349
2016,SC 14F1,51
2016,SC 14F1/A,7
2016,SC 14N,2
2016,SC 14N/A,1
2016,SC TO-C,236
2016,SC TO-I,523
2016,SC TO-I/A,699
2016,SC TO-T,87
2016,SC TO-T/A,417
2016,SC14D9C,144
2016,SD,1220
2016,SD/A,3
2016,SDR,2
2016,SE,16
2016,SF-1,1
2016,SF-1/A,5
2016,SF-3,15
2016,SF-3/A,64
2016,STOP ORDER,3
2016,SUPPL,99
2016,T-3,23
2016,T-3/A,20
2016,TA-1,10
2016,TA-1/A,175
2016,TA-2,283
2016,TA-2/A,36
2016,TA-W,13
2016,UPLOAD,7492
2016,X-17A-5,3915
2016,X-17A-5/A,217
2015,1,1
2015,1-A,67
2015,1-A POS,3
2015,1-A-W,10
2015,1-A-W/A,4
2015,1-A/A,137
2015,1-E,1
2015,1-E/A,1
2015,1-U,3
2015,1-Z,5
2015,1/A,205
2015,10-12B,45
2015,10-12B/A,138
2015,10-12G,92
2015,10-12G/A,134
2015,10-D,5604
2015,10-D/A,49
2015,10-K,7659
2015,10-K/A,1210
2015,10-KT,22
2015,10-KT/A,5
2015,10-Q,21636
2015,10-Q/A,1089
2015,10-QT,7
2015,10-QT/A,1
2015,11-K,1376
2015,11-K/A,58
2015,11-KT,1
2015,11-KT/A,1
2015,13F-HR,16562
2015,13F-HR/A,1278
2015,13F-NT,6049
2015,13F-NT/A,45
2015,144,272
2015,144/A,6
2015,15-12B,277
2015,15-12B/A,7
2015,15-12G,315
2015,15-12G/A,5
2015,15-15D,191
2015,15-15D/A,8
2015,15F-12B,8
2015,15F-12G,7
2015,15F-15D,13
2015,18-K,36
2015,18-K/A,127
2015,19B-4E,1833
2015,2-A,3
2015,2-A/A,1
2015,20-F,685
2015,20-F/A,81
2015,20FR12B,4
2015,20FR12B/A,4
2015,20FR12G,6
2015,20FR12G/A,13
2015,24F-2NT,7131
2015,24F-2NT/A,96
2015,25,67
2015,25-NSE,634
2015,25-NSE/A,27
2015,25/A,1
2015,253G2,4
2015,3,15174
2015,3/A,734
2015,305B2,94
2015,34-12H,1
2015,4,191907
2015,4/A,5026
2015,40-17F1,54
2015,40-17F2,541
2015,40-17F2/A,5
2015,40-17G,1066
2015,40-17G/A,211
2015,40-202A/A,2
2015,40-206A/A,9
2015,40-24B2,81
2015,40-33,18
2015,40-33/A,3
2015,40-6B,2
2015,40-6B/A,1
2015,40-8B25,6
2015,40-8F-2/A,1
2015,40-APP,176
2015,40-APP/A,205
2015,40-F,130
2015,40-F/A,14
2015,40-OIP,8
2015,40-OIP/A,9
2015,40FR12B,7
2015,40FR12B/A,3
2015,424A,3
2015,424B1,81
2015,424B2,15495
2015,424B3,6339
2015,424B4,386
2015,424B5,2395
2015,424B7,274
2015,424B8,54
2015,424H,5
2015,425,4775
2015,485APOS,1407
2015,485BPOS,8565
2015,485BXT,2129
2015,486APOS,6
2015,486BPOS,45
2015,487,1187
2015,497,14337
2015,497AD,183
2015,497J,5600
2015,497K,20106
2015,5,3451
2015,5/A,105
2015,6-K,20943
2015,6-K/A,263
2015,8-A12B,733
2015,8-A12B/A,108
2015,8-A12G,152
2015,8-A12G/A,24
2015,8-K,74387
2015,8-K/A,2252
2015,8-K12B,20
2015,8-K12B/A,1
2015,8-K12G3,13
2015,8-K12G3/A,4
2015,8-M,2
2015,ABS-15G,1128
2015,ABS-15G/A,339
2015,ADV-NR,22
2015,ANNLRPT,7
2015,APP NTC,97
2015,APP ORDR,106
2015,APP WD,28
2015,APP WD/A,3
2015,APP WDG,11
2015,ARS,2094
2015,ARS/A,1
2015,AW,169
2015,AW WD,1
2015,CB,60
2015,CB/A,84
2015,CERTARCA,31
2015,CERTBATS,14
2015,CERTNAS,280
2015,CERTNYS,296
2015,CORRESP,9331
2015,CT ORDER,1287
2015,D,23019
2015,D/A,15947
2015,DEF 14A,5281
2015,DEF 14C,569
2015,DEFA14A,4682
2015,DEFA14C,23
2015,DEFC14A,90
2015,DEFC14C,1
2015,DEFM14A,219
2015,DEFM14C,12
2015,DEFN14A,3
2015,DEFR14A,134
2015,DEFR14C,9
2015,DEL AM,51
2015,DFAN14A,553
2015,DFRN14A,3
2015,DOS,17
2015,DOS/A,16
2015,DOSLTR,15
2015,DRS,238
2015,DRS/A,344
2015,DRSLTR,254
2015,DSTRBRPT,15
2015,EFFECT,3432
2015,F-1,79
2015,F-1/A,233
2015,F-10,41
2015,F-10/A,85
2015,F-10POS,1
2015,F-1MEF,15
2015,F-3,69
2015,F-3/A,51
2015,F-3ASR,51
2015,F-3D,7
2015,F-3DPOS,2
2015,F-3MEF,1
2015,F-4,24
2015,F-4/A,51
2015,F-4MEF,1
2015,F-6,82
2015,F-6 POS,111
2015,F-6/A,4
2015,F-6EF,422
2015,F-7,7
2015,F-7 POS,2
2015,F-7/A,1
2015,F-80,1
2015,F-80POS,2
2015,F-N,37
2015,F-N/A,1
2015,F-X,117
2015,F-X/A,2
2015,FOCUSN,1982
2015,FOCUSN/A,127
2015,FWP,10157
2015,G-405,1
2015,G-405N,2
2015,G-FIN,1
2015,G-FIN/A,10
2015,IRANNOTICE,468
2015,MA,194
2015,MA-A,319
2015,MA-I,990
2015,MA-I/A,1289
2015,MA-W,40
2015,MA/A,250
2015,MSD,1
2015,MSD/A,22
2015,MSDW,5
2015,N-14,166
2015,N-14 8C,11
2015,N-14 8C/A,14
2015,N-14/A,53
2015,N-18F1,21
2015,N-1A,43
2015,N-1A/A,93
2015,N-2,130
2015,N-2/A,243
2015,N-23C-2,30
2015,N-23C-2/A,1
2015,N-23C3A,103
2015,N-23C3A/A,1
2015,N-23C3B,6
2015,N-23C3C,1
2015,N-2MEF,5
2015,N-30B-2,411
2015,N-30D,365
2015,N-30D/A,5
2015,N-4,35
2015,N-4/A,43
2015,N-54A,14
2015,N-54C,2
2015,N-6,10
2015,N-6/A,12
2015,N-6F,14
2015,N-6F/A,2
2015,N-8A,102
2015,N-8A/A,8
2015,N-8B-2,3
2015,N-8F,128
2015,N-8F NTC,150
2015,N-8F ORDR,153
2015,N-8F/A,24
2015,N-CR,7
2015,N-CSR,3446
2015,N-CSR/A,115
2015,N-CSRS,3339
2015,N-CSRS/A,25
2015,N-MFP,7032
2015,N-MFP/A,207
2015,N-PX,2870
2015,N-PX/A,67
2015,N-Q,6466
2015,N-Q/A,44
2015,NO ACT,417
2015,NRSRO-CE,2
2015,NRSRO-CE/A,1
2015,NRSRO-UPD,19
2015,NSAR-A,2830
2015,NSAR-A/A,149
2015,NSAR-AT,1
2015,NSAR-AT/A,1
2015,NSAR-B,2790
2015,NSAR-B/A,239
2015,NSAR-BT,39
2015,NSAR-BT/A,2
2015,NSAR-U,722
2015,NSAR-U/A,17
2015,NT 10-K,1329
2015,NT 10-K/A,7
2015,NT 10-Q,2235
2015,NT 10-Q/A,8
2015,NT 11-K,27
2015,NT 11-K/A,4
2015,NT 20-F,64
2015,NT 20-F/A,1
2015,NT N-MFP,30
2015,NT-NCSR,6
2015,NT-NSAR,18
2015,NT-NSAR/A,1
2015,NTFNCSR,3
2015,NTFNSAR,1
2015,NTN 10D,1
2015,NTN 10K,57
2015,NTN 10Q,62
2015,OIP NTC,2
2015,OIP ORDR,2
2015,POS 8C,170
2015,POS AM,1011
2015,POS AMI,236
2015,POS EX,260
2015,POS462B,3
2015,POS462C,3
2015,POSASR,152
2015,PRE 14A,1072
2015,PRE 14C,417
2015,PREC14A,107
2015,PREC14C,1
2015,PREM14A,128
2015,PREM14C,13
2015,PREN14A,5
2015,PRER14A,239
2015,PRER14C,93
2015,PRRN14A,84
2015,PX14A6G,171
2015,PX14A6N,8
2015,QRTLYRPT,12
2015,QUALIF,15
2015,REG-NR,2
2015,REVOKED,470
2015,RW,311
2015,RW WD,6
2015,S-1,858
2015,S-1/A,2125
2015,S-11,37
2015,S-11/A,125
2015,S-11MEF,1
2015,S-1MEF,91
2015,S-3,709
2015,S-3/A,351
2015,S-3ASR,613
2015,S-3D,24
2015,S-3DPOS,21
2015,S-3MEF,20
2015,S-4,349
2015,S-4 POS,10
2015,S-4/A,452
2015,S-4MEF,4
2015,S-6,1358
2015,S-6/A,755
2015,S-8,2141
2015,S-8 POS,2086
2015,S-B,17
2015,S-B/A,14
2015,S-BMEF,2
2015,SC 13D,1528
2015,SC 13D/A,4186
2015,SC 13E1,2
2015,SC 13E3,29
2015,SC 13E3/A,93
2015,SC 13G,7467
2015,SC 13G/A,16415
2015,SC 14D9,111
2015,SC 14D9/A,342
2015,SC 14F1,45
2015,SC 14F1/A,2
2015,SC TO-C,206
2015,SC TO-I,520
2015,SC TO-I/A,734
2015,SC TO-T,99
2015,SC TO-T/A,445
2015,SC14D9C,116
2015,SD,1273
2015,SD/A,2
2015,SE,25
2015,SF-3,48
2015,SF-3/A,70
2015,SP 15D2,1
2015,STOP ORDER,11
2015,SUPPL,131
2015,T-3,10
2015,T-3/A,28
2015,TA-1,6
2015,TA-1/A,214
2015,TA-2,300
2015,TA-2/A,40
2015,TA-W,14
2015,UPLOAD,8105
2015,WDL-REQ,1
2015,X-17A-5,4089
2015,X-17A-5/A,318
2014,1,2
2014,1-A,55
2014,1-A/A,105
2014,1-E,1
2014,1/A,142
2014,10-12B,38
2014,10-12B/A,150
2014,10-12G,99
2014,10-12G/A,201
2014,10-D,4591
2014,10-D/A,74
2014,10-K,7770
2014,10-K/A,1477
2014,10-KT,41
2014,10-KT/A,8
2014,10-Q,22357
2014,10-Q/A,1412
2014,10-QT,7
2014,11-K,1434
2014,11-K/A,13
2014,11-KT,2
2014,13F-HR,15239
2014,13F-HR/A,949
2014,13F-NT,5586
2014,13F-NT/A,16
2014,144,429
2014,144/A,12
2014,15-12B,220
2014,15-12B/A,4
2014,15-12G,310
2014,15-12G/A,11
2014,15-15D,166
2014,15-15D/A,5
2014,15F-12B,13
2014,15F-12B/A,1
2014,15F-12G,10
2014,15F-15D,15
2014,18-12B,1
2014,18-K,33
2014,18-K/A,115
2014,19B-4E,1405
2014,2-A,10
2014,2-A/A,2
2014,20-F,671
2014,20-F/A,90
2014,20FR12B,4
2014,20FR12B/A,5
2014,20FR12G,11
2014,20FR12G/A,18
2014,24F-2NT,7281
2014,24F-2NT/A,60
2014,25,89
2014,25-NSE,613
2014,25-NSE/A,9
2014,25/A,1
2014,3,16582
2014,3/A,791
2014,305B2,94
2014,34-12H,1
2014,4,193757
2014,4/A,4835
2014,40-17F1,25
2014,40-17F2,545
2014,40-17F2/A,10
2014,40-17G,1096
2014,40-17G/A,144
2014,40-202A,1
2014,40-202A/A,8
2014,40-206A,6
2014,40-206A/A,11
2014,40-24B2,96
2014,40-33,29
2014,40-33/A,1
2014,40-6B/A,4
2014,40-8B25,7
2014,40-8F-2,1
2014,40-8F-2/A,1
2014,40-APP,145
2014,40-APP/A,246
2014,40-F,141
2014,40-F/A,23
2014,40-OIP,3
2014,40-OIP/A,9
2014,40FR12B,3
2014,40FR12B/A,1
2014,40FR12G,1
2014,424A,2
2014,424B1,91
2014,424B2,13826
2014,424B3,6821
2014,424B4,489
2014,424B5,2300
2014,424B7,214
2014,424B8,38
2014,425,4355
2014,485APOS,1316
2014,485BPOS,8586
2014,485BXT,2038
2014,486APOS,12
2014,486BPOS,34
2014,487,1130
2014,497,14188
2014,497AD,289
2014,497J,5725
2014,497K,18646
2014,5,4022
2014,5/A,124
2014,6-K,21093
2014,6-K/A,264
2014,6B NTC,3
2014,6B ORDR,3
2014,8-A12B,856
2014,8-A12B/A,108
2014,8-A12G,156
2014,8-A12G/A,28
2014,8-K,74902
2014,8-K/A,2589
2014,8-K12B,18
2014,8-K12G3,9
2014,8-K12G3/A,4
2014,ABS-15G,779
2014,ABS-15G/A,292
2014,ADV-NR,27
2014,ANNLRPT,4
2014,APP NTC,115
2014,APP ORDR,101
2014,APP WD,14
2014,APP WDG,3
2014,ARS,2070
2014,ARS/A,2
2014,AW,131
2014,AW WD,1
2014,CB,64
2014,CB/A,39
2014,CERTARCA,31
2014,CERTNAS,348
2014,CERTNYS,372
2014,CORRESP,10824
2014,CT ORDER,1343
2014,D,22191
2014,D/A,15793
2014,DEF 14A,5133
2014,DEF 14C,587
2014,DEFA14A,4497
2014,DEFA14C,19
2014,DEFC14A,75
2014,DEFM14A,185
2014,DEFM14C,13
2014,DEFN14A,8
2014,DEFR14A,145
2014,DEFR14C,13
2014,DEL AM,98
2014,DFAN14A,570
2014,DFRN14A,11
2014,DRS,359
2014,DRS/A,460
2014,DRSLTR,335
2014,DSTRBRPT,14
2014,EFFECT,3910
2014,F-1,113
2014,F-1/A,300
2014,F-10,56
2014,F-10/A,64
2014,F-1MEF,14
2014,F-3,74
2014,F-3/A,44
2014,F-3ASR,34
2014,F-3D,1
2014,F-3MEF,1
2014,F-4,17
2014,F-4/A,37
2014,F-6,175
2014,F-6 POS,88
2014,F-6/A,3
2014,F-6EF,684
2014,F-7,5
2014,F-7 POS,1
2014,F-7/A,2
2014,F-8,1
2014,F-8 POS,2
2014,F-80,1
2014,F-80POS,1
2014,F-N,23
2014,F-N/A,4
2014,F-X,147
2014,F-X/A,3
2014,FOCUSN,1946
2014,FOCUSN/A,31
2014,FWP,12140
2014,G-405,3
2014,G-405N,3
2014,G-FIN,1
2014,G-FIN/A,16
2014,G-FINW,2
2014,IRANNOTICE,537
2014,MA,508
2014,MA-A,1
2014,MA-I,3957
2014,MA-I/A,97
2014,MA-W,3
2014,MA/A,26
2014,MSD,3
2014,MSD/A,21
2014,MSDW,3
2014,N-14,123
2014,N-14 8C,20
2014,N-14 8C/A,25
2014,N-14/A,68
2014,N-18F1,81
2014,N-1A,45
2014,N-1A/A,126
2014,N-2,140
2014,N-2/A,238
2014,N-23C-2,52
2014,N-23C3A,78
2014,N-23C3A/A,1
2014,N-23C3B,8
2014,N-23C3C,1
2014,N-2MEF,6
2014,N-30B-2,407
2014,N-30D,366
2014,N-4,105
2014,N-4/A,42
2014,N-54A,12
2014,N-54C,5
2014,N-54C/A,1
2014,N-6,44
2014,N-6/A,12
2014,N-6F,16
2014,N-6F/A,2
2014,N-8A,92
2014,N-8A/A,23
2014,N-8B-2,4
2014,N-8B-2/A,3
2014,N-8F,141
2014,N-8F NTC,98
2014,N-8F ORDR,164
2014,N-8F/A,37
2014,N-CSR,3383
2014,N-CSR/A,79
2014,N-CSRS,3301
2014,N-CSRS/A,28
2014,N-MFP,7321
2014,N-MFP/A,351
2014,N-PX,2829
2014,N-PX/A,50
2014,N-Q,6450
2014,N-Q/A,46
2014,NO ACT,483
2014,NSAR-A,2834
2014,NSAR-A/A,152
2014,NSAR-AT,1
2014,NSAR-B,2816
2014,NSAR-B/A,254
2014,NSAR-BT,9
2014,NSAR-U,739
2014,NSAR-U/A,6
2014,NT 10-D,1
2014,NT 10-K,1418
2014,NT 10-K/A,8
2014,NT 10-Q,2496
2014,NT 10-Q/A,10
2014,NT 11-K,11
2014,NT 20-F,64
2014,NT N-MFP,41
2014,NT-NCSR,5
2014,NT-NCSR/A,1
2014,NT-NSAR,11
2014,NT-NSAR/A,1
2014,NTFNCSR,2
2014,NTFNSAR,1
2014,NTN 10K,44
2014,NTN 10Q,51
2014,OIP NTC,4
2014,OIP ORDR,4
2014,POS 8C,144
2014,POS AM,949
2014,POS AMI,227
2014,POS EX,277
2014,POS462B,1
2014,POS462C,1
2014,POSASR,105
2014,PRE 14A,1083
2014,PRE 14C,404
2014,PREC14A,98
2014,PREC14C,2
2014,PREM14A,119
2014,PREM14C,17
2014,PREN14A,14
2014,PRER14A,261
2014,PRER14C,117
2014,PRRN14A,76
2014,PX14A6G,94
2014,QRTLYRPT,7
2014,REVOKED,483
2014,RW,325
2014,RW WD,12
2014,S-1,1071
2014,S-1/A,2769
2014,S-11,56
2014,S-11/A,147
2014,S-11MEF,9
2014,S-1MEF,110
2014,S-3,763
2014,S-3/A,410
2014,S-3ASR,528
2014,S-3D,23
2014,S-3DPOS,20
2014,S-3MEF,29
2014,S-4,389
2014,S-4 POS,4
2014,S-4/A,472
2014,S-4MEF,6
2014,S-6,1340
2014,S-6/A,748
2014,S-8,2182
2014,S-8 POS,1665
2014,S-B,11
2014,S-B/A,6
2014,SC 13D,1535
2014,SC 13D/A,4002
2014,SC 13E3,35
2014,SC 13E3/A,207
2014,SC 13G,7054
2014,SC 13G/A,15588
2014,SC 14D9,93
2014,SC 14D9/A,366
2014,SC 14F1,77
2014,SC 14F1/A,1
2014,SC TO-C,181
2014,SC TO-I,514
2014,SC TO-I/A,664
2014,SC TO-T,94
2014,SC TO-T/A,433
2014,SC14D1F,2
2014,SC14D1F/A,8
2014,SC14D9C,86
2014,SC14D9F,4
2014,SC14D9F/A,1
2014,SD,1320
2014,SD/A,9
2014,SE,33
2014,SP 15D2,3
2014,STOP ORDER,27
2014,SUPPL,169
2014,T-3,10
2014,T-3/A,10
2014,TA-1,3
2014,TA-1/A,203
2014,TA-2,316
2014,TA-2/A,44
2014,TA-W,16
2014,TACO,1
2014,TTW,2
2014,TTW/A,1
2014,UPLOAD,9738
2014,WDL-REQ,6
2014,X-17A-5,4107
2014,X-17A-5/A,92
2013,1-A,28
2013,1-A/A,76
2013,1-E,3
2013,1/A,95
2013,10-12B,31
2013,10-12B/A,70
2013,10-12G,103
2013,10-12G/A,222
2013,10-D,3397
2013,10-D/A,78
2013,10-K,7832
2013,10-K/A,1727
2013,10-KT,22
2013,10-KT/A,17
2013,10-Q,22704
2013,10-Q/A,1820
2013,10-QT,8
2013,10-QT/A,2
2013,11-K,1507
2013,11-K/A,16
2013,11-KT,2
2013,13F-HR,13829
2013,13F-HR/A,1300
2013,13F-NT,5535
2013,13F-NT/A,84
2013,13FCONP,1
2013,144,497
2013,144/A,10
2013,15-12B,247
2013,15-12B/A,3
2013,15-12G,382
2013,15-12G/A,15
2013,15-15D,160
2013,15-15D/A,10
2013,15F-12B,4
2013,15F-12B/A,1
2013,15F-12G,18
2013,15F-12G/A,1
2013,15F-15D,3
2013,18-K,37
2013,18-K/A,121
2013,19B-4E,1520
2013,2-A,4
2013,2-A/A,1
2013,2-AF,2
2013,20-F,697
2013,20-F/A,196
2013,20FR12B,4
2013,20FR12B/A,12
2013,20FR12G,5
2013,20FR12G/A,5
2013,24F-2NT,6946
2013,24F-2NT/A,134
2013,25,100
2013,25-NSE,667
2013,25-NSE/A,27
2013,3,14648
2013,3/A,712
2013,305B2,105
2013,34-12H,1
2013,4,193175
2013,4/A,4799
2013,40-17F1,24
2013,40-17F2,797
2013,40-17F2/A,1
2013,40-17G,1117
2013,40-17G/A,179
2013,40-206A,4
2013,40-206A/A,1
2013,40-24B2,163
2013,40-33,8
2013,40-6B,1
2013,40-6B/A,11
2013,40-8B25,9
2013,40-APP,138
2013,40-APP/A,235
2013,40-F,143
2013,40-F/A,23
2013,40-OIP,15
2013,40-OIP/A,17
2013,40FR12B,3
2013,40FR12B/A,4
2013,424A,4
2013,424B1,87
2013,424B2,12719
2013,424B3,6547
2013,424B4,418
2013,424B5,2531
2013,424B7,205
2013,424B8,74
2013,425,2894
2013,485APOS,1481
2013,485BPOS,8548
2013,485BXT,1726
2013,486APOS,1
2013,486BPOS,25
2013,487,1063
2013,497,15399
2013,497AD,286
2013,497H2,16
2013,497J,5589
2013,497K,18426
2013,5,3987
2013,5/A,136
2013,6-K,20947
2013,6-K/A,275
2013,6B NTC,5
2013,6B ORDR,5
2013,8-A12B,828
2013,8-A12B/A,118
2013,8-A12G,155
2013,8-A12G/A,23
2013,8-K,74154
2013,8-K/A,2769
2013,8-K12B,14
2013,8-K12B/A,2
2013,8-K12G3,16
2013,8-M,5
2013,ABS-15G,697
2013,ABS-15G/A,248
2013,ADN-MTL,1
2013,ADV-H-T,2
2013,ADV-NR,36
2013,ANNLRPT,5
2013,APP NTC,105
2013,APP ORDR,113
2013,APP WD,21
2013,APP WD/A,1
2013,APP WDG,19
2013,ARS,1985
2013,ARS/A,2
2013,AW,156
2013,AW WD,2
2013,CB,86
2013,CB/A,65
2013,CERT,1
2013,CERTARCA,56
2013,CERTBATS,5
2013,CERTNAS,259
2013,CERTNYS,490
2013,CERTPAC,2
2013,CORRESP,11840
2013,CT ORDER,1329
2013,D,19848
2013,D/A,14535
2013,DEF 14A,5168
2013,DEF 14C,558
2013,DEFA14A,4302
2013,DEFA14C,16
2013,DEFC14A,82
2013,DEFM14A,191
2013,DEFM14C,6
2013,DEFN14A,6
2013,DEFR14A,148
2013,DEFR14C,23
2013,DEL AM,41
2013,DFAN14A,610
2013,DFRN14A,9
2013,DRS,282
2013,DRS/A,331
2013,DRSLTR,226
2013,DSTRBRPT,3
2013,EFFECT,3714
2013,F-1,65
2013,F-1/A,202
2013,F-10,36
2013,F-10/A,44
2013,F-10POS,3
2013,F-1MEF,14
2013,F-3,73
2013,F-3/A,76
2013,F-3ASR,40
2013,F-3D,6
2013,F-3DPOS,3
2013,F-3MEF,3
2013,F-4,14
2013,F-4 POS,2
2013,F-4/A,30
2013,F-6,93
2013,F-6 POS,89
2013,F-6/A,5
2013,F-6EF,491
2013,F-7,2
2013,F-7 POS,1
2013,F-8,1
2013,F-8/A,4
2013,F-80,3
2013,F-80/A,7
2013,F-N,16
2013,F-X,115
2013,F-X/A,4
2013,FOCUSN,1906
2013,FOCUSN/A,66
2013,FWP,11405
2013,G-405,2
2013,G-405N,2
2013,G-FIN/A,14
2013,IRANNOTICE,520
2013,MSD,3
2013,MSD/A,17
2013,MSDW,3
2013,N-14,116
2013,N-14 8C,14
2013,N-14 8C/A,13
2013,N-14/A,71
2013,N-18F1,25
2013,N-1A,69
2013,N-1A/A,110
2013,N-2,160
2013,N-2/A,326
2013,N-23C-2,72
2013,N-23C-2/A,2
2013,N-23C3A,75
2013,N-23C3A/A,1
2013,N-23C3B,8
2013,N-23C3B/A,1
2013,N-2MEF,14
2013,N-30B-2,390
2013,N-30D,331
2013,N-30D/A,1
2013,N-4,140
2013,N-4/A,89
2013,N-5,1
2013,N-5/A,1
2013,N-54A,14
2013,N-6,21
2013,N-6/A,10
2013,N-6F,13
2013,N-6F/A,1
2013,N-8A,143
2013,N-8A/A,55
2013,N-8B-2,2
2013,N-8B-2/A,1
2013,N-8F,193
2013,N-8F NTC,98
2013,N-8F ORDR,166
2013,N-8F/A,66
2013,N-CSR,3323
2013,N-CSR/A,144
2013,N-CSRS,3206
2013,N-CSRS/A,44
2013,N-MFP,7586
2013,N-MFP/A,138
2013,N-PX,2856
2013,N-PX/A,92
2013,N-Q,6310
2013,N-Q/A,46
2013,NO ACT,525
2013,NSAR-A,2815
2013,NSAR-A/A,377
2013,NSAR-AT,9
