,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
1767,https://www.sec.gov/Archives/edgar/data/943452/000119312516608011/0001193125-16-608011-index.htm,110 KB,0001193125-16-608011,2016-05-31,2016,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1773,https://www.sec.gov/Archives/edgar/data/763744/000076374416000464/0000763744-16-000464-index.htm,547 KB,0000763744-16-000464,2016-05-31,2016,0000763744,LCI INDUSTRIES,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1779,https://www.sec.gov/Archives/edgar/data/1421517/000143774916032474/0001437749-16-032474-index.htm,487 KB,0001437749-16-032474,2016-05-20,2016,0001421517,"Energy Recovery, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1788,https://www.sec.gov/Archives/edgar/data/918541/000119312516607907/0001193125-16-607907-index.htm,16 KB,0001193125-16-607907,2016-05-31,2016,0000918541,NN INC,3,"['FORM SD', 'GRAPHIC', 'Complete submission text file']"
1794,https://www.sec.gov/Archives/edgar/data/884940/000119312516605367/0001193125-16-605367-index.htm,58 KB,0001193125-16-605367,2016-05-27,2016,0000884940,STEIN MART INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT AS REQUIRED BY ITEMS 1.01 AND 1.02 OF FORM SD', 'Complete submission text file']"
1800,https://www.sec.gov/Archives/edgar/data/916789/000110465916124385/0001104659-16-124385-index.htm,620 KB,0001104659-16-124385,2016-05-31,2016,0000916789,HELEN OF TROY LTD,5,"['SPECIALIZED DISCLOSURE REPORT', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1806,https://www.sec.gov/Archives/edgar/data/49615/000092189516004673/0000921895-16-004673-index.htm,40 KB,0000921895-16-004673,2016-05-25,2016,0000049615,ID SYSTEMS INC,3,"['', '', 'Complete submission text file']"
1812,https://www.sec.gov/Archives/edgar/data/1573097/000110465916124477/0001104659-16-124477-index.htm,70 KB,0001104659-16-124477,2016-05-31,2016,0001573097,"HD Supply Holdings, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
1815,https://www.sec.gov/Archives/edgar/data/719866/000119312516606483/0001193125-16-606483-index.htm,138 KB,0001193125-16-606483,2016-05-27,2016,0000719866,ARCTIC CAT INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1822,https://www.sec.gov/Archives/edgar/data/931148/000093114816000115/0000931148-16-000115-index.htm,50 KB,0000931148-16-000115,2016-05-26,2016,0000931148,GRAFTECH INTERNATIONAL LTD,3,"['SD', '', 'Complete submission text file']"
1826,https://www.sec.gov/Archives/edgar/data/1022705/000102270516000082/0001022705-16-000082-index.htm,493 KB,0001022705-16-000082,2016-05-31,2016,0001022705,TESCO CORP,4,"['2016 CONFLICT MINERALS FORM SD', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
1832,https://www.sec.gov/Archives/edgar/data/313143/000031314316000126/0000313143-16-000126-index.htm,738 KB,0000313143-16-000126,2016-05-31,2016,0000313143,HAEMONETICS CORP,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
1838,https://www.sec.gov/Archives/edgar/data/61986/000006198616000097/0000061986-16-000097-index.htm,471 KB,0000061986-16-000097,2016-05-27,2016,0000061986,MANITOWOC CO INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1844,https://www.sec.gov/Archives/edgar/data/1050797/000105079716000032/0001050797-16-000032-index.htm,214 KB,0001050797-16-000032,2016-05-27,2016,0001050797,COLUMBIA SPORTSWEAR CO,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1850,https://www.sec.gov/Archives/edgar/data/789019/000119312516608106/0001193125-16-608106-index.htm,772 KB,0001193125-16-608106,2016-05-31,2016,0000789019,MICROSOFT CORP,12,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1856,https://www.sec.gov/Archives/edgar/data/1111863/000111186316000044/0001111863-16-000044-index.htm,512 KB,0001111863-16-000044,2016-05-31,2016,0001111863,SIERRA WIRELESS INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1861,https://www.sec.gov/Archives/edgar/data/357020/000119312516607895/0001193125-16-607895-index.htm,34 KB,0001193125-16-607895,2016-05-31,2016,0000357020,Xcerra Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1867,https://www.sec.gov/Archives/edgar/data/1092796/000119312516609884/0001193125-16-609884-index.htm,57 KB,0001193125-16-609884,2016-06-01,2016,0001092796,AMERICAN OUTDOOR BRANDS CORP,5,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1872,https://www.sec.gov/Archives/edgar/data/1405503/000114420416105666/0001144204-16-105666-index.htm,34 KB,0001144204-16-105666,2016-05-31,2016,0001405503,"China Digital TV Holding Co., Ltd.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1881,https://www.sec.gov/Archives/edgar/data/51143/000110465916124084/0001104659-16-124084-index.htm,579 KB,0001104659-16-124084,2016-05-27,2016,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1887,https://www.sec.gov/Archives/edgar/data/47518/000121465916011643/0001214659-16-011643-index.htm,1 MB,0001214659-16-011643,2016-05-17,2016,0000047518,"Hill-Rom Holdings, Inc.",3,"['', 'EXHIBIT 1.01', 'Complete submission text file']"
1892,https://www.sec.gov/Archives/edgar/data/1636023/000117184316010390/0001171843-16-010390-index.htm,35 KB,0001171843-16-010390,2016-05-31,2016,0001636023,WRKCo Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1896,https://www.sec.gov/Archives/edgar/data/1094285/000109428516000231/0001094285-16-000231-index.htm,543 KB,0001094285-16-000231,2016-05-31,2016,0001094285,TELEDYNE TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1907,https://www.sec.gov/Archives/edgar/data/885725/000110465916123666/0001104659-16-123666-index.htm,80 KB,0001104659-16-123666,2016-05-26,2016,0000885725,BOSTON SCIENTIFIC CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1919,https://www.sec.gov/Archives/edgar/data/935494/000114036116066312/0001140361-16-066312-index.htm,259 KB,0001140361-16-066312,2016-05-19,2016,0000935494,NATIONAL INSTRUMENTS CORP,3,"['NATIONAL INSTRUMENTS CORPORATION SD 12-31-2015', 'EXHIBIT 1.01', 'Complete submission text file']"
1925,https://www.sec.gov/Archives/edgar/data/1172494/000095010316013739/0000950103-16-013739-index.htm,51 KB,0000950103-16-013739,2016-05-31,2016,0001172494,AU OPTRONICS CORP,4,"['FORM SD', 'GRAPHIC', 'EXHIBIT 1.02', 'Complete submission text file']"
1931,https://www.sec.gov/Archives/edgar/data/1120914/000143774916033110/0001437749-16-033110-index.htm,31 KB,0001437749-16-033110,2016-06-01,2016,0001120914,PDF SOLUTIONS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1940,https://www.sec.gov/Archives/edgar/data/7536/000165003016000021/0001650030-16-000021-index.htm,1 MB,0001650030-16-000021,2016-05-31,2016,0000007536,ARROW ELECTRONICS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1946,https://www.sec.gov/Archives/edgar/data/6951/000119312516605831/0001193125-16-605831-index.htm,347 KB,0001193125-16-605831,2016-05-27,2016,0000006951,APPLIED MATERIALS INC /DE,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1952,https://www.sec.gov/Archives/edgar/data/108312/000119312516608665/0001193125-16-608665-index.htm,210 KB,0001193125-16-608665,2016-05-31,2016,0000108312,"Woodward, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
1958,https://www.sec.gov/Archives/edgar/data/75362/000119312516608040/0001193125-16-608040-index.htm,177 KB,0001193125-16-608040,2016-05-31,2016,0000075362,PACCAR INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1967,https://www.sec.gov/Archives/edgar/data/856982/000085698216000088/0000856982-16-000088-index.htm,1 MB,0000856982-16-000088,2016-05-27,2016,0000856982,MERIT MEDICAL SYSTEMS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1973,https://www.sec.gov/Archives/edgar/data/1327567/000119312516606362/0001193125-16-606362-index.htm,30 KB,0001193125-16-606362,2016-05-27,2016,0001327567,Palo Alto Networks Inc,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1978,https://www.sec.gov/Archives/edgar/data/1177394/000117739416000065/0001177394-16-000065-index.htm,402 KB,0001177394-16-000065,2016-05-31,2016,0001177394,SYNNEX CORP,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
1988,https://www.sec.gov/Archives/edgar/data/1094392/000109439216000067/0001094392-16-000067-index.htm,49 KB,0001094392-16-000067,2016-05-27,2016,0001094392,RUDOLPH TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1994,https://www.sec.gov/Archives/edgar/data/1486957/000148695716000014/0001486957-16-000014-index.htm,77 KB,0001486957-16-000014,2016-05-27,2016,0001486957,"BWX Technologies, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2000,https://www.sec.gov/Archives/edgar/data/91142/000119312516605620/0001193125-16-605620-index.htm,50 KB,0001193125-16-605620,2016-05-27,2016,0000091142,SMITH A O CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2006,https://www.sec.gov/Archives/edgar/data/1467858/000146785816000319/0001467858-16-000319-index.htm,283 KB,0001467858-16-000319,2016-05-31,2016,0001467858,General Motors Co,3,"['GM FORM SD 2015', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2017,https://www.sec.gov/Archives/edgar/data/1110783/000111078316000436/0001110783-16-000436-index.htm,40 KB,0001110783-16-000436,2016-05-31,2016,0001110783,MONSANTO CO /NEW/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2023,https://www.sec.gov/Archives/edgar/data/885590/000119312516608641/0001193125-16-608641-index.htm,36 KB,0001193125-16-608641,2016-05-31,2016,0000885590,Bausch Health Companies Inc.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2029,https://www.sec.gov/Archives/edgar/data/8947/000000894716000212/0000008947-16-000212-index.htm,60 KB,0000008947-16-000212,2016-05-25,2016,0000008947,AZZ INC,3,"['12.31.2015 FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2033,https://www.sec.gov/Archives/edgar/data/937966/000134100416001454/0001341004-16-001454-index.htm,90 KB,0001341004-16-001454,2016-05-31,2016,0000937966,ASML HOLDING NV,3,"['FORM SD', 'SPECIALIZED DISCLOSURE REPORT', 'Complete submission text file']"
2039,https://www.sec.gov/Archives/edgar/data/794172/000089225116000231/0000892251-16-000231-index.htm,46 KB,0000892251-16-000231,2016-05-27,2016,0000794172,MERIDIAN BIOSCIENCE INC,4,"['MERIDIAN BIOSCIENCE, INC. FORM SD', 'CONFLICT MINERALS REPORT FOR YEAR ENDED DECEMBER 31, 2015.', '', 'Complete submission text file']"
2045,https://www.sec.gov/Archives/edgar/data/1489393/000119312516606207/0001193125-16-606207-index.htm,34 KB,0001193125-16-606207,2016-05-27,2016,0001489393,LyondellBasell Industries N.V.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2054,https://www.sec.gov/Archives/edgar/data/63908/000006390816000124/0000063908-16-000124-index.htm,444 KB,0000063908-16-000124,2016-05-27,2016,0000063908,MCDONALDS CORP,3,"['FORM SD', 'PDF OF ENTIRE FORM SD', 'Complete submission text file']"
2060,https://www.sec.gov/Archives/edgar/data/1282266/000128226616000073/0001282266-16-000073-index.htm,465 KB,0001282266-16-000073,2016-05-27,2016,0001282266,"WINDSTREAM HOLDINGS, INC.",4,"['FORM SD', 'CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
2066,https://www.sec.gov/Archives/edgar/data/788920/000153442416000813/0001534424-16-000813-index.htm,40 KB,0001534424-16-000813,2016-06-13,2016,0000788920,PRO DEX INC,3,"['SD FILING', 'CONFLICT MINERALS', 'Complete submission text file']"
2072,https://www.sec.gov/Archives/edgar/data/845982/000095010316013247/0000950103-16-013247-index.htm,214 KB,0000950103-16-013247,2016-05-09,2016,0000845982,SMITH & NEPHEW PLC,6,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
2081,https://www.sec.gov/Archives/edgar/data/62996/000006299616000023/0000062996-16-000023-index.htm,163 KB,0000062996-16-000023,2016-05-26,2016,0000062996,MASCO CORP /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2096,https://www.sec.gov/Archives/edgar/data/722572/000101968716006524/0001019687-16-006524-index.htm,105 KB,0001019687-16-006524,2016-05-31,2016,0000722572,FRANKLIN WIRELESS CORP,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2101,https://www.sec.gov/Archives/edgar/data/1094366/000117891316005562/0001178913-16-005562-index.htm,397 KB,0001178913-16-005562,2016-05-31,2016,0001094366,RADWARE LTD,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2107,https://www.sec.gov/Archives/edgar/data/712034/000071203416000104/0000712034-16-000104-index.htm,167 KB,0000712034-16-000104,2016-05-31,2016,0000712034,ACCO BRANDS Corp,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2113,https://www.sec.gov/Archives/edgar/data/26058/000002605816000074/0000026058-16-000074-index.htm,104 KB,0000026058-16-000074,2016-05-25,2016,0000026058,CTS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2126,https://www.sec.gov/Archives/edgar/data/16988/000119312516605020/0001193125-16-605020-index.htm,469 KB,0001193125-16-605020,2016-05-27,2016,0000016988,CANON INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2130,https://www.sec.gov/Archives/edgar/data/1027884/000102788416000418/0001027884-16-000418-index.htm,67 KB,0001027884-16-000418,2016-05-26,2016,0001027884,CHICAGO BRIDGE & IRON CO N V,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2136,https://www.sec.gov/Archives/edgar/data/46080/000004608016000174/0000046080-16-000174-index.htm,182 KB,0000046080-16-000174,2016-05-27,2016,0000046080,"HASBRO, INC.",3,"['FORM SD - SPECIALIZED DISCLOSURE REPORT', 'HASBRO, INC. CONFLICT MINERALS REPORT', 'Complete submission text file']"
2144,https://www.sec.gov/Archives/edgar/data/833640/000083364016000322/0000833640-16-000322-index.htm,535 KB,0000833640-16-000322,2016-05-27,2016,0000833640,POWER INTEGRATIONS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2150,https://www.sec.gov/Archives/edgar/data/932787/000094787116001228/0000947871-16-001228-index.htm,299 KB,0000947871-16-001228,2016-05-27,2016,0000932787,STMICROELECTRONICS NV,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2165,https://www.sec.gov/Archives/edgar/data/812701/000110465916124376/0001104659-16-124376-index.htm,2 MB,0001104659-16-124376,2016-05-31,2016,0000812701,CALGON CARBON Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2169,https://www.sec.gov/Archives/edgar/data/1024657/000119312516599121/0001193125-16-599121-index.htm,26 KB,0001193125-16-599121,2016-05-23,2016,0001024657,WEST CORP,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2173,https://www.sec.gov/Archives/edgar/data/9892/000119312516596011/0001193125-16-596011-index.htm,226 KB,0001193125-16-596011,2016-05-19,2016,0000009892,BARD C R INC /NJ/,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2179,https://www.sec.gov/Archives/edgar/data/1002047/000119312516606379/0001193125-16-606379-index.htm,217 KB,0001193125-16-606379,2016-05-27,2016,0001002047,"NetApp, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2186,https://www.sec.gov/Archives/edgar/data/98246/000009824616000259/0000098246-16-000259-index.htm,159 KB,0000098246-16-000259,2016-05-27,2016,0000098246,TIFFANY & CO,3,"['FORM SD 05.27.2016', 'EXHIBIT 1.01 - CMR 05.27.2016', 'Complete submission text file']"
2195,https://www.sec.gov/Archives/edgar/data/882835/000095010316013753/0000950103-16-013753-index.htm,263 KB,0000950103-16-013753,2016-05-31,2016,0000882835,ROPER TECHNOLOGIES INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2201,https://www.sec.gov/Archives/edgar/data/1333170/000133317016000030/0001333170-16-000030-index.htm,923 KB,0001333170-16-000030,2016-05-31,2016,0001333170,"NxStage Medical, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2219,https://www.sec.gov/Archives/edgar/data/67347/000114036116067822/0001140361-16-067822-index.htm,342 KB,0001140361-16-067822,2016-05-31,2016,0000067347,MODINE MANUFACTURING CO,3,"['MODINE MANUFACTURING COMPANY SD 12-31-2015', 'EXHIBIT 1.01', 'Complete submission text file']"
2225,https://www.sec.gov/Archives/edgar/data/897723/000110465916122646/0001104659-16-122646-index.htm,292 KB,0001104659-16-122646,2016-05-23,2016,0000897723,SANMINA CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2234,https://www.sec.gov/Archives/edgar/data/932695/000119312516604992/0001193125-16-604992-index.htm,33 KB,0001193125-16-604992,2016-05-27,2016,0000932695,CHINA YUCHAI INTERNATIONAL LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2246,https://www.sec.gov/Archives/edgar/data/722723/000110465916124058/0001104659-16-124058-index.htm,42 KB,0001104659-16-124058,2016-05-27,2016,0000722723,"HANGER, INC.",3,"['SPECIALIZED DISCLOSURE REPORT', 'EX-1.01', 'Complete submission text file']"
2252,https://www.sec.gov/Archives/edgar/data/1013606/000101360616000247/0001013606-16-000247-index.htm,152 KB,0001013606-16-000247,2016-05-27,2016,0001013606,ENDOLOGIX INC /DE/,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2258,https://www.sec.gov/Archives/edgar/data/1107843/000119312516608531/0001193125-16-608531-index.htm,110 KB,0001193125-16-608531,2016-05-31,2016,0001107843,"QUALYS, INC.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2269,https://www.sec.gov/Archives/edgar/data/1294133/000156459016020103/0001564590-16-020103-index.htm,864 KB,0001564590-16-020103,2016-05-31,2016,0001294133,Inogen Inc,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2275,https://www.sec.gov/Archives/edgar/data/3197/000119312516608570/0001193125-16-608570-index.htm,41 KB,0001193125-16-608570,2016-05-31,2016,0000003197,CECO ENVIRONMENTAL CORP,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2283,https://www.sec.gov/Archives/edgar/data/354950/000035495016000071/0000354950-16-000071-index.htm,359 KB,0000354950-16-000071,2016-05-27,2016,0000354950,"HOME DEPOT, INC.",3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2289,https://www.sec.gov/Archives/edgar/data/63296/000006329616000141/0000063296-16-000141-index.htm,63 KB,0000063296-16-000141,2016-05-31,2016,0000063296,MATTHEWS INTERNATIONAL CORP,3,"['MATTHEWS INTERNATIONAL CORPORATION SD 12-31-2015', 'EXHIBIT 1.01', 'Complete submission text file']"
2295,https://www.sec.gov/Archives/edgar/data/1259515/000155837016006157/0001558370-16-006157-index.htm,533 KB,0001558370-16-006157,2016-05-26,2016,0001259515,CONTROL4 CORP,3,"['', '', 'Complete submission text file']"
2299,https://www.sec.gov/Archives/edgar/data/98362/000119312516607277/0001193125-16-607277-index.htm,27 KB,0001193125-16-607277,2016-05-31,2016,0000098362,TIMKEN CO,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2305,https://www.sec.gov/Archives/edgar/data/355948/000138713116005729/0001387131-16-005729-index.htm,85 KB,0001387131-16-005729,2016-05-31,2016,0000355948,RICHARDSON ELECTRONICS LTD/DE,4,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'GRAPHIC', 'Complete submission text file']"
2311,https://www.sec.gov/Archives/edgar/data/33533/000117494716002746/0001174947-16-002746-index.htm,71 KB,0001174947-16-002746,2016-05-31,2016,0000033533,ESPEY MFG & ELECTRONICS CORP,4,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'Complete submission text file']"
2317,https://www.sec.gov/Archives/edgar/data/933974/000093397416000074/0000933974-16-000074-index.htm,139 KB,0000933974-16-000074,2016-05-26,2016,0000933974,"Brooks Automation, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2323,https://www.sec.gov/Archives/edgar/data/60667/000006066716000316/0000060667-16-000316-index.htm,171 KB,0000060667-16-000316,2016-05-27,2016,0000060667,LOWES COMPANIES INC,4,"['FORM SD', 'CONFLICT MINERALS REPORT', 'GRAPHIC', 'Complete submission text file']"
2329,https://www.sec.gov/Archives/edgar/data/796505/000117184316010356/0001171843-16-010356-index.htm,40 KB,0001171843-16-010356,2016-05-27,2016,0000796505,"Clearfield, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2335,https://www.sec.gov/Archives/edgar/data/315449/000155837016004617/0001558370-16-004617-index.htm,145 KB,0001558370-16-004617,2016-04-13,2016,0000315449,UQM TECHNOLOGIES INC,3,"['', '', 'Complete submission text file']"
2341,https://www.sec.gov/Archives/edgar/data/1164863/000116486316000054/0001164863-16-000054-index.htm,116 KB,0001164863-16-000054,2016-05-31,2016,0001164863,"ENPRO INDUSTRIES, INC",3,"['SD-5-31-16', 'EXHIBIT 1.01', 'Complete submission text file']"
2347,https://www.sec.gov/Archives/edgar/data/1007587/000110465916124423/0001104659-16-124423-index.htm,368 KB,0001104659-16-124423,2016-05-31,2016,0001007587,KVH INDUSTRIES INC \DE\,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2353,https://www.sec.gov/Archives/edgar/data/1002517/000100251716000068/0001002517-16-000068-index.htm,36 KB,0001002517-16-000068,2016-05-31,2016,0001002517,"Nuance Communications, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2356,https://www.sec.gov/Archives/edgar/data/791907/000079190716000175/0000791907-16-000175-index.htm,325 KB,0000791907-16-000175,2016-05-31,2016,0000791907,LINEAR TECHNOLOGY CORP /CA/,3,"['', '', 'Complete submission text file']"
2362,https://www.sec.gov/Archives/edgar/data/1027664/000162828016016818/0001628280-16-016818-index.htm,460 KB,0001628280-16-016818,2016-05-31,2016,0001027664,ELBIT SYSTEMS LTD,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2366,https://www.sec.gov/Archives/edgar/data/1412232/000141223216000139/0001412232-16-000139-index.htm,39 KB,0001412232-16-000139,2016-05-31,2016,0001412232,VWR Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2368,https://www.sec.gov/Archives/edgar/data/1059272/000105927216000116/0001059272-16-000116-index.htm,33 KB,0001059272-16-000116,2016-06-02,2016,0001059272,"bebe stores, inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2383,https://www.sec.gov/Archives/edgar/data/1013871/000110465916124503/0001104659-16-124503-index.htm,468 KB,0001104659-16-124503,2016-05-31,2016,0001013871,"NRG ENERGY, INC.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2389,https://www.sec.gov/Archives/edgar/data/937556/000093755616000293/0000937556-16-000293-index.htm,356 KB,0000937556-16-000293,2016-05-31,2016,0000937556,MASIMO CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2395,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000025/0001652044-16-000025-index.htm,280 KB,0001652044-16-000025,2016-05-31,2016,0001652044,Alphabet Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2407,https://www.sec.gov/Archives/edgar/data/1002135/000100213516000071/0001002135-16-000071-index.htm,529 KB,0001002135-16-000071,2016-05-25,2016,0001002135,WESTELL TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2413,https://www.sec.gov/Archives/edgar/data/1318605/000156459016020080/0001564590-16-020080-index.htm,223 KB,0001564590-16-020080,2016-05-27,2016,0001318605,"Tesla, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2419,https://www.sec.gov/Archives/edgar/data/926282/000119312516608326/0001193125-16-608326-index.htm,53 KB,0001193125-16-608326,2016-05-31,2016,0000926282,ADTRAN INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2425,https://www.sec.gov/Archives/edgar/data/808362/000095010316013703/0000950103-16-013703-index.htm,441 KB,0000950103-16-013703,2016-05-27,2016,0000808362,BAKER HUGHES a GE Co LLC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2431,https://www.sec.gov/Archives/edgar/data/1551152/000110465916124500/0001104659-16-124500-index.htm,40 KB,0001104659-16-124500,2016-05-31,2016,0001551152,AbbVie Inc.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2437,https://www.sec.gov/Archives/edgar/data/1003935/000117891316005558/0001178913-16-005558-index.htm,359 KB,0001178913-16-005558,2016-05-31,2016,0001003935,NICE Ltd.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2443,https://www.sec.gov/Archives/edgar/data/1308547/000119312516605286/0001193125-16-605286-index.htm,120 KB,0001193125-16-605286,2016-05-27,2016,0001308547,"Dolby Laboratories, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2451,https://www.sec.gov/Archives/edgar/data/1395317/000119312516608248/0001193125-16-608248-index.htm,44 KB,0001193125-16-608248,2016-05-31,2016,0001395317,DJO Finance LLC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2457,https://www.sec.gov/Archives/edgar/data/1239819/000123981916000126/0001239819-16-000126-index.htm,37 KB,0001239819-16-000126,2016-05-31,2016,0001239819,LUNA INNOVATIONS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2462,https://www.sec.gov/Archives/edgar/data/849547/000084954716000142/0000849547-16-000142-index.htm,531 KB,0000849547-16-000142,2016-05-31,2016,0000849547,BLACK BOX CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2468,https://www.sec.gov/Archives/edgar/data/711404/000119312516608346/0001193125-16-608346-index.htm,38 KB,0001193125-16-608346,2016-05-31,2016,0000711404,"COOPER COMPANIES, INC.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2474,https://www.sec.gov/Archives/edgar/data/1078207/000107820716000090/0001078207-16-000090-index.htm,67 KB,0001078207-16-000090,2016-05-26,2016,0001078207,"NAUTILUS, INC.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2483,https://www.sec.gov/Archives/edgar/data/1406666/000140666616000067/0001406666-16-000067-index.htm,334 KB,0001406666-16-000067,2016-05-31,2016,0001406666,"CALIX, INC",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2505,https://www.sec.gov/Archives/edgar/data/764478/000076447816000072/0000764478-16-000072-index.htm,572 KB,0000764478-16-000072,2016-05-31,2016,0000764478,BEST BUY CO INC,4,"['SD', 'EXHIBIT 1.01', 'GRAPHIC', 'Complete submission text file']"
