,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
1382,https://www.sec.gov/Archives/edgar/data/55785/000005578517000039/0000055785-17-000039-index.htm,1 MB,0000055785-17-000039,2017-05-24,2017,0000055785,KIMBERLY CLARK CORP,4,"['SD FORM', 'CONFLICT MINERALS REPORT', 'K-C LOGO', 'Complete submission text file']"
1388,https://www.sec.gov/Archives/edgar/data/356037/000035603717000045/0000356037-17-000045-index.htm,215 KB,0000356037-17-000045,2017-05-30,2017,0000356037,CSP INC /MA/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1400,https://www.sec.gov/Archives/edgar/data/2969/000119312517188653/0001193125-17-188653-index.htm,137 KB,0001193125-17-188653,2017-05-31,2017,0000002969,AIR PRODUCTS & CHEMICALS INC /DE/,7,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1406,https://www.sec.gov/Archives/edgar/data/1366868/000136686817000055/0001366868-17-000055-index.htm,77 KB,0001366868-17-000055,2017-05-31,2017,0001366868,"Globalstar, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1411,https://www.sec.gov/Archives/edgar/data/749037/000119312517186412/0001193125-17-186412-index.htm,59 KB,0001193125-17-186412,2017-05-30,2017,0000749037,ORBOTECH LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1417,https://www.sec.gov/Archives/edgar/data/842023/000143774917010185/0001437749-17-010185-index.htm,67 KB,0001437749-17-010185,2017-05-26,2017,0000842023,BIO-TECHNE Corp,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1422,https://www.sec.gov/Archives/edgar/data/351998/000035199817000023/0000351998-17-000023-index.htm,870 KB,0000351998-17-000023,2017-05-31,2017,0000351998,DATA I/O CORP,3,"['', '', 'Complete submission text file']"
1428,https://www.sec.gov/Archives/edgar/data/25445/000162828017006072/0001628280-17-006072-index.htm,43 KB,0001628280-17-006072,2017-05-31,2017,0000025445,CRANE CO /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1433,https://www.sec.gov/Archives/edgar/data/1090633/000117184317003278/0001171843-17-003278-index.htm,30 KB,0001171843-17-003278,2017-05-24,2017,0001090633,INTERNET INITIATIVE JAPAN INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1440,https://www.sec.gov/Archives/edgar/data/1329394/000119312517189352/0001193125-17-189352-index.htm,31 KB,0001193125-17-189352,2017-05-31,2017,0001329394,Silicon Motion Technology CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1446,https://www.sec.gov/Archives/edgar/data/1024478/000119312517188426/0001193125-17-188426-index.htm,244 KB,0001193125-17-188426,2017-05-31,2017,0001024478,"ROCKWELL AUTOMATION, INC",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1454,https://www.sec.gov/Archives/edgar/data/1289850/000162828017005912/0001628280-17-005912-index.htm,40 KB,0001628280-17-005912,2017-05-25,2017,0001289850,"NeuroMetrix, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1463,https://www.sec.gov/Archives/edgar/data/1009759/000155837017004609/0001558370-17-004609-index.htm,81 KB,0001558370-17-004609,2017-05-31,2017,0001009759,CAPSTONE TURBINE Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1475,https://www.sec.gov/Archives/edgar/data/45876/000004587617000076/0000045876-17-000076-index.htm,482 KB,0000045876-17-000076,2017-05-31,2017,0000045876,HARSCO CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1481,https://www.sec.gov/Archives/edgar/data/1574774/000110465917036556/0001104659-17-036556-index.htm,482 KB,0001104659-17-036556,2017-05-31,2017,0001574774,"BIOTELEMETRY, INC.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
1487,https://www.sec.gov/Archives/edgar/data/1365767/000117891317001645/0001178913-17-001645-index.htm,398 KB,0001178913-17-001645,2017-05-30,2017,0001365767,Allot Ltd.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1493,https://www.sec.gov/Archives/edgar/data/785786/000078578617000028/0000785786-17-000028-index.htm,534 KB,0000785786-17-000028,2017-05-12,2017,0000785786,PLEXUS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1502,https://www.sec.gov/Archives/edgar/data/914156/000117184317003338/0001171843-17-003338-index.htm,59 KB,0001171843-17-003338,2017-05-26,2017,0000914156,UFP TECHNOLOGIES INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1511,https://www.sec.gov/Archives/edgar/data/912093/000119312517185532/0001193125-17-185532-index.htm,40 KB,0001193125-17-185532,2017-05-26,2017,0000912093,VIAVI SOLUTIONS INC.,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1517,https://www.sec.gov/Archives/edgar/data/1336917/000133691717000031/0001336917-17-000031-index.htm,560 KB,0001336917-17-000031,2017-05-31,2017,0001336917,"Under Armour, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1523,https://www.sec.gov/Archives/edgar/data/1800/000110465917036399/0001104659-17-036399-index.htm,426 KB,0001104659-17-036399,2017-05-31,2017,0000001800,ABBOTT LABORATORIES,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1527,https://www.sec.gov/Archives/edgar/data/866970/000143774917010178/0001437749-17-010178-index.htm,75 KB,0001437749-17-010178,2017-05-26,2017,0000866970,LIGHTING SCIENCE GROUP CORP,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1533,https://www.sec.gov/Archives/edgar/data/830524/000155837017004531/0001558370-17-004531-index.htm,99 KB,0001558370-17-004531,2017-05-26,2017,0000830524,CHASE CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1539,https://www.sec.gov/Archives/edgar/data/766792/000114036117023072/0001140361-17-023072-index.htm,52 KB,0001140361-17-023072,2017-05-31,2017,0000766792,CVD EQUIPMENT CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1545,https://www.sec.gov/Archives/edgar/data/887730/000088773017000015/0000887730-17-000015-index.htm,546 KB,0000887730-17-000015,2017-03-28,2017,0000887730,KEMET CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1550,https://www.sec.gov/Archives/edgar/data/1502916/000114420417029449/0001144204-17-029449-index.htm,116 KB,0001144204-17-029449,2017-05-25,2017,0001502916,SodaStream International Ltd.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1557,https://www.sec.gov/Archives/edgar/data/867773/000086777317000043/0000867773-17-000043-index.htm,478 KB,0000867773-17-000043,2017-05-31,2017,0000867773,SUNPOWER CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1563,https://www.sec.gov/Archives/edgar/data/8063/000000806317000020/0000008063-17-000020-index.htm,34 KB,0000008063-17-000020,2017-05-26,2017,0000008063,ASTRONICS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1569,https://www.sec.gov/Archives/edgar/data/880807/000119312517182633/0001193125-17-182633-index.htm,202 KB,0001193125-17-182633,2017-05-25,2017,0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/,5,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1582,https://www.sec.gov/Archives/edgar/data/840715/000149315217006000/0001493152-17-006000-index.htm,283 KB,0001493152-17-006000,2017-05-31,2017,0000840715,CLEARONE INC,4,"['', '', '', 'Complete submission text file']"
1591,https://www.sec.gov/Archives/edgar/data/40545/000004054517000031/0000040545-17-000031-index.htm,453 KB,0000040545-17-000031,2017-05-30,2017,0000040545,GENERAL ELECTRIC CO,4,"['', '', '', 'Complete submission text file']"
1596,https://www.sec.gov/Archives/edgar/data/828146/000110465917033960/0001104659-17-033960-index.htm,715 KB,0001104659-17-033960,2017-05-19,2017,0000828146,INTERLINK ELECTRONICS INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1599,https://www.sec.gov/Archives/edgar/data/788329/000114036117022979/0001140361-17-022979-index.htm,507 KB,0001140361-17-022979,2017-05-31,2017,0000788329,JOHNSON OUTDOORS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1611,https://www.sec.gov/Archives/edgar/data/216228/000021622817000022/0000216228-17-000022-index.htm,51 KB,0000216228-17-000022,2017-05-31,2017,0000216228,ITT Inc.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1623,https://www.sec.gov/Archives/edgar/data/353278/000095010317005127/0000950103-17-005127-index.htm,32 KB,0000950103-17-005127,2017-05-31,2017,0000353278,NOVO NORDISK A S,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1629,https://www.sec.gov/Archives/edgar/data/893691/000089369117000028/0000893691-17-000028-index.htm,99 KB,0000893691-17-000028,2017-05-25,2017,0000893691,MASONITE INTERNATIONAL CORP,3,"['SD', '', 'Complete submission text file']"
1635,https://www.sec.gov/Archives/edgar/data/719274/000143774917010338/0001437749-17-010338-index.htm,35 KB,0001437749-17-010338,2017-05-31,2017,0000719274,GIGA TRONICS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1644,https://www.sec.gov/Archives/edgar/data/1500435/000150043517000033/0001500435-17-000033-index.htm,86 KB,0001500435-17-000033,2017-05-25,2017,0001500435,"GoPro, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1647,https://www.sec.gov/Archives/edgar/data/1021604/000121390017005998/0001213900-17-005998-index.htm,151 KB,0001213900-17-005998,2017-05-31,2017,0001021604,ON TRACK INNOVATIONS LTD,5,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT FOR THE YEAR ENDED DECEMBER 31, 2016 AS REQUIRED BY ITE', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1665,https://www.sec.gov/Archives/edgar/data/1096343/000109634317000099/0001096343-17-000099-index.htm,51 KB,0001096343-17-000099,2017-05-30,2017,0001096343,MARKEL CORP,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1671,https://www.sec.gov/Archives/edgar/data/927355/000155837017004544/0001558370-17-004544-index.htm,120 KB,0001558370-17-004544,2017-05-26,2017,0000927355,TESSCO TECHNOLOGIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1677,https://www.sec.gov/Archives/edgar/data/750004/000095015717000748/0000950157-17-000748-index.htm,40 KB,0000950157-17-000748,2017-05-31,2017,0000750004,SCIENTIFIC GAMES CORP,3,"['', '', 'Complete submission text file']"
1683,https://www.sec.gov/Archives/edgar/data/59527/000005952717000021/0000059527-17-000021-index.htm,39 KB,0000059527-17-000021,2017-05-24,2017,0000059527,LINCOLN ELECTRIC HOLDINGS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1689,https://www.sec.gov/Archives/edgar/data/313716/000031371617000080/0000313716-17-000080-index.htm,90 KB,0000313716-17-000080,2017-05-19,2017,0000313716,HARDINGE INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1706,https://www.sec.gov/Archives/edgar/data/1280263/000119312517187589/0001193125-17-187589-index.htm,60 KB,0001193125-17-187589,2017-05-30,2017,0001280263,AMBARELLA INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1712,https://www.sec.gov/Archives/edgar/data/352825/000119312517185561/0001193125-17-185561-index.htm,293 KB,0001193125-17-185561,2017-05-26,2017,0000352825,FOSTER L B CO,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1724,https://www.sec.gov/Archives/edgar/data/1463101/000146310117000073/0001463101-17-000073-index.htm,669 KB,0001463101-17-000073,2017-05-31,2017,0001463101,"Enphase Energy, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1730,https://www.sec.gov/Archives/edgar/data/851205/000085120517000009/0000851205-17-000009-index.htm,72 KB,0000851205-17-000009,2017-05-30,2017,0000851205,COGNEX CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1742,https://www.sec.gov/Archives/edgar/data/1616318/000161631817000104/0001616318-17-000104-index.htm,243 KB,0001616318-17-000104,2017-05-31,2017,0001616318,Vista Outdoor Inc.,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1746,https://www.sec.gov/Archives/edgar/data/764180/000076418017000065/0000764180-17-000065-index.htm,95 KB,0000764180-17-000065,2017-05-23,2017,0000764180,"ALTRIA GROUP, INC.",3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
1752,https://www.sec.gov/Archives/edgar/data/913142/000091314217000020/0000913142-17-000020-index.htm,83 KB,0000913142-17-000020,2017-05-30,2017,0000913142,BELDEN INC.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1758,https://www.sec.gov/Archives/edgar/data/1417398/000110465917036582/0001104659-17-036582-index.htm,64 KB,0001104659-17-036582,2017-05-31,2017,0001417398,"Hillenbrand, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
1764,https://www.sec.gov/Archives/edgar/data/7623/000143774917010267/0001437749-17-010267-index.htm,44 KB,0001437749-17-010267,2017-05-30,2017,0000007623,ARTS WAY MANUFACTURING CO INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1772,https://www.sec.gov/Archives/edgar/data/763744/000076374417000163/0000763744-17-000163-index.htm,1 MB,0000763744-17-000163,2017-05-31,2017,0000763744,LCI INDUSTRIES,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1778,https://www.sec.gov/Archives/edgar/data/1421517/000143774917009886/0001437749-17-009886-index.htm,512 KB,0001437749-17-009886,2017-05-23,2017,0001421517,"Energy Recovery, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1784,https://www.sec.gov/Archives/edgar/data/1659166/000119312517186192/0001193125-17-186192-index.htm,156 KB,0001193125-17-186192,2017-05-30,2017,0001659166,Fortive Corp,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1787,https://www.sec.gov/Archives/edgar/data/918541/000119312517189261/0001193125-17-189261-index.htm,17 KB,0001193125-17-189261,2017-05-31,2017,0000918541,NN INC,3,"['FORM SD', 'GRAPHIC', 'Complete submission text file']"
1793,https://www.sec.gov/Archives/edgar/data/884940/000119312517188676/0001193125-17-188676-index.htm,54 KB,0001193125-17-188676,2017-05-31,2017,0000884940,STEIN MART INC,3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
1799,https://www.sec.gov/Archives/edgar/data/916789/000110465917036545/0001104659-17-036545-index.htm,600 KB,0001104659-17-036545,2017-05-31,2017,0000916789,HELEN OF TROY LTD,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
1805,https://www.sec.gov/Archives/edgar/data/49615/000149315217005980/0001493152-17-005980-index.htm,54 KB,0001493152-17-005980,2017-05-30,2017,0000049615,ID SYSTEMS INC,3,"['', '', 'Complete submission text file']"
1820,https://www.sec.gov/Archives/edgar/data/1655075/000165507517000010/0001655075-17-000010-index.htm,45 KB,0001655075-17-000010,2017-05-30,2017,0001655075,"Armstrong Flooring, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1821,https://www.sec.gov/Archives/edgar/data/931148/000093114817000014/0000931148-17-000014-index.htm,135 KB,0000931148-17-000014,2017-05-30,2017,0000931148,GRAFTECH INTERNATIONAL LTD,3,"['SD', '', 'Complete submission text file']"
1825,https://www.sec.gov/Archives/edgar/data/1022705/000102270517000025/0001022705-17-000025-index.htm,468 KB,0001022705-17-000025,2017-05-31,2017,0001022705,TESCO CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1831,https://www.sec.gov/Archives/edgar/data/313143/000031314317000020/0000313143-17-000020-index.htm,1 MB,0000313143-17-000020,2017-05-31,2017,0000313143,HAEMONETICS CORP,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1837,https://www.sec.gov/Archives/edgar/data/61986/000006198617000016/0000061986-17-000016-index.htm,555 KB,0000061986-17-000016,2017-05-26,2017,0000061986,MANITOWOC CO INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1843,https://www.sec.gov/Archives/edgar/data/1050797/000105079717000027/0001050797-17-000027-index.htm,248 KB,0001050797-17-000027,2017-05-19,2017,0001050797,COLUMBIA SPORTSWEAR CO,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1849,https://www.sec.gov/Archives/edgar/data/789019/000119312517189445/0001193125-17-189445-index.htm,700 KB,0001193125-17-189445,2017-05-31,2017,0000789019,MICROSOFT CORP,16,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1855,https://www.sec.gov/Archives/edgar/data/1111863/000111186317000020/0001111863-17-000020-index.htm,583 KB,0001111863-17-000020,2017-05-31,2017,0001111863,SIERRA WIRELESS INC,4,"['FORM SD 2016', '2016 CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
1860,https://www.sec.gov/Archives/edgar/data/357020/000119312517185131/0001193125-17-185131-index.htm,35 KB,0001193125-17-185131,2017-05-26,2017,0000357020,Xcerra Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1866,https://www.sec.gov/Archives/edgar/data/1092796/000119312517189353/0001193125-17-189353-index.htm,130 KB,0001193125-17-189353,2017-05-31,2017,0001092796,AMERICAN OUTDOOR BRANDS CORP,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
1871,https://www.sec.gov/Archives/edgar/data/1405503/000114420417030272/0001144204-17-030272-index.htm,33 KB,0001144204-17-030272,2017-05-31,2017,0001405503,"China Digital TV Holding Co., Ltd.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1880,https://www.sec.gov/Archives/edgar/data/51143/000110465917035702/0001104659-17-035702-index.htm,601 KB,0001104659-17-035702,2017-05-26,2017,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1886,https://www.sec.gov/Archives/edgar/data/47518/000004751817000058/0000047518-17-000058-index.htm,452 KB,0000047518-17-000058,2017-05-19,2017,0000047518,"Hill-Rom Holdings, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1891,https://www.sec.gov/Archives/edgar/data/1636023/000117184317003392/0001171843-17-003392-index.htm,33 KB,0001171843-17-003392,2017-05-31,2017,0001636023,WRKCo Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1895,https://www.sec.gov/Archives/edgar/data/1094285/000109428517000080/0001094285-17-000080-index.htm,520 KB,0001094285-17-000080,2017-05-30,2017,0001094285,TELEDYNE TECHNOLOGIES INC,3,"['FORM SD', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT 2016', 'Complete submission text file']"
1906,https://www.sec.gov/Archives/edgar/data/885725/000110465917032804/0001104659-17-032804-index.htm,81 KB,0001104659-17-032804,2017-05-15,2017,0000885725,BOSTON SCIENTIFIC CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1918,https://www.sec.gov/Archives/edgar/data/935494/000093549417000018/0000935494-17-000018-index.htm,256 KB,0000935494-17-000018,2017-05-26,2017,0000935494,NATIONAL INSTRUMENTS CORP,3,"['NATIONAL INSTRUMENTS CORPORATION - FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1924,https://www.sec.gov/Archives/edgar/data/1172494/000095010317005129/0000950103-17-005129-index.htm,52 KB,0000950103-17-005129,2017-05-31,2017,0001172494,AU OPTRONICS CORP,4,"['FORM SD', 'EXHIBIT 1.02', 'GRAPHIC', 'Complete submission text file']"
1930,https://www.sec.gov/Archives/edgar/data/1120914/000143774917009830/0001437749-17-009830-index.htm,31 KB,0001437749-17-009830,2017-05-23,2017,0001120914,PDF SOLUTIONS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1936,https://www.sec.gov/Archives/edgar/data/1627223/000156459017011215/0001564590-17-011215-index.htm,143 KB,0001564590-17-011215,2017-05-17,2017,0001627223,Chemours Co,3,"['CC FORM SD 1.01 1.02 2.01 20170517', 'EX-1.01', 'Complete submission text file']"
1939,https://www.sec.gov/Archives/edgar/data/7536/000166635917000012/0001666359-17-000012-index.htm,1 MB,0001666359-17-000012,2017-05-30,2017,0000007536,ARROW ELECTRONICS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1945,https://www.sec.gov/Archives/edgar/data/6951/000119312517184979/0001193125-17-184979-index.htm,371 KB,0001193125-17-184979,2017-05-26,2017,0000006951,APPLIED MATERIALS INC /DE,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1951,https://www.sec.gov/Archives/edgar/data/108312/000119312517180813/0001193125-17-180813-index.htm,235 KB,0001193125-17-180813,2017-05-24,2017,0000108312,"Woodward, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
1957,https://www.sec.gov/Archives/edgar/data/75362/000119312517186648/0001193125-17-186648-index.htm,156 KB,0001193125-17-186648,2017-05-30,2017,0000075362,PACCAR INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1966,https://www.sec.gov/Archives/edgar/data/856982/000085698217000025/0000856982-17-000025-index.htm,34 KB,0000856982-17-000025,2017-05-31,2017,0000856982,MERIT MEDICAL SYSTEMS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1972,https://www.sec.gov/Archives/edgar/data/1327567/000132756717000010/0001327567-17-000010-index.htm,44 KB,0001327567-17-000010,2017-05-25,2017,0001327567,Palo Alto Networks Inc,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1977,https://www.sec.gov/Archives/edgar/data/1177394/000117739417000024/0001177394-17-000024-index.htm,451 KB,0001177394-17-000024,2017-05-31,2017,0001177394,SYNNEX CORP,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
1987,https://www.sec.gov/Archives/edgar/data/1094392/000109439217000027/0001094392-17-000027-index.htm,49 KB,0001094392-17-000027,2017-05-25,2017,0001094392,RUDOLPH TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1993,https://www.sec.gov/Archives/edgar/data/1486957/000148695717000023/0001486957-17-000023-index.htm,74 KB,0001486957-17-000023,2017-05-25,2017,0001486957,"BWX Technologies, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1999,https://www.sec.gov/Archives/edgar/data/91142/000119312517170046/0001193125-17-170046-index.htm,54 KB,0001193125-17-170046,2017-05-15,2017,0000091142,SMITH A O CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2005,https://www.sec.gov/Archives/edgar/data/1467858/000146785817000080/0001467858-17-000080-index.htm,400 KB,0001467858-17-000080,2017-05-31,2017,0001467858,General Motors Co,3,"['GM FORM SD 2016', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2016,https://www.sec.gov/Archives/edgar/data/1110783/000111078317000080/0001110783-17-000080-index.htm,40 KB,0001110783-17-000080,2017-05-30,2017,0001110783,MONSANTO CO /NEW/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2022,https://www.sec.gov/Archives/edgar/data/885590/000088559017000044/0000885590-17-000044-index.htm,65 KB,0000885590-17-000044,2017-05-31,2017,0000885590,Bausch Health Companies Inc.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2028,https://www.sec.gov/Archives/edgar/data/8947/000000894717000079/0000008947-17-000079-index.htm,60 KB,0000008947-17-000079,2017-05-25,2017,0000008947,AZZ INC,3,"['12.31.2016 FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2032,https://www.sec.gov/Archives/edgar/data/937966/000134100417000337/0001341004-17-000337-index.htm,65 KB,0001341004-17-000337,2017-05-25,2017,0000937966,ASML HOLDING NV,3,"['FORM SD FOR ASML HOLDING HV', 'EXHIBIT 1.01 TO FORM SD', 'Complete submission text file']"
2038,https://www.sec.gov/Archives/edgar/data/794172/000089225117000067/0000892251-17-000067-index.htm,50 KB,0000892251-17-000067,2017-05-23,2017,0000794172,MERIDIAN BIOSCIENCE INC,3,"['MERIDIAN BIOSCIENCE, INC. FORM SD', 'FORWARD-LOOKING STATEMENTS DECEMBER 31, 2016', 'Complete submission text file']"
2044,https://www.sec.gov/Archives/edgar/data/1489393/000119312517187579/0001193125-17-187579-index.htm,34 KB,0001193125-17-187579,2017-05-30,2017,0001489393,LyondellBasell Industries N.V.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2053,https://www.sec.gov/Archives/edgar/data/63908/000006390817000028/0000063908-17-000028-index.htm,439 KB,0000063908-17-000028,2017-05-30,2017,0000063908,MCDONALDS CORP,3,"['FORM SD', 'PDF OF ENTIRE FORM SD', 'Complete submission text file']"
2059,https://www.sec.gov/Archives/edgar/data/1282266/000128226617000034/0001282266-17-000034-index.htm,287 KB,0001282266-17-000034,2017-05-25,2017,0001282266,"WINDSTREAM HOLDINGS, INC.",4,"['FORM SD', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
2065,https://www.sec.gov/Archives/edgar/data/788920/000155335017000664/0001553350-17-000664-index.htm,29 KB,0001553350-17-000664,2017-05-22,2017,0000788920,PRO DEX INC,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2071,https://www.sec.gov/Archives/edgar/data/845982/000095010317004488/0000950103-17-004488-index.htm,393 KB,0000950103-17-004488,2017-05-11,2017,0000845982,SMITH & NEPHEW PLC,5,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
2077,https://www.sec.gov/Archives/edgar/data/1597313/000156459017011919/0001564590-17-011919-index.htm,79 KB,0001564590-17-011919,2017-05-31,2017,0001597313,"ViewRay, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2080,https://www.sec.gov/Archives/edgar/data/62996/000006299617000026/0000062996-17-000026-index.htm,250 KB,0000062996-17-000026,2017-05-25,2017,0000062996,MASCO CORP /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2095,https://www.sec.gov/Archives/edgar/data/722572/000168316817001448/0001683168-17-001448-index.htm,93 KB,0001683168-17-001448,2017-05-31,2017,0000722572,FRANKLIN WIRELESS CORP,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2100,https://www.sec.gov/Archives/edgar/data/1094366/000117891317001626/0001178913-17-001626-index.htm,449 KB,0001178913-17-001626,2017-05-26,2017,0001094366,RADWARE LTD,6,"['SD', 'EXHIBIT 1.01', '', '', '', 'Complete submission text file']"
2106,https://www.sec.gov/Archives/edgar/data/712034/000071203417000064/0000712034-17-000064-index.htm,158 KB,0000712034-17-000064,2017-05-31,2017,0000712034,ACCO BRANDS Corp,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2112,https://www.sec.gov/Archives/edgar/data/26058/000002605817000052/0000026058-17-000052-index.htm,103 KB,0000026058-17-000052,2017-05-23,2017,0000026058,CTS CORP,3,"['2016 FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2119,https://www.sec.gov/Archives/edgar/data/1578845/000119312517189377/0001193125-17-189377-index.htm,46 KB,0001193125-17-189377,2017-05-31,2017,0001578845,Allergan plc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
