,link,size,filing_date,year,cik,conformed_name
1026,https://www.sec.gov/Archives/edgar/data/50863/000005086314000040/0000050863-14-000040-index.htm,255 KB,2014-05-22,2014,0000050863,INTEL CORP
1029,https://www.sec.gov/Archives/edgar/data/1091862/000144530514002354/0001445305-14-002354-index.htm,53 KB,2014-05-29,2014,0001091862,LANXESS Solutions US Inc.
1035,https://www.sec.gov/Archives/edgar/data/791915/000079191514000048/0000791915-14-000048-index.htm,41 KB,2014-06-02,2014,0000791915,CYPRESS SEMICONDUCTOR CORP /DE/
1041,https://www.sec.gov/Archives/edgar/data/808439/000117891314001907/0001178913-14-001907-index.htm,62 KB,2014-05-30,2014,0000808439,TAT TECHNOLOGIES LTD
1044,https://www.sec.gov/Archives/edgar/data/1009891/000119380514001132/0001193805-14-001132-index.htm,31 KB,2014-05-30,2014,0001009891,AIR INDUSTRIES GROUP
1050,https://www.sec.gov/Archives/edgar/data/31462/000110465914043293/0001104659-14-043293-index.htm,138 KB,2014-06-02,2014,0000031462,ECOLAB INC.
1056,https://www.sec.gov/Archives/edgar/data/4281/000119312514222560/0001193125-14-222560-index.htm,58 KB,2014-06-02,2014,0000004281,Arconic Inc.
1061,https://www.sec.gov/Archives/edgar/data/1487371/000144530514002412/0001445305-14-002412-index.htm,258 KB,2014-05-30,2014,0001487371,"GenMark Diagnostics, Inc."
1067,https://www.sec.gov/Archives/edgar/data/353569/000119312514222429/0001193125-14-222429-index.htm,41 KB,2014-06-02,2014,0000353569,QUIDEL CORP /DE/
1073,https://www.sec.gov/Archives/edgar/data/28823/000002882314000084/0000028823-14-000084-index.htm,54 KB,2014-06-02,2014,0000028823,"DIEBOLD NIXDORF, Inc"
1079,https://www.sec.gov/Archives/edgar/data/820313/000110465914043270/0001104659-14-043270-index.htm,72 KB,2014-06-02,2014,0000820313,AMPHENOL CORP /DE/
1087,https://www.sec.gov/Archives/edgar/data/1067983/000119312514221549/0001193125-14-221549-index.htm,22 KB,2014-06-02,2014,0001067983,BERKSHIRE HATHAWAY INC
1097,https://www.sec.gov/Archives/edgar/data/1170534/000119312514221797/0001193125-14-221797-index.htm,35 KB,2014-06-02,2014,0001170534,MITEL NETWORKS CORP
1107,https://www.sec.gov/Archives/edgar/data/885245/000088524514000021/0000885245-14-000021-index.htm,47 KB,2014-06-02,2014,0000885245,BUCKLE INC
1113,https://www.sec.gov/Archives/edgar/data/1084991/000108499114000026/0001084991-14-000026-index.htm,149 KB,2014-06-02,2014,0001084991,NATURAL GAS SERVICES GROUP INC
1119,https://www.sec.gov/Archives/edgar/data/1002242/000131143514000008/0001311435-14-000008-index.htm,32 KB,2014-05-28,2014,0001002242,ENI SPA
1130,https://www.sec.gov/Archives/edgar/data/875657/000087565714000018/0000875657-14-000018-index.htm,37 KB,2014-06-02,2014,0000875657,ULTRALIFE CORP
1136,https://www.sec.gov/Archives/edgar/data/43920/000119312514222457/0001193125-14-222457-index.htm,66 KB,2014-06-02,2014,0000043920,GREIF INC
1141,https://www.sec.gov/Archives/edgar/data/890394/000110465914043192/0001104659-14-043192-index.htm,59 KB,2014-06-02,2014,0000890394,"MoSys, Inc."
1147,https://www.sec.gov/Archives/edgar/data/915358/000119312514218644/0001193125-14-218644-index.htm,90 KB,2014-05-30,2014,0000915358,SIGMATRON INTERNATIONAL INC
1152,https://www.sec.gov/Archives/edgar/data/1105472/000110465914042789/0001104659-14-042789-index.htm,52 KB,2014-05-30,2014,0001105472,"Sonus, Inc."
1163,https://www.sec.gov/Archives/edgar/data/1114483/000111448314000021/0001114483-14-000021-index.htm,78 KB,2014-05-29,2014,0001114483,Integer Holdings Corp
1169,https://www.sec.gov/Archives/edgar/data/1029744/000119312514221098/0001193125-14-221098-index.htm,29 KB,2014-06-02,2014,0001029744,SONIC FOUNDRY INC
1170,https://www.sec.gov/Archives/edgar/data/917470/000143774914010299/0001437749-14-010299-index.htm,60 KB,2014-05-30,2014,0000917470,OLYMPIC STEEL INC
1173,https://www.sec.gov/Archives/edgar/data/1089531/000114420414035056/0001144204-14-035056-index.htm,24 KB,2014-06-02,2014,0001089531,"KINGOLD JEWELRY, INC."
1179,https://www.sec.gov/Archives/edgar/data/22701/000089710114000772/0000897101-14-000772-index.htm,24 KB,2014-05-30,2014,0000022701,COMMUNICATIONS SYSTEMS INC
1187,https://www.sec.gov/Archives/edgar/data/1387713/000121465914004007/0001214659-14-004007-index.htm,21 KB,2014-05-29,2014,0001387713,"NEULION, INC."
1193,https://www.sec.gov/Archives/edgar/data/920532/000117891314001882/0001178913-14-001882-index.htm,41 KB,2014-05-29,2014,0000920532,Pointer Telocation Ltd
1196,https://www.sec.gov/Archives/edgar/data/1335103/000114420414034555/0001144204-14-034555-index.htm,26 KB,2014-05-30,2014,0001335103,"Protea Biosciences Group, Inc."
1202,https://www.sec.gov/Archives/edgar/data/851310/000085131014000022/0000851310-14-000022-index.htm,248 KB,2014-06-02,2014,0000851310,HARMONIC INC
1211,https://www.sec.gov/Archives/edgar/data/1304280/000130428014000022/0001304280-14-000022-index.htm,22 KB,2014-05-30,2014,0001304280,Novelis Inc.
1217,https://www.sec.gov/Archives/edgar/data/830616/000114420414034828/0001144204-14-034828-index.htm,51 KB,2014-06-02,2014,0000830616,"SCI Engineered Materials, Inc."
1222,https://www.sec.gov/Archives/edgar/data/918580/000114420414034978/0001144204-14-034978-index.htm,36 KB,2014-06-02,2014,0000918580,Gaming Partners International CORP
1223,https://www.sec.gov/Archives/edgar/data/1022079/000102207914000026/0001022079-14-000026-index.htm,38 KB,2014-05-29,2014,0001022079,QUEST DIAGNOSTICS INC
1229,https://www.sec.gov/Archives/edgar/data/277509/000027750914000042/0000277509-14-000042-index.htm,96 KB,2014-06-02,2014,0000277509,FEDERAL SIGNAL CORP /DE/
1235,https://www.sec.gov/Archives/edgar/data/835011/000144530514002438/0001445305-14-002438-index.htm,21 KB,2014-06-02,2014,0000835011,MGP INGREDIENTS INC
1241,https://www.sec.gov/Archives/edgar/data/863064/000100329714000295/0001003297-14-000295-index.htm,63 KB,2014-05-30,2014,0000863064,RIO TINTO PLC
1242,https://www.sec.gov/Archives/edgar/data/829365/000119312514222218/0001193125-14-222218-index.htm,19 KB,2014-06-02,2014,0000829365,NAM TAI PROPERTY INC.
1248,https://www.sec.gov/Archives/edgar/data/29002/000119312514222585/0001193125-14-222585-index.htm,80 KB,2014-06-02,2014,0000029002,DIODES INC /DEL/
1254,https://www.sec.gov/Archives/edgar/data/880266/000088026614000019/0000880266-14-000019-index.htm,31 KB,2014-05-29,2014,0000880266,AGCO CORP /DE
1258,https://www.sec.gov/Archives/edgar/data/912833/000091283314000028/0000912833-14-000028-index.htm,80 KB,2014-06-02,2014,0000912833,WEST MARINE INC
1263,https://www.sec.gov/Archives/edgar/data/6284/000119312514219861/0001193125-14-219861-index.htm,26 KB,2014-05-30,2014,0000006284,ANALOGIC CORP
1269,https://www.sec.gov/Archives/edgar/data/1057083/000119312514221389/0001193125-14-221389-index.htm,25 KB,2014-06-02,2014,0001057083,PC TEL INC
1275,https://www.sec.gov/Archives/edgar/data/1436126/000110465914043180/0001104659-14-043180-index.htm,28 KB,2014-06-02,2014,0001436126,"Mistras Group, Inc."
1280,https://www.sec.gov/Archives/edgar/data/319815/000031981514000035/0000319815-14-000035-index.htm,443 KB,2014-06-02,2014,0000319815,MAXWELL TECHNOLOGIES INC
1286,https://www.sec.gov/Archives/edgar/data/353020/000035302014000041/0000353020-14-000041-index.htm,47 KB,2014-06-02,2014,0000353020,Aegion Corp
1292,https://www.sec.gov/Archives/edgar/data/57131/000114036114024053/0001140361-14-024053-index.htm,38 KB,2014-06-02,2014,0000057131,LA-Z-BOY INC
1296,https://www.sec.gov/Archives/edgar/data/791519/000079151914000067/0000791519-14-000067-index.htm,81 KB,2014-06-02,2014,0000791519,STAPLES INC
1302,https://www.sec.gov/Archives/edgar/data/354908/000035490814000079/0000354908-14-000079-index.htm,52 KB,2014-06-02,2014,0000354908,FLIR SYSTEMS INC
1308,https://www.sec.gov/Archives/edgar/data/866706/000114036114023916/0001140361-14-023916-index.htm,62 KB,2014-06-02,2014,0000866706,ESCO TECHNOLOGIES INC
1316,https://www.sec.gov/Archives/edgar/data/1137411/000113741114000078/0001137411-14-000078-index.htm,63 KB,2014-06-02,2014,0001137411,ROCKWELL COLLINS INC
1322,https://www.sec.gov/Archives/edgar/data/78814/000007881414000012/0000078814-14-000012-index.htm,253 KB,2014-06-02,2014,0000078814,PITNEY BOWES INC /DE/
1328,https://www.sec.gov/Archives/edgar/data/808326/000080832614000021/0000808326-14-000021-index.htm,208 KB,2014-05-30,2014,0000808326,EMCORE CORP
1334,https://www.sec.gov/Archives/edgar/data/21076/000120677414001829/0001206774-14-001829-index.htm,18 KB,2014-05-30,2014,0000021076,CLOROX CO /DE/
1340,https://www.sec.gov/Archives/edgar/data/1122904/000112290414000029/0001122904-14-000029-index.htm,141 KB,2014-05-30,2014,0001122904,"NETGEAR, INC"
1346,https://www.sec.gov/Archives/edgar/data/103379/000119312514221506/0001193125-14-221506-index.htm,31 KB,2014-06-02,2014,0000103379,V F CORP
1352,https://www.sec.gov/Archives/edgar/data/1158895/000119312514221447/0001193125-14-221447-index.htm,15 KB,2014-06-02,2014,0001158895,LEMAITRE VASCULAR INC
1355,https://www.sec.gov/Archives/edgar/data/844143/000110465914043396/0001104659-14-043396-index.htm,46 KB,2014-06-02,2014,0000844143,Centric Brands Inc.
1361,https://www.sec.gov/Archives/edgar/data/837465/000083746514000008/0000837465-14-000008-index.htm,32 KB,2014-05-29,2014,0000837465,CALLAWAY GOLF CO
1367,https://www.sec.gov/Archives/edgar/data/889971/000138713114002105/0001387131-14-002105-index.htm,28 KB,2014-06-02,2014,0000889971,LIGHTPATH TECHNOLOGIES INC
1373,https://www.sec.gov/Archives/edgar/data/917520/000119312514222235/0001193125-14-222235-index.htm,32 KB,2014-06-02,2014,0000917520,INTEGRA LIFESCIENCES HOLDINGS CORP
1379,https://www.sec.gov/Archives/edgar/data/850209/000114420414034563/0001144204-14-034563-index.htm,28 KB,2014-05-30,2014,0000850209,"FOOT LOCKER, INC."
1385,https://www.sec.gov/Archives/edgar/data/55785/000005578514000044/0000055785-14-000044-index.htm,1 MB,2014-06-02,2014,0000055785,KIMBERLY CLARK CORP
1391,https://www.sec.gov/Archives/edgar/data/356037/000035603714000024/0000356037-14-000024-index.htm,81 KB,2014-08-28,2014,0000356037,CSP INC /MA/
1392,https://www.sec.gov/Archives/edgar/data/356037/000035603714000016/0000356037-14-000016-index.htm,310 KB,2014-05-29,2014,0000356037,CSP INC /MA/
1403,https://www.sec.gov/Archives/edgar/data/2969/000119312514221199/0001193125-14-221199-index.htm,66 KB,2014-06-02,2014,0000002969,AIR PRODUCTS & CHEMICALS INC /DE/
1409,https://www.sec.gov/Archives/edgar/data/1366868/000136686814000004/0001366868-14-000004-index.htm,44 KB,2014-06-02,2014,0001366868,"Globalstar, Inc."
1414,https://www.sec.gov/Archives/edgar/data/749037/000119312514220857/0001193125-14-220857-index.htm,30 KB,2014-06-02,2014,0000749037,ORBOTECH LTD
1425,https://www.sec.gov/Archives/edgar/data/351998/000035199814000020/0000351998-14-000020-index.htm,95 KB,2014-05-30,2014,0000351998,DATA I/O CORP
1431,https://www.sec.gov/Archives/edgar/data/25445/000144530514002448/0001445305-14-002448-index.htm,41 KB,2014-06-02,2014,0000025445,CRANE CO /DE/
1436,https://www.sec.gov/Archives/edgar/data/1090633/000117184314002590/0001171843-14-002590-index.htm,56 KB,2014-05-29,2014,0001090633,INTERNET INITIATIVE JAPAN INC
1437,https://www.sec.gov/Archives/edgar/data/1090633/000117184314002550/0001171843-14-002550-index.htm,53 KB,2014-05-28,2014,0001090633,INTERNET INITIATIVE JAPAN INC
1443,https://www.sec.gov/Archives/edgar/data/1329394/000119312514228606/0001193125-14-228606-index.htm,29 KB,2014-06-06,2014,0001329394,Silicon Motion Technology CORP
1449,https://www.sec.gov/Archives/edgar/data/1024478/000119312514221426/0001193125-14-221426-index.htm,175 KB,2014-06-02,2014,0001024478,"ROCKWELL AUTOMATION, INC"
1457,https://www.sec.gov/Archives/edgar/data/1289850/000114420414034685/0001144204-14-034685-index.htm,29 KB,2014-05-30,2014,0001289850,"NeuroMetrix, Inc."
1460,https://www.sec.gov/Archives/edgar/data/1036044/000119312514222254/0001193125-14-222254-index.htm,38 KB,2014-06-02,2014,0001036044,"Identiv, Inc."
1466,https://www.sec.gov/Archives/edgar/data/1009759/000110465914043344/0001104659-14-043344-index.htm,59 KB,2014-06-02,2014,0001009759,CAPSTONE TURBINE Corp
1472,https://www.sec.gov/Archives/edgar/data/1001115/000119312514222175/0001193125-14-222175-index.htm,15 KB,2014-06-02,2014,0001001115,GEOSPACE TECHNOLOGIES CORP
1478,https://www.sec.gov/Archives/edgar/data/45876/000004587614000119/0000045876-14-000119-index.htm,54 KB,2014-06-02,2014,0000045876,HARSCO CORP
1484,https://www.sec.gov/Archives/edgar/data/1574774/000110465914043284/0001104659-14-043284-index.htm,36 KB,2014-06-02,2014,0001574774,"BIOTELEMETRY, INC."
1490,https://www.sec.gov/Archives/edgar/data/1365767/000117891314001916/0001178913-14-001916-index.htm,365 KB,2014-06-02,2014,0001365767,Allot Ltd.
1496,https://www.sec.gov/Archives/edgar/data/785786/000078578614000028/0000785786-14-000028-index.htm,259 KB,2014-06-02,2014,0000785786,PLEXUS CORP
1499,https://www.sec.gov/Archives/edgar/data/801898/000080189814000052/0000801898-14-000052-index.htm,2 MB,2014-05-30,2014,0000801898,JOY GLOBAL INC
1505,https://www.sec.gov/Archives/edgar/data/914156/000110465914042692/0001104659-14-042692-index.htm,45 KB,2014-05-30,2014,0000914156,UFP TECHNOLOGIES INC
1508,https://www.sec.gov/Archives/edgar/data/1088162/000119312514221745/0001193125-14-221745-index.htm,41 KB,2014-06-02,2014,0001088162,MAD CATZ INTERACTIVE INC
1514,https://www.sec.gov/Archives/edgar/data/912093/000119312514215228/0001193125-14-215228-index.htm,29 KB,2014-05-28,2014,0000912093,VIAVI SOLUTIONS INC.
1520,https://www.sec.gov/Archives/edgar/data/1336917/000133691714000027/0001336917-14-000027-index.htm,56 KB,2014-06-02,2014,0001336917,"Under Armour, Inc."
1526,https://www.sec.gov/Archives/edgar/data/1800/000110465914042874/0001104659-14-042874-index.htm,56 KB,2014-05-30,2014,0000001800,ABBOTT LABORATORIES
1530,https://www.sec.gov/Archives/edgar/data/866970/000119312514223527/0001193125-14-223527-index.htm,27 KB,2014-06-03,2014,0000866970,LIGHTING SCIENCE GROUP CORP
1536,https://www.sec.gov/Archives/edgar/data/830524/000110465914042880/0001104659-14-042880-index.htm,48 KB,2014-05-30,2014,0000830524,CHASE CORP
1542,https://www.sec.gov/Archives/edgar/data/766792/000114036114023954/0001140361-14-023954-index.htm,25 KB,2014-06-02,2014,0000766792,CVD EQUIPMENT CORP
1548,https://www.sec.gov/Archives/edgar/data/887730/000088773014000022/0000887730-14-000022-index.htm,196 KB,2014-06-02,2014,0000887730,KEMET CORP
1553,https://www.sec.gov/Archives/edgar/data/1502916/000114420414034093/0001144204-14-034093-index.htm,40 KB,2014-05-29,2014,0001502916,SodaStream International Ltd.
1560,https://www.sec.gov/Archives/edgar/data/867773/000095010314003831/0000950103-14-003831-index.htm,35 KB,2014-06-02,2014,0000867773,SUNPOWER CORP
1566,https://www.sec.gov/Archives/edgar/data/8063/000119312514217932/0001193125-14-217932-index.htm,19 KB,2014-05-30,2014,0000008063,ASTRONICS CORP
1572,https://www.sec.gov/Archives/edgar/data/880807/000119312514219937/0001193125-14-219937-index.htm,49 KB,2014-05-30,2014,0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/
1575,https://www.sec.gov/Archives/edgar/data/1419581/000119312514222228/0001193125-14-222228-index.htm,41 KB,2014-06-02,2014,0001419581,Federal-Mogul Holdings LLC
1581,https://www.sec.gov/Archives/edgar/data/912603/000107261314000282/0001072613-14-000282-index.htm,20 KB,2014-06-02,2014,0000912603,"SCHNITZER STEEL INDUSTRIES, INC."
1585,https://www.sec.gov/Archives/edgar/data/840715/000084071514000028/0000840715-14-000028-index.htm,34 KB,2014-08-04,2014,0000840715,CLEARONE INC
1594,https://www.sec.gov/Archives/edgar/data/40545/000004054514000011/0000040545-14-000011-index.htm,425 KB,2014-06-02,2014,0000040545,GENERAL ELECTRIC CO
1602,https://www.sec.gov/Archives/edgar/data/788329/000114036114023918/0001140361-14-023918-index.htm,777 KB,2014-06-02,2014,0000788329,JOHNSON OUTDOORS INC
1608,https://www.sec.gov/Archives/edgar/data/110390/000095015714000544/0000950157-14-000544-index.htm,26 KB,2014-06-02,2014,0000110390,UNILEVER N V
1614,https://www.sec.gov/Archives/edgar/data/216228/000021622814000021/0000216228-14-000021-index.htm,38 KB,2014-05-30,2014,0000216228,ITT Inc.
1620,https://www.sec.gov/Archives/edgar/data/721683/000119312514221126/0001193125-14-221126-index.htm,18 KB,2014-06-02,2014,0000721683,TOTAL SYSTEM SERVICES INC
1626,https://www.sec.gov/Archives/edgar/data/353278/000119312514219081/0001193125-14-219081-index.htm,16 KB,2014-05-30,2014,0000353278,NOVO NORDISK A S
1632,https://www.sec.gov/Archives/edgar/data/893691/000089369114000048/0000893691-14-000048-index.htm,23 KB,2014-06-02,2014,0000893691,MASONITE INTERNATIONAL CORP
1638,https://www.sec.gov/Archives/edgar/data/719274/000143774914010331/0001437749-14-010331-index.htm,29 KB,2014-06-02,2014,0000719274,GIGA TRONICS INC
1641,https://www.sec.gov/Archives/edgar/data/922612/000119312514222214/0001193125-14-222214-index.htm,20 KB,2014-06-02,2014,0000922612,SCHMITT INDUSTRIES INC
1650,https://www.sec.gov/Archives/edgar/data/1021604/000117891314001958/0001178913-14-001958-index.htm,47 KB,2014-06-02,2014,0001021604,ON TRACK INNOVATIONS LTD
1656,https://www.sec.gov/Archives/edgar/data/858655/000110465914043073/0001104659-14-043073-index.htm,28 KB,2014-06-02,2014,0000858655,HAYNES INTERNATIONAL INC
1662,https://www.sec.gov/Archives/edgar/data/75288/000007528814000023/0000075288-14-000023-index.htm,63 KB,2014-06-02,2014,0000075288,OXFORD INDUSTRIES INC
1668,https://www.sec.gov/Archives/edgar/data/1096343/000109634314000021/0001096343-14-000021-index.htm,56 KB,2014-05-30,2014,0001096343,MARKEL CORP
1674,https://www.sec.gov/Archives/edgar/data/927355/000114036114023762/0001140361-14-023762-index.htm,46 KB,2014-05-30,2014,0000927355,TESSCO TECHNOLOGIES INC
1680,https://www.sec.gov/Archives/edgar/data/750004/000144530514002453/0001445305-14-002453-index.htm,39 KB,2014-06-02,2014,0000750004,SCIENTIFIC GAMES CORP
1686,https://www.sec.gov/Archives/edgar/data/59527/000005952714000014/0000059527-14-000014-index.htm,34 KB,2014-05-29,2014,0000059527,LINCOLN ELECTRIC HOLDINGS INC
1692,https://www.sec.gov/Archives/edgar/data/313716/000110465914042870/0001104659-14-042870-index.htm,33 KB,2014-05-30,2014,0000313716,HARDINGE INC
1695,https://www.sec.gov/Archives/edgar/data/1432150/000114036114023769/0001140361-14-023769-index.htm,172 KB,2014-05-30,2014,0001432150,"GigPeak, Inc."
1701,https://www.sec.gov/Archives/edgar/data/1342874/000119312514219761/0001193125-14-219761-index.htm,31 KB,2014-05-30,2014,0001342874,Ternium S.A.
1702,https://www.sec.gov/Archives/edgar/data/37785/000003778514000025/0000037785-14-000025-index.htm,36 KB,2014-05-23,2014,0000037785,FMC CORP
1709,https://www.sec.gov/Archives/edgar/data/1280263/000119312514222213/0001193125-14-222213-index.htm,32 KB,2014-06-02,2014,0001280263,AMBARELLA INC
1715,https://www.sec.gov/Archives/edgar/data/352825/000119312514220218/0001193125-14-220218-index.htm,45 KB,2014-06-02,2014,0000352825,FOSTER L B CO
1721,https://www.sec.gov/Archives/edgar/data/835403/000114420414034432/0001144204-14-034432-index.htm,15 KB,2014-05-30,2014,0000835403,DIAGEO PLC
1727,https://www.sec.gov/Archives/edgar/data/1463101/000119312514222384/0001193125-14-222384-index.htm,125 KB,2014-06-02,2014,0001463101,"Enphase Energy, Inc."
1733,https://www.sec.gov/Archives/edgar/data/851205/000085120514000010/0000851205-14-000010-index.htm,55 KB,2014-06-02,2014,0000851205,COGNEX CORP
1739,https://www.sec.gov/Archives/edgar/data/1279695/000119312514221649/0001193125-14-221649-index.htm,20 KB,2014-06-02,2014,0001279695,UNIVERSAL BIOSENSORS INC
1749,https://www.sec.gov/Archives/edgar/data/764180/000076418014000043/0000764180-14-000043-index.htm,30 KB,2014-05-30,2014,0000764180,"ALTRIA GROUP, INC."
1755,https://www.sec.gov/Archives/edgar/data/913142/000119312514221233/0001193125-14-221233-index.htm,43 KB,2014-06-02,2014,0000913142,BELDEN INC.
1761,https://www.sec.gov/Archives/edgar/data/1417398/000110465914043215/0001104659-14-043215-index.htm,31 KB,2014-06-02,2014,0001417398,"Hillenbrand, Inc."
1769,https://www.sec.gov/Archives/edgar/data/943452/000119312514222448/0001193125-14-222448-index.htm,187 KB,2014-06-02,2014,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP
1775,https://www.sec.gov/Archives/edgar/data/763744/000076374414000008/0000763744-14-000008-index.htm,143 KB,2014-06-02,2014,0000763744,LCI INDUSTRIES
1781,https://www.sec.gov/Archives/edgar/data/1421517/000143774914010333/0001437749-14-010333-index.htm,60 KB,2014-06-02,2014,0001421517,"Energy Recovery, Inc."
1790,https://www.sec.gov/Archives/edgar/data/918541/000119312514221596/0001193125-14-221596-index.htm,22 KB,2014-06-02,2014,0000918541,NN INC
1796,https://www.sec.gov/Archives/edgar/data/884940/000119312514219459/0001193125-14-219459-index.htm,82 KB,2014-05-30,2014,0000884940,STEIN MART INC
1802,https://www.sec.gov/Archives/edgar/data/916789/000110465914043214/0001104659-14-043214-index.htm,237 KB,2014-06-02,2014,0000916789,HELEN OF TROY LTD
1808,https://www.sec.gov/Archives/edgar/data/49615/000114420414034907/0001144204-14-034907-index.htm,24 KB,2014-06-02,2014,0000049615,ID SYSTEMS INC
1814,https://www.sec.gov/Archives/edgar/data/1573097/000110465914042711/0001104659-14-042711-index.htm,39 KB,2014-05-30,2014,0001573097,"HD Supply Holdings, Inc."
1817,https://www.sec.gov/Archives/edgar/data/719866/000119312514219299/0001193125-14-219299-index.htm,51 KB,2014-05-30,2014,0000719866,ARCTIC CAT INC
1824,https://www.sec.gov/Archives/edgar/data/931148/000093114814000099/0000931148-14-000099-index.htm,50 KB,2014-06-02,2014,0000931148,GRAFTECH INTERNATIONAL LTD
1828,https://www.sec.gov/Archives/edgar/data/1022705/000102270514000045/0001022705-14-000045-index.htm,42 KB,2014-06-02,2014,0001022705,TESCO CORP
1834,https://www.sec.gov/Archives/edgar/data/313143/000031314314000060/0000313143-14-000060-index.htm,60 KB,2014-06-02,2014,0000313143,HAEMONETICS CORP
1840,https://www.sec.gov/Archives/edgar/data/61986/000006198614000024/0000061986-14-000024-index.htm,40 KB,2014-05-30,2014,0000061986,MANITOWOC CO INC
1846,https://www.sec.gov/Archives/edgar/data/1050797/000119312514219440/0001193125-14-219440-index.htm,85 KB,2014-05-30,2014,0001050797,COLUMBIA SPORTSWEAR CO
1852,https://www.sec.gov/Archives/edgar/data/789019/000119312514222351/0001193125-14-222351-index.htm,300 KB,2014-06-02,2014,0000789019,MICROSOFT CORP
1858,https://www.sec.gov/Archives/edgar/data/1111863/000111186314000018/0001111863-14-000018-index.htm,50 KB,2014-06-02,2014,0001111863,SIERRA WIRELESS INC
1863,https://www.sec.gov/Archives/edgar/data/357020/000119312514221516/0001193125-14-221516-index.htm,33 KB,2014-06-02,2014,0000357020,Xcerra Corp
1869,https://www.sec.gov/Archives/edgar/data/1092796/000119312514225759/0001193125-14-225759-index.htm,44 KB,2014-06-04,2014,0001092796,AMERICAN OUTDOOR BRANDS CORP
1870,https://www.sec.gov/Archives/edgar/data/1092796/000119312514222197/0001193125-14-222197-index.htm,42 KB,2014-06-02,2014,0001092796,AMERICAN OUTDOOR BRANDS CORP
1874,https://www.sec.gov/Archives/edgar/data/1405503/000119312514218654/0001193125-14-218654-index.htm,15 KB,2014-05-30,2014,0001405503,"China Digital TV Holding Co., Ltd."
1883,https://www.sec.gov/Archives/edgar/data/51143/000110465914043107/0001104659-14-043107-index.htm,469 KB,2014-06-02,2014,0000051143,INTERNATIONAL BUSINESS MACHINES CORP
1889,https://www.sec.gov/Archives/edgar/data/47518/000121465914003844/0001214659-14-003844-index.htm,641 KB,2014-05-23,2014,0000047518,"Hill-Rom Holdings, Inc."
1898,https://www.sec.gov/Archives/edgar/data/1094285/000109428514000123/0001094285-14-000123-index.htm,32 KB,2014-05-29,2014,0001094285,TELEDYNE TECHNOLOGIES INC
1909,https://www.sec.gov/Archives/edgar/data/885725/000110465914042916/0001104659-14-042916-index.htm,65 KB,2014-05-30,2014,0000885725,BOSTON SCIENTIFIC CORP
1915,https://www.sec.gov/Archives/edgar/data/1370431/000119312514222526/0001193125-14-222526-index.htm,20 KB,2014-06-02,2014,0001370431,Vedanta Ltd
1921,https://www.sec.gov/Archives/edgar/data/935494/000114036114024050/0001140361-14-024050-index.htm,61 KB,2014-06-02,2014,0000935494,NATIONAL INSTRUMENTS CORP
1927,https://www.sec.gov/Archives/edgar/data/1172494/000095010314003759/0000950103-14-003759-index.htm,67 KB,2014-05-30,2014,0001172494,AU OPTRONICS CORP
1933,https://www.sec.gov/Archives/edgar/data/1120914/000143774914010489/0001437749-14-010489-index.htm,35 KB,2014-06-02,2014,0001120914,PDF SOLUTIONS INC
1942,https://www.sec.gov/Archives/edgar/data/7536/000152650814000029/0001526508-14-000029-index.htm,47 KB,2014-06-02,2014,0000007536,ARROW ELECTRONICS INC
1948,https://www.sec.gov/Archives/edgar/data/6951/000119312514219939/0001193125-14-219939-index.htm,47 KB,2014-05-30,2014,0000006951,APPLIED MATERIALS INC /DE
1954,https://www.sec.gov/Archives/edgar/data/108312/000119312514221361/0001193125-14-221361-index.htm,54 KB,2014-06-02,2014,0000108312,"Woodward, Inc."
1960,https://www.sec.gov/Archives/edgar/data/75362/000119312514221948/0001193125-14-221948-index.htm,16 KB,2014-06-02,2014,0000075362,PACCAR INC
1969,https://www.sec.gov/Archives/edgar/data/856982/000085698214000029/0000856982-14-000029-index.htm,34 KB,2014-06-02,2014,0000856982,MERIT MEDICAL SYSTEMS INC
1980,https://www.sec.gov/Archives/edgar/data/1177394/000117739414000024/0001177394-14-000024-index.htm,61 KB,2014-06-02,2014,0001177394,SYNNEX CORP
1984,https://www.sec.gov/Archives/edgar/data/1005699/000117891314001962/0001178913-14-001962-index.htm,66 KB,2014-06-02,2014,0001005699,MAGICJACK VOCALTEC LTD
1990,https://www.sec.gov/Archives/edgar/data/1094392/000109439214000023/0001094392-14-000023-index.htm,52 KB,2014-05-29,2014,0001094392,RUDOLPH TECHNOLOGIES INC
1996,https://www.sec.gov/Archives/edgar/data/1486957/000119312514221211/0001193125-14-221211-index.htm,58 KB,2014-06-02,2014,0001486957,"BWX Technologies, Inc."
2002,https://www.sec.gov/Archives/edgar/data/91142/000119312514218900/0001193125-14-218900-index.htm,46 KB,2014-05-30,2014,0000091142,SMITH A O CORP
2008,https://www.sec.gov/Archives/edgar/data/1467858/000146785814000151/0001467858-14-000151-index.htm,46 KB,2014-06-02,2014,0001467858,General Motors Co
2014,https://www.sec.gov/Archives/edgar/data/1282637/000119312514221136/0001193125-14-221136-index.htm,16 KB,2014-06-02,2014,0001282637,NEWMARKET CORP
2019,https://www.sec.gov/Archives/edgar/data/1110783/000111078314000083/0001110783-14-000083-index.htm,38 KB,2014-06-02,2014,0001110783,MONSANTO CO /NEW/
