,link,size,filing_date,year,cik
1215,https://www.sec.gov/Archives/edgar/data/830616/000114420416104349/0001144204-16-104349-index.htm,44 KB,2016-05-24,2016,0000830616
1220,https://www.sec.gov/Archives/edgar/data/918580/000114420416105417/0001144204-16-105417-index.htm,23 KB,2016-05-27,2016,0000918580
1227,https://www.sec.gov/Archives/edgar/data/277509/000027750916000125/0000277509-16-000125-index.htm,485 KB,2016-05-31,2016,0000277509
1233,https://www.sec.gov/Archives/edgar/data/835011/000162828016016863/0001628280-16-016863-index.htm,35 KB,2016-05-31,2016,0000835011
1239,https://www.sec.gov/Archives/edgar/data/863064/000100329716000737/0001003297-16-000737-index.htm,376 KB,2016-05-27,2016,0000863064
1246,https://www.sec.gov/Archives/edgar/data/29002/000156459016020179/0001564590-16-020179-index.htm,211 KB,2016-05-31,2016,0000029002
1252,https://www.sec.gov/Archives/edgar/data/880266/000088026616000057/0000880266-16-000057-index.htm,42 KB,2016-05-23,2016,0000880266
1256,https://www.sec.gov/Archives/edgar/data/912833/000091283316000113/0000912833-16-000113-index.htm,1 MB,2016-05-31,2016,0000912833
1261,https://www.sec.gov/Archives/edgar/data/6284/000119312516608077/0001193125-16-608077-index.htm,150 KB,2016-05-31,2016,0000006284
1267,https://www.sec.gov/Archives/edgar/data/1057083/000119312516605502/0001193125-16-605502-index.htm,24 KB,2016-05-27,2016,0001057083
1273,https://www.sec.gov/Archives/edgar/data/1436126/000143612616000053/0001436126-16-000053-index.htm,30 KB,2016-05-31,2016,0001436126
1278,https://www.sec.gov/Archives/edgar/data/319815/000031981516000132/0000319815-16-000132-index.htm,318 KB,2016-05-27,2016,0000319815
1284,https://www.sec.gov/Archives/edgar/data/353020/000035302016000094/0000353020-16-000094-index.htm,21 KB,2016-05-31,2016,0000353020
1290,https://www.sec.gov/Archives/edgar/data/57131/000110465916124467/0001104659-16-124467-index.htm,440 KB,2016-05-31,2016,0000057131
1294,https://www.sec.gov/Archives/edgar/data/791519/000079151916000122/0000791519-16-000122-index.htm,170 KB,2016-05-27,2016,0000791519
1300,https://www.sec.gov/Archives/edgar/data/354908/000119312516608276/0001193125-16-608276-index.htm,37 KB,2016-05-31,2016,0000354908
1306,https://www.sec.gov/Archives/edgar/data/866706/000114036116067235/0001140361-16-067235-index.htm,467 KB,2016-05-26,2016,0000866706
1311,https://www.sec.gov/Archives/edgar/data/1574815/000119312516608590/0001193125-16-608590-index.htm,18 KB,2016-05-31,2016,0001574815
1314,https://www.sec.gov/Archives/edgar/data/1137411/000113741116000195/0001137411-16-000195-index.htm,626 KB,2016-05-26,2016,0001137411
1320,https://www.sec.gov/Archives/edgar/data/78814/000007881416000049/0000078814-16-000049-index.htm,377 KB,2016-05-26,2016,0000078814
1326,https://www.sec.gov/Archives/edgar/data/808326/000080832616000055/0000808326-16-000055-index.htm,798 KB,2016-05-27,2016,0000808326
1332,https://www.sec.gov/Archives/edgar/data/21076/000120677416006104/0001206774-16-006104-index.htm,17 KB,2016-05-27,2016,0000021076
1338,https://www.sec.gov/Archives/edgar/data/1122904/000112290416000229/0001122904-16-000229-index.htm,363 KB,2016-05-27,2016,0001122904
1344,https://www.sec.gov/Archives/edgar/data/103379/000119312516602383/0001193125-16-602383-index.htm,80 KB,2016-05-25,2016,0000103379
1350,https://www.sec.gov/Archives/edgar/data/1158895/000119312516607269/0001193125-16-607269-index.htm,14 KB,2016-05-31,2016,0001158895
1353,https://www.sec.gov/Archives/edgar/data/844143/000110465916124048/0001104659-16-124048-index.htm,27 KB,2016-05-27,2016,0000844143
1359,https://www.sec.gov/Archives/edgar/data/837465/000119312516597224/0001193125-16-597224-index.htm,16 KB,2016-05-20,2016,0000837465
1365,https://www.sec.gov/Archives/edgar/data/889971/000138713116005735/0001387131-16-005735-index.htm,26 KB,2016-05-31,2016,0000889971
1371,https://www.sec.gov/Archives/edgar/data/917520/000119312516608370/0001193125-16-608370-index.htm,30 KB,2016-05-31,2016,0000917520
1377,https://www.sec.gov/Archives/edgar/data/850209/000114420416101080/0001144204-16-101080-index.htm,34 KB,2016-05-12,2016,0000850209
1383,https://www.sec.gov/Archives/edgar/data/55785/000005578516000159/0000055785-16-000159-index.htm,1 MB,2016-05-27,2016,0000055785
1389,https://www.sec.gov/Archives/edgar/data/356037/000035603716000026/0000356037-16-000026-index.htm,402 KB,2016-05-25,2016,0000356037
1396,https://www.sec.gov/Archives/edgar/data/1579157/000156459016020155/0001564590-16-020155-index.htm,23 KB,2016-05-31,2016,0001579157
1401,https://www.sec.gov/Archives/edgar/data/2969/000119312516607829/0001193125-16-607829-index.htm,98 KB,2016-05-31,2016,0000002969
1407,https://www.sec.gov/Archives/edgar/data/1366868/000136686816000166/0001366868-16-000166-index.htm,79 KB,2016-05-31,2016,0001366868
1412,https://www.sec.gov/Archives/edgar/data/749037/000119312516602941/0001193125-16-602941-index.htm,74 KB,2016-05-26,2016,0000749037
1423,https://www.sec.gov/Archives/edgar/data/351998/000035199816000049/0000351998-16-000049-index.htm,1 MB,2016-05-31,2016,0000351998
1429,https://www.sec.gov/Archives/edgar/data/25445/000162828016016725/0001628280-16-016725-index.htm,42 KB,2016-05-26,2016,0000025445
1434,https://www.sec.gov/Archives/edgar/data/1090633/000117184316010349/0001171843-16-010349-index.htm,29 KB,2016-05-27,2016,0001090633
1441,https://www.sec.gov/Archives/edgar/data/1329394/000119312516607924/0001193125-16-607924-index.htm,29 KB,2016-05-31,2016,0001329394
1447,https://www.sec.gov/Archives/edgar/data/1024478/000119312516607688/0001193125-16-607688-index.htm,233 KB,2016-05-31,2016,0001024478
1455,https://www.sec.gov/Archives/edgar/data/1289850/000114420416104663/0001144204-16-104663-index.htm,31 KB,2016-05-25,2016,0001289850
1464,https://www.sec.gov/Archives/edgar/data/1009759/000110465916124508/0001104659-16-124508-index.htm,58 KB,2016-05-31,2016,0001009759
1470,https://www.sec.gov/Archives/edgar/data/1001115/000119312516596882/0001193125-16-596882-index.htm,15 KB,2016-05-20,2016,0001001115
1476,https://www.sec.gov/Archives/edgar/data/45876/000004587616000111/0000045876-16-000111-index.htm,549 KB,2016-05-31,2016,0000045876
1482,https://www.sec.gov/Archives/edgar/data/1574774/000110465916124484/0001104659-16-124484-index.htm,639 KB,2016-05-31,2016,0001574774
1488,https://www.sec.gov/Archives/edgar/data/1365767/000117891316005627/0001178913-16-005627-index.htm,710 KB,2016-06-02,2016,0001365767
1494,https://www.sec.gov/Archives/edgar/data/785786/000078578616000080/0000785786-16-000080-index.htm,388 KB,2016-05-26,2016,0000785786
1497,https://www.sec.gov/Archives/edgar/data/801898/000080189816000193/0000801898-16-000193-index.htm,3 MB,2016-05-31,2016,0000801898
1503,https://www.sec.gov/Archives/edgar/data/914156/000155837016006182/0001558370-16-006182-index.htm,263 KB,2016-05-27,2016,0000914156
1506,https://www.sec.gov/Archives/edgar/data/1088162/000119312516591856/0001193125-16-591856-index.htm,358 KB,2016-05-16,2016,0001088162
1512,https://www.sec.gov/Archives/edgar/data/912093/000119312516608318/0001193125-16-608318-index.htm,38 KB,2016-05-31,2016,0000912093
1518,https://www.sec.gov/Archives/edgar/data/1336917/000133691716000084/0001336917-16-000084-index.htm,64 KB,2016-05-31,2016,0001336917
1524,https://www.sec.gov/Archives/edgar/data/1800/000110465916124278/0001104659-16-124278-index.htm,421 KB,2016-05-31,2016,0000001800
1528,https://www.sec.gov/Archives/edgar/data/866970/000143774916034567/0001437749-16-034567-index.htm,62 KB,2016-06-29,2016,0000866970
1534,https://www.sec.gov/Archives/edgar/data/830524/000155837016006233/0001558370-16-006233-index.htm,96 KB,2016-05-31,2016,0000830524
1540,https://www.sec.gov/Archives/edgar/data/766792/000114036116067771/0001140361-16-067771-index.htm,51 KB,2016-05-31,2016,0000766792
1546,https://www.sec.gov/Archives/edgar/data/887730/000088773016000113/0000887730-16-000113-index.htm,361 KB,2016-05-26,2016,0000887730
1551,https://www.sec.gov/Archives/edgar/data/1502916/000114420416104964/0001144204-16-104964-index.htm,175 KB,2016-05-26,2016,0001502916
1558,https://www.sec.gov/Archives/edgar/data/867773/000086777316000123/0000867773-16-000123-index.htm,391 KB,2016-05-31,2016,0000867773
1564,https://www.sec.gov/Archives/edgar/data/8063/000000806316000007/0000008063-16-000007-index.htm,34 KB,2016-05-31,2016,0000008063
1570,https://www.sec.gov/Archives/edgar/data/880807/000119312516606336/0001193125-16-606336-index.htm,255 KB,2016-05-27,2016,0000880807
1573,https://www.sec.gov/Archives/edgar/data/1419581/000119312516606500/0001193125-16-606500-index.htm,181 KB,2016-05-27,2016,0001419581
1579,https://www.sec.gov/Archives/edgar/data/912603/000091260316000231/0000912603-16-000231-index.htm,28 KB,2016-05-31,2016,0000912603
1583,https://www.sec.gov/Archives/edgar/data/840715/000084071516000082/0000840715-16-000082-index.htm,352 KB,2016-05-25,2016,0000840715
1587,https://www.sec.gov/Archives/edgar/data/1054905/000119312516599054/0001193125-16-599054-index.htm,47 KB,2016-05-23,2016,0001054905
1592,https://www.sec.gov/Archives/edgar/data/40545/000120677416006110/0001206774-16-006110-index.htm,216 KB,2016-05-31,2016,0000040545
1600,https://www.sec.gov/Archives/edgar/data/788329/000114036116067783/0001140361-16-067783-index.htm,352 KB,2016-05-31,2016,0000788329
1606,https://www.sec.gov/Archives/edgar/data/110390/000101968716006509/0001019687-16-006509-index.htm,24 KB,2016-05-31,2016,0000110390
1612,https://www.sec.gov/Archives/edgar/data/216228/000021622816000123/0000216228-16-000123-index.htm,51 KB,2016-05-31,2016,0000216228
1618,https://www.sec.gov/Archives/edgar/data/721683/000119312516596894/0001193125-16-596894-index.htm,20 KB,2016-05-20,2016,0000721683
1624,https://www.sec.gov/Archives/edgar/data/353278/000095010316013628/0000950103-16-013628-index.htm,24 KB,2016-05-27,2016,0000353278
1630,https://www.sec.gov/Archives/edgar/data/893691/000089369116000090/0000893691-16-000090-index.htm,25 KB,2016-05-23,2016,0000893691
1636,https://www.sec.gov/Archives/edgar/data/719274/000143774916032202/0001437749-16-032202-index.htm,37 KB,2016-05-18,2016,0000719274
1639,https://www.sec.gov/Archives/edgar/data/922612/000119312516608312/0001193125-16-608312-index.htm,32 KB,2016-05-31,2016,0000922612
1648,https://www.sec.gov/Archives/edgar/data/1021604/000117891316005568/0001178913-16-005568-index.htm,45 KB,2016-05-31,2016,0001021604
1654,https://www.sec.gov/Archives/edgar/data/858655/000110465916124482/0001104659-16-124482-index.htm,27 KB,2016-05-31,2016,0000858655
1660,https://www.sec.gov/Archives/edgar/data/75288/000007528816000101/0000075288-16-000101-index.htm,51 KB,2016-05-31,2016,0000075288
1666,https://www.sec.gov/Archives/edgar/data/1096343/000109634316000304/0001096343-16-000304-index.htm,48 KB,2016-05-27,2016,0001096343
1672,https://www.sec.gov/Archives/edgar/data/927355/000155837016006201/0001558370-16-006201-index.htm,104 KB,2016-05-27,2016,0000927355
1678,https://www.sec.gov/Archives/edgar/data/750004/000110465916124067/0001104659-16-124067-index.htm,47 KB,2016-05-27,2016,0000750004
1684,https://www.sec.gov/Archives/edgar/data/59527/000005952716000045/0000059527-16-000045-index.htm,38 KB,2016-05-26,2016,0000059527
1690,https://www.sec.gov/Archives/edgar/data/313716/000110465916124050/0001104659-16-124050-index.htm,38 KB,2016-05-27,2016,0000313716
1693,https://www.sec.gov/Archives/edgar/data/1432150/000114036116067601/0001140361-16-067601-index.htm,148 KB,2016-05-27,2016,0001432150
1699,https://www.sec.gov/Archives/edgar/data/1342874/000161577416005655/0001615774-16-005655-index.htm,34 KB,2016-05-26,2016,0001342874
1707,https://www.sec.gov/Archives/edgar/data/1280263/000119312516608308/0001193125-16-608308-index.htm,67 KB,2016-05-31,2016,0001280263
1713,https://www.sec.gov/Archives/edgar/data/352825/000119312516605204/0001193125-16-605204-index.htm,160 KB,2016-05-27,2016,0000352825
1719,https://www.sec.gov/Archives/edgar/data/835403/000101968716006499/0001019687-16-006499-index.htm,16 KB,2016-05-31,2016,0000835403
1725,https://www.sec.gov/Archives/edgar/data/1463101/000119312516606342/0001193125-16-606342-index.htm,156 KB,2016-05-27,2016,0001463101
1731,https://www.sec.gov/Archives/edgar/data/851205/000085120516000032/0000851205-16-000032-index.htm,72 KB,2016-05-20,2016,0000851205
1737,https://www.sec.gov/Archives/edgar/data/1279695/000119312516609550/0001193125-16-609550-index.htm,19 KB,2016-06-01,2016,0001279695
1743,https://www.sec.gov/Archives/edgar/data/1616318/000161631816000102/0001616318-16-000102-index.htm,257 KB,2016-05-31,2016,0001616318
1747,https://www.sec.gov/Archives/edgar/data/764180/000076418016000157/0000764180-16-000157-index.htm,82 KB,2016-05-25,2016,0000764180
1753,https://www.sec.gov/Archives/edgar/data/913142/000119312516608274/0001193125-16-608274-index.htm,52 KB,2016-05-31,2016,0000913142
1759,https://www.sec.gov/Archives/edgar/data/1417398/000141739816000069/0001417398-16-000069-index.htm,78 KB,2016-05-31,2016,0001417398
1765,https://www.sec.gov/Archives/edgar/data/7623/000143774916032892/0001437749-16-032892-index.htm,44 KB,2016-05-27,2016,0000007623
1767,https://www.sec.gov/Archives/edgar/data/943452/000119312516608011/0001193125-16-608011-index.htm,110 KB,2016-05-31,2016,0000943452
1773,https://www.sec.gov/Archives/edgar/data/763744/000076374416000464/0000763744-16-000464-index.htm,547 KB,2016-05-31,2016,0000763744
1779,https://www.sec.gov/Archives/edgar/data/1421517/000143774916032474/0001437749-16-032474-index.htm,487 KB,2016-05-20,2016,0001421517
1788,https://www.sec.gov/Archives/edgar/data/918541/000119312516607907/0001193125-16-607907-index.htm,16 KB,2016-05-31,2016,0000918541
1794,https://www.sec.gov/Archives/edgar/data/884940/000119312516605367/0001193125-16-605367-index.htm,58 KB,2016-05-27,2016,0000884940
1800,https://www.sec.gov/Archives/edgar/data/916789/000110465916124385/0001104659-16-124385-index.htm,620 KB,2016-05-31,2016,0000916789
1806,https://www.sec.gov/Archives/edgar/data/49615/000092189516004673/0000921895-16-004673-index.htm,40 KB,2016-05-25,2016,0000049615
1812,https://www.sec.gov/Archives/edgar/data/1573097/000110465916124477/0001104659-16-124477-index.htm,70 KB,2016-05-31,2016,0001573097
1815,https://www.sec.gov/Archives/edgar/data/719866/000119312516606483/0001193125-16-606483-index.htm,138 KB,2016-05-27,2016,0000719866
1822,https://www.sec.gov/Archives/edgar/data/931148/000093114816000115/0000931148-16-000115-index.htm,50 KB,2016-05-26,2016,0000931148
1826,https://www.sec.gov/Archives/edgar/data/1022705/000102270516000082/0001022705-16-000082-index.htm,493 KB,2016-05-31,2016,0001022705
1832,https://www.sec.gov/Archives/edgar/data/313143/000031314316000126/0000313143-16-000126-index.htm,738 KB,2016-05-31,2016,0000313143
1838,https://www.sec.gov/Archives/edgar/data/61986/000006198616000097/0000061986-16-000097-index.htm,471 KB,2016-05-27,2016,0000061986
1844,https://www.sec.gov/Archives/edgar/data/1050797/000105079716000032/0001050797-16-000032-index.htm,214 KB,2016-05-27,2016,0001050797
1850,https://www.sec.gov/Archives/edgar/data/789019/000119312516608106/0001193125-16-608106-index.htm,772 KB,2016-05-31,2016,0000789019
1856,https://www.sec.gov/Archives/edgar/data/1111863/000111186316000044/0001111863-16-000044-index.htm,512 KB,2016-05-31,2016,0001111863
1861,https://www.sec.gov/Archives/edgar/data/357020/000119312516607895/0001193125-16-607895-index.htm,34 KB,2016-05-31,2016,0000357020
1867,https://www.sec.gov/Archives/edgar/data/1092796/000119312516609884/0001193125-16-609884-index.htm,57 KB,2016-06-01,2016,0001092796
1872,https://www.sec.gov/Archives/edgar/data/1405503/000114420416105666/0001144204-16-105666-index.htm,34 KB,2016-05-31,2016,0001405503
1877,https://www.sec.gov/Archives/edgar/data/883107/000119312516607362/0001193125-16-607362-index.htm,15 KB,2016-05-31,2016,0000883107
1881,https://www.sec.gov/Archives/edgar/data/51143/000110465916124084/0001104659-16-124084-index.htm,579 KB,2016-05-27,2016,0000051143
1887,https://www.sec.gov/Archives/edgar/data/47518/000121465916011643/0001214659-16-011643-index.htm,1 MB,2016-05-17,2016,0000047518
1892,https://www.sec.gov/Archives/edgar/data/1636023/000117184316010390/0001171843-16-010390-index.htm,35 KB,2016-05-31,2016,0001636023
1896,https://www.sec.gov/Archives/edgar/data/1094285/000109428516000231/0001094285-16-000231-index.htm,543 KB,2016-05-31,2016,0001094285
1902,https://www.sec.gov/Archives/edgar/data/1533998/000114420416105865/0001144204-16-105865-index.htm,20 KB,2016-05-31,2016,0001533998
1907,https://www.sec.gov/Archives/edgar/data/885725/000110465916123666/0001104659-16-123666-index.htm,80 KB,2016-05-26,2016,0000885725
1913,https://www.sec.gov/Archives/edgar/data/1370431/000119312516607119/0001193125-16-607119-index.htm,23 KB,2016-05-31,2016,0001370431
1919,https://www.sec.gov/Archives/edgar/data/935494/000114036116066312/0001140361-16-066312-index.htm,259 KB,2016-05-19,2016,0000935494
1925,https://www.sec.gov/Archives/edgar/data/1172494/000095010316013739/0000950103-16-013739-index.htm,51 KB,2016-05-31,2016,0001172494
1931,https://www.sec.gov/Archives/edgar/data/1120914/000143774916033110/0001437749-16-033110-index.htm,31 KB,2016-06-01,2016,0001120914
1940,https://www.sec.gov/Archives/edgar/data/7536/000165003016000021/0001650030-16-000021-index.htm,1 MB,2016-05-31,2016,0000007536
1946,https://www.sec.gov/Archives/edgar/data/6951/000119312516605831/0001193125-16-605831-index.htm,347 KB,2016-05-27,2016,0000006951
1952,https://www.sec.gov/Archives/edgar/data/108312/000119312516608665/0001193125-16-608665-index.htm,210 KB,2016-05-31,2016,0000108312
1958,https://www.sec.gov/Archives/edgar/data/75362/000119312516608040/0001193125-16-608040-index.htm,177 KB,2016-05-31,2016,0000075362
1962,https://www.sec.gov/Archives/edgar/data/930775/000114420416102915/0001144204-16-102915-index.htm,17 KB,2016-05-17,2016,0000930775
1967,https://www.sec.gov/Archives/edgar/data/856982/000085698216000088/0000856982-16-000088-index.htm,1 MB,2016-05-27,2016,0000856982
1973,https://www.sec.gov/Archives/edgar/data/1327567/000119312516606362/0001193125-16-606362-index.htm,30 KB,2016-05-27,2016,0001327567
1978,https://www.sec.gov/Archives/edgar/data/1177394/000117739416000065/0001177394-16-000065-index.htm,402 KB,2016-05-31,2016,0001177394
1982,https://www.sec.gov/Archives/edgar/data/1005699/000117891316005593/0001178913-16-005593-index.htm,46 KB,2016-05-31,2016,0001005699
1988,https://www.sec.gov/Archives/edgar/data/1094392/000109439216000067/0001094392-16-000067-index.htm,49 KB,2016-05-27,2016,0001094392
1994,https://www.sec.gov/Archives/edgar/data/1486957/000148695716000014/0001486957-16-000014-index.htm,77 KB,2016-05-27,2016,0001486957
2000,https://www.sec.gov/Archives/edgar/data/91142/000119312516605620/0001193125-16-605620-index.htm,50 KB,2016-05-27,2016,0000091142
2006,https://www.sec.gov/Archives/edgar/data/1467858/000146785816000319/0001467858-16-000319-index.htm,283 KB,2016-05-31,2016,0001467858
2012,https://www.sec.gov/Archives/edgar/data/1282637/000119312516608538/0001193125-16-608538-index.htm,16 KB,2016-05-31,2016,0001282637
2017,https://www.sec.gov/Archives/edgar/data/1110783/000111078316000436/0001110783-16-000436-index.htm,40 KB,2016-05-31,2016,0001110783
2023,https://www.sec.gov/Archives/edgar/data/885590/000119312516608641/0001193125-16-608641-index.htm,36 KB,2016-05-31,2016,0000885590
2029,https://www.sec.gov/Archives/edgar/data/8947/000000894716000212/0000008947-16-000212-index.htm,60 KB,2016-05-25,2016,0000008947
2033,https://www.sec.gov/Archives/edgar/data/937966/000134100416001454/0001341004-16-001454-index.htm,90 KB,2016-05-31,2016,0000937966
2039,https://www.sec.gov/Archives/edgar/data/794172/000089225116000231/0000892251-16-000231-index.htm,46 KB,2016-05-27,2016,0000794172
2045,https://www.sec.gov/Archives/edgar/data/1489393/000119312516606207/0001193125-16-606207-index.htm,34 KB,2016-05-27,2016,0001489393
2054,https://www.sec.gov/Archives/edgar/data/63908/000006390816000124/0000063908-16-000124-index.htm,444 KB,2016-05-27,2016,0000063908
2060,https://www.sec.gov/Archives/edgar/data/1282266/000128226616000073/0001282266-16-000073-index.htm,465 KB,2016-05-27,2016,0001282266
2066,https://www.sec.gov/Archives/edgar/data/788920/000153442416000813/0001534424-16-000813-index.htm,40 KB,2016-06-13,2016,0000788920
2072,https://www.sec.gov/Archives/edgar/data/845982/000095010316013247/0000950103-16-013247-index.htm,214 KB,2016-05-09,2016,0000845982
2081,https://www.sec.gov/Archives/edgar/data/62996/000006299616000023/0000062996-16-000023-index.htm,163 KB,2016-05-26,2016,0000062996
2087,https://www.sec.gov/Archives/edgar/data/723603/000115752316005698/0001157523-16-005698-index.htm,22 KB,2016-05-23,2016,0000723603
2096,https://www.sec.gov/Archives/edgar/data/722572/000101968716006524/0001019687-16-006524-index.htm,105 KB,2016-05-31,2016,0000722572
2101,https://www.sec.gov/Archives/edgar/data/1094366/000117891316005562/0001178913-16-005562-index.htm,397 KB,2016-05-31,2016,0001094366
2107,https://www.sec.gov/Archives/edgar/data/712034/000071203416000104/0000712034-16-000104-index.htm,167 KB,2016-05-31,2016,0000712034
2113,https://www.sec.gov/Archives/edgar/data/26058/000002605816000074/0000026058-16-000074-index.htm,104 KB,2016-05-25,2016,0000026058
2126,https://www.sec.gov/Archives/edgar/data/16988/000119312516605020/0001193125-16-605020-index.htm,469 KB,2016-05-27,2016,0000016988
2130,https://www.sec.gov/Archives/edgar/data/1027884/000102788416000418/0001027884-16-000418-index.htm,67 KB,2016-05-26,2016,0001027884
2136,https://www.sec.gov/Archives/edgar/data/46080/000004608016000174/0000046080-16-000174-index.htm,182 KB,2016-05-27,2016,0000046080
2144,https://www.sec.gov/Archives/edgar/data/833640/000083364016000322/0000833640-16-000322-index.htm,535 KB,2016-05-27,2016,0000833640
2150,https://www.sec.gov/Archives/edgar/data/932787/000094787116001228/0000947871-16-001228-index.htm,299 KB,2016-05-27,2016,0000932787
2156,https://www.sec.gov/Archives/edgar/data/1508478/000095010316013516/0000950103-16-013516-index.htm,21 KB,2016-05-24,2016,0001508478
2165,https://www.sec.gov/Archives/edgar/data/812701/000110465916124376/0001104659-16-124376-index.htm,2 MB,2016-05-31,2016,0000812701
2169,https://www.sec.gov/Archives/edgar/data/1024657/000119312516599121/0001193125-16-599121-index.htm,26 KB,2016-05-23,2016,0001024657
2173,https://www.sec.gov/Archives/edgar/data/9892/000119312516596011/0001193125-16-596011-index.htm,226 KB,2016-05-19,2016,0000009892
2179,https://www.sec.gov/Archives/edgar/data/1002047/000119312516606379/0001193125-16-606379-index.htm,217 KB,2016-05-27,2016,0001002047
2185,https://www.sec.gov/Archives/edgar/data/98246/000009824616000280/0000098246-16-000280-index.htm,29 KB,2016-06-08,2016,0000098246
2186,https://www.sec.gov/Archives/edgar/data/98246/000009824616000259/0000098246-16-000259-index.htm,159 KB,2016-05-27,2016,0000098246
2189,https://www.sec.gov/Archives/edgar/data/1044435/000104443516000119/0001044435-16-000119-index.htm,31 KB,2016-05-26,2016,0001044435
2195,https://www.sec.gov/Archives/edgar/data/882835/000095010316013753/0000950103-16-013753-index.htm,263 KB,2016-05-31,2016,0000882835
2201,https://www.sec.gov/Archives/edgar/data/1333170/000133317016000030/0001333170-16-000030-index.htm,923 KB,2016-05-31,2016,0001333170
2207,https://www.sec.gov/Archives/edgar/data/1065837/000119312516622402/0001193125-16-622402-index.htm,13 KB,2016-06-15,2016,0001065837
2213,https://www.sec.gov/Archives/edgar/data/1015650/000119312516607123/0001193125-16-607123-index.htm,17 KB,2016-05-31,2016,0001015650
2219,https://www.sec.gov/Archives/edgar/data/67347/000114036116067822/0001140361-16-067822-index.htm,342 KB,2016-05-31,2016,0000067347
2225,https://www.sec.gov/Archives/edgar/data/897723/000110465916122646/0001104659-16-122646-index.htm,292 KB,2016-05-23,2016,0000897723
2228,https://www.sec.gov/Archives/edgar/data/716643/000071664316000080/0000716643-16-000080-index.htm,21 KB,2016-05-23,2016,0000716643
2234,https://www.sec.gov/Archives/edgar/data/932695/000119312516604992/0001193125-16-604992-index.htm,33 KB,2016-05-27,2016,0000932695
2240,https://www.sec.gov/Archives/edgar/data/716314/000119312516605149/0001193125-16-605149-index.htm,14 KB,2016-05-27,2016,0000716314
2246,https://www.sec.gov/Archives/edgar/data/722723/000110465916124058/0001104659-16-124058-index.htm,42 KB,2016-05-27,2016,0000722723
2252,https://www.sec.gov/Archives/edgar/data/1013606/000101360616000247/0001013606-16-000247-index.htm,152 KB,2016-05-27,2016,0001013606
2258,https://www.sec.gov/Archives/edgar/data/1107843/000119312516608531/0001193125-16-608531-index.htm,110 KB,2016-05-31,2016,0001107843
2264,https://www.sec.gov/Archives/edgar/data/1571123/000156459016020065/0001564590-16-020065-index.htm,23 KB,2016-05-27,2016,0001571123
2269,https://www.sec.gov/Archives/edgar/data/1294133/000156459016020103/0001564590-16-020103-index.htm,864 KB,2016-05-31,2016,0001294133
2275,https://www.sec.gov/Archives/edgar/data/3197/000119312516608570/0001193125-16-608570-index.htm,41 KB,2016-05-31,2016,0000003197
2283,https://www.sec.gov/Archives/edgar/data/354950/000035495016000071/0000354950-16-000071-index.htm,359 KB,2016-05-27,2016,0000354950
2289,https://www.sec.gov/Archives/edgar/data/63296/000006329616000141/0000063296-16-000141-index.htm,63 KB,2016-05-31,2016,0000063296
2295,https://www.sec.gov/Archives/edgar/data/1259515/000155837016006157/0001558370-16-006157-index.htm,533 KB,2016-05-26,2016,0001259515
2299,https://www.sec.gov/Archives/edgar/data/98362/000119312516607277/0001193125-16-607277-index.htm,27 KB,2016-05-31,2016,0000098362
2305,https://www.sec.gov/Archives/edgar/data/355948/000138713116005729/0001387131-16-005729-index.htm,85 KB,2016-05-31,2016,0000355948
2311,https://www.sec.gov/Archives/edgar/data/33533/000117494716002746/0001174947-16-002746-index.htm,71 KB,2016-05-31,2016,0000033533
2317,https://www.sec.gov/Archives/edgar/data/933974/000093397416000074/0000933974-16-000074-index.htm,139 KB,2016-05-26,2016,0000933974
2323,https://www.sec.gov/Archives/edgar/data/60667/000006066716000316/0000060667-16-000316-index.htm,171 KB,2016-05-27,2016,0000060667
2329,https://www.sec.gov/Archives/edgar/data/796505/000117184316010356/0001171843-16-010356-index.htm,40 KB,2016-05-27,2016,0000796505
2335,https://www.sec.gov/Archives/edgar/data/315449/000155837016004617/0001558370-16-004617-index.htm,145 KB,2016-04-13,2016,0000315449
2341,https://www.sec.gov/Archives/edgar/data/1164863/000116486316000054/0001164863-16-000054-index.htm,116 KB,2016-05-31,2016,0001164863
2347,https://www.sec.gov/Archives/edgar/data/1007587/000110465916124423/0001104659-16-124423-index.htm,368 KB,2016-05-31,2016,0001007587
2353,https://www.sec.gov/Archives/edgar/data/1002517/000100251716000068/0001002517-16-000068-index.htm,36 KB,2016-05-31,2016,0001002517
2356,https://www.sec.gov/Archives/edgar/data/791907/000079190716000175/0000791907-16-000175-index.htm,325 KB,2016-05-31,2016,0000791907
2362,https://www.sec.gov/Archives/edgar/data/1027664/000162828016016818/0001628280-16-016818-index.htm,460 KB,2016-05-31,2016,0001027664
2366,https://www.sec.gov/Archives/edgar/data/1412232/000141223216000139/0001412232-16-000139-index.htm,39 KB,2016-05-31,2016,0001412232
2368,https://www.sec.gov/Archives/edgar/data/1059272/000105927216000116/0001059272-16-000116-index.htm,33 KB,2016-06-02,2016,0001059272
2374,https://www.sec.gov/Archives/edgar/data/1022671/000110465916124018/0001104659-16-124018-index.htm,29 KB,2016-05-27,2016,0001022671
2377,https://www.sec.gov/Archives/edgar/data/1527508/000162828016016850/0001628280-16-016850-index.htm,16 KB,2016-05-31,2016,0001527508
2383,https://www.sec.gov/Archives/edgar/data/1013871/000110465916124503/0001104659-16-124503-index.htm,468 KB,2016-05-31,2016,0001013871
