,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
1522,https://www.sec.gov/Archives/edgar/data/1800/000110465918037140/0001104659-18-037140-index.htm,444 KB,0001104659-18-037140,2018-05-31,2018,0000001800,ABBOTT LABORATORIES,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1532,https://www.sec.gov/Archives/edgar/data/830524/000155837018004974/0001558370-18-004974-index.htm,155 KB,0001558370-18-004974,2018-05-25,2018,0000830524,CHASE CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1544,https://www.sec.gov/Archives/edgar/data/887730/000088773018000019/0000887730-18-000019-index.htm,572 KB,0000887730-18-000019,2018-05-03,2018,0000887730,KEMET CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1549,https://www.sec.gov/Archives/edgar/data/1502916/000114420418031198/0001144204-18-031198-index.htm,102 KB,0001144204-18-031198,2018-05-29,2018,0001502916,SodaStream International Ltd.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1556,https://www.sec.gov/Archives/edgar/data/867773/000086777318000048/0000867773-18-000048-index.htm,505 KB,0000867773-18-000048,2018-05-30,2018,0000867773,SUNPOWER CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1562,https://www.sec.gov/Archives/edgar/data/8063/000000806318000012/0000008063-18-000012-index.htm,34 KB,0000008063-18-000012,2018-05-24,2018,0000008063,ASTRONICS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1568,https://www.sec.gov/Archives/edgar/data/880807/000162828018007199/0001628280-18-007199-index.htm,467 KB,0001628280-18-007199,2018-05-25,2018,0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1590,https://www.sec.gov/Archives/edgar/data/40545/000004054518000039/0000040545-18-000039-index.htm,627 KB,0000040545-18-000039,2018-05-30,2018,0000040545,GENERAL ELECTRIC CO,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1595,https://www.sec.gov/Archives/edgar/data/828146/000155837018004975/0001558370-18-004975-index.htm,761 KB,0001558370-18-004975,2018-05-25,2018,0000828146,INTERLINK ELECTRONICS INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1598,https://www.sec.gov/Archives/edgar/data/788329/000114036118026383/0001140361-18-026383-index.htm,478 KB,0001140361-18-026383,2018-05-31,2018,0000788329,JOHNSON OUTDOORS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1610,https://www.sec.gov/Archives/edgar/data/216228/000021622818000018/0000216228-18-000018-index.htm,51 KB,0000216228-18-000018,2018-05-31,2018,0000216228,ITT Inc.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1622,https://www.sec.gov/Archives/edgar/data/353278/000095010318006802/0000950103-18-006802-index.htm,30 KB,0000950103-18-006802,2018-05-31,2018,0000353278,NOVO NORDISK A S,3,"['FORM SD', 'EXHIBIT 1.1', 'Complete submission text file']"
1628,https://www.sec.gov/Archives/edgar/data/893691/000089369118000025/0000893691-18-000025-index.htm,99 KB,0000893691-18-000025,2018-05-25,2018,0000893691,MASONITE INTERNATIONAL CORP,3,"['SD', '', 'Complete submission text file']"
1634,https://www.sec.gov/Archives/edgar/data/719274/000143774918021299/0001437749-18-021299-index.htm,33 KB,0001437749-18-021299,2018-11-27,2018,0000719274,GIGA TRONICS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1643,https://www.sec.gov/Archives/edgar/data/1500435/000150043518000025/0001500435-18-000025-index.htm,81 KB,0001500435-18-000025,2018-05-24,2018,0001500435,"GoPro, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1646,https://www.sec.gov/Archives/edgar/data/1021604/000121390018007071/0001213900-18-007071-index.htm,42 KB,0001213900-18-007071,2018-05-31,2018,0001021604,ON TRACK INNOVATIONS LTD,5,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1664,https://www.sec.gov/Archives/edgar/data/1096343/000109634318000125/0001096343-18-000125-index.htm,48 KB,0001096343-18-000125,2018-05-30,2018,0001096343,MARKEL CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1670,https://www.sec.gov/Archives/edgar/data/927355/000155837018004987/0001558370-18-004987-index.htm,121 KB,0001558370-18-004987,2018-05-29,2018,0000927355,TESSCO TECHNOLOGIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1676,https://www.sec.gov/Archives/edgar/data/750004/000095015718000579/0000950157-18-000579-index.htm,41 KB,0000950157-18-000579,2018-05-31,2018,0000750004,SCIENTIFIC GAMES CORP,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS DISCLOSURE AND REPORT', 'Complete submission text file']"
1682,https://www.sec.gov/Archives/edgar/data/59527/000005952718000016/0000059527-18-000016-index.htm,38 KB,0000059527-18-000016,2018-05-31,2018,0000059527,LINCOLN ELECTRIC HOLDINGS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1688,https://www.sec.gov/Archives/edgar/data/313716/000031371618000048/0000313716-18-000048-index.htm,90 KB,0000313716-18-000048,2018-05-30,2018,0000313716,HARDINGE INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1705,https://www.sec.gov/Archives/edgar/data/1280263/000119312518178692/0001193125-18-178692-index.htm,115 KB,0001193125-18-178692,2018-05-30,2018,0001280263,AMBARELLA INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1711,https://www.sec.gov/Archives/edgar/data/352825/000035282518000020/0000352825-18-000020-index.htm,383 KB,0000352825-18-000020,2018-05-25,2018,0000352825,FOSTER L B CO,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1723,https://www.sec.gov/Archives/edgar/data/1463101/000146310118000061/0001463101-18-000061-index.htm,695 KB,0001463101-18-000061,2018-05-31,2018,0001463101,"Enphase Energy, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1729,https://www.sec.gov/Archives/edgar/data/851205/000085120518000009/0000851205-18-000009-index.htm,72 KB,0000851205-18-000009,2018-05-25,2018,0000851205,COGNEX CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1741,https://www.sec.gov/Archives/edgar/data/1616318/000161631818000055/0001616318-18-000055-index.htm,215 KB,0001616318-18-000055,2018-05-31,2018,0001616318,Vista Outdoor Inc.,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1745,https://www.sec.gov/Archives/edgar/data/764180/000076418018000046/0000764180-18-000046-index.htm,86 KB,0000764180-18-000046,2018-05-22,2018,0000764180,"ALTRIA GROUP, INC.",3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
1751,https://www.sec.gov/Archives/edgar/data/913142/000091314218000016/0000913142-18-000016-index.htm,85 KB,0000913142-18-000016,2018-05-30,2018,0000913142,BELDEN INC.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1757,https://www.sec.gov/Archives/edgar/data/1417398/000110465918036738/0001104659-18-036738-index.htm,70 KB,0001104659-18-036738,2018-05-30,2018,0001417398,"Hillenbrand, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
1763,https://www.sec.gov/Archives/edgar/data/7623/000143774918010905/0001437749-18-010905-index.htm,32 KB,0001437749-18-010905,2018-05-30,2018,0000007623,ARTS WAY MANUFACTURING CO INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1771,https://www.sec.gov/Archives/edgar/data/763744/000076374418000180/0000763744-18-000180-index.htm,1 MB,0000763744-18-000180,2018-05-29,2018,0000763744,LCI INDUSTRIES,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1777,https://www.sec.gov/Archives/edgar/data/1421517/000142151718000104/0001421517-18-000104-index.htm,531 KB,0001421517-18-000104,2018-05-25,2018,0001421517,"Energy Recovery, Inc.",4,"['FORM SD - SPECIALIZED DISCLOSURE REPORT', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT (2017)', '', 'Complete submission text file']"
1783,https://www.sec.gov/Archives/edgar/data/1659166/000119312518177715/0001193125-18-177715-index.htm,280 KB,0001193125-18-177715,2018-05-30,2018,0001659166,Fortive Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1786,https://www.sec.gov/Archives/edgar/data/918541/000119312518177525/0001193125-18-177525-index.htm,21 KB,0001193125-18-177525,2018-05-30,2018,0000918541,NN INC,3,"['FORM SD', 'GRAPHIC', 'Complete submission text file']"
1792,https://www.sec.gov/Archives/edgar/data/884940/000119312518180040/0001193125-18-180040-index.htm,52 KB,0001193125-18-180040,2018-05-31,2018,0000884940,STEIN MART INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1798,https://www.sec.gov/Archives/edgar/data/916789/000110465918037069/0001104659-18-037069-index.htm,608 KB,0001104659-18-037069,2018-05-31,2018,0000916789,HELEN OF TROY LTD,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
1804,https://www.sec.gov/Archives/edgar/data/49615/000149315218007975/0001493152-18-007975-index.htm,57 KB,0001493152-18-007975,2018-05-30,2018,0000049615,ID SYSTEMS INC,3,"['', '', 'Complete submission text file']"
1819,https://www.sec.gov/Archives/edgar/data/1655075/000165507518000008/0001655075-18-000008-index.htm,45 KB,0001655075-18-000008,2018-05-25,2018,0001655075,"Armstrong Flooring, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1830,https://www.sec.gov/Archives/edgar/data/313143/000031314318000029/0000313143-18-000029-index.htm,447 KB,0000313143-18-000029,2018-05-30,2018,0000313143,HAEMONETICS CORP,3,"['HAEMONETICS CORPORATION - FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1836,https://www.sec.gov/Archives/edgar/data/61986/000156459018014685/0001564590-18-014685-index.htm,943 KB,0001564590-18-014685,2018-05-30,2018,0000061986,MANITOWOC CO INC,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
1842,https://www.sec.gov/Archives/edgar/data/1050797/000105079718000029/0001050797-18-000029-index.htm,220 KB,0001050797-18-000029,2018-05-18,2018,0001050797,COLUMBIA SPORTSWEAR CO,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1848,https://www.sec.gov/Archives/edgar/data/789019/000119312518178668/0001193125-18-178668-index.htm,1 MB,0001193125-18-178668,2018-05-30,2018,0000789019,MICROSOFT CORP,16,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
1854,https://www.sec.gov/Archives/edgar/data/1111863/000111186318000018/0001111863-18-000018-index.htm,602 KB,0001111863-18-000018,2018-05-31,2018,0001111863,SIERRA WIRELESS INC,4,"['FORM SD', '2017 CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
1859,https://www.sec.gov/Archives/edgar/data/357020/000119312518174567/0001193125-18-174567-index.htm,34 KB,0001193125-18-174567,2018-05-25,2018,0000357020,Xcerra Corp,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1865,https://www.sec.gov/Archives/edgar/data/1092796/000119312518178430/0001193125-18-178430-index.htm,251 KB,0001193125-18-178430,2018-05-30,2018,0001092796,AMERICAN OUTDOOR BRANDS CORP,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
1879,https://www.sec.gov/Archives/edgar/data/51143/000110465918036009/0001104659-18-036009-index.htm,646 KB,0001104659-18-036009,2018-05-25,2018,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
1885,https://www.sec.gov/Archives/edgar/data/47518/000004751818000055/0000047518-18-000055-index.htm,405 KB,0000047518-18-000055,2018-05-18,2018,0000047518,"Hill-Rom Holdings, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1890,https://www.sec.gov/Archives/edgar/data/1636023/000117184318004316/0001171843-18-004316-index.htm,32 KB,0001171843-18-004316,2018-05-31,2018,0001636023,WRKCo Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1894,https://www.sec.gov/Archives/edgar/data/1094285/000109428518000104/0001094285-18-000104-index.htm,518 KB,0001094285-18-000104,2018-05-29,2018,0001094285,TELEDYNE TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1905,https://www.sec.gov/Archives/edgar/data/885725/000110465918036732/0001104659-18-036732-index.htm,79 KB,0001104659-18-036732,2018-05-30,2018,0000885725,BOSTON SCIENTIFIC CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1917,https://www.sec.gov/Archives/edgar/data/935494/000093549418000020/0000935494-18-000020-index.htm,264 KB,0000935494-18-000020,2018-05-02,2018,0000935494,NATIONAL INSTRUMENTS CORP,3,"['NATIONAL INSTRUMENTS CORPORATION - FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1923,https://www.sec.gov/Archives/edgar/data/1172494/000095010318006801/0000950103-18-006801-index.htm,322 KB,0000950103-18-006801,2018-05-31,2018,0001172494,AU OPTRONICS CORP,4,"['FORM SD', 'GRAPHIC', 'EXHIBIT 1.02', 'Complete submission text file']"
1929,https://www.sec.gov/Archives/edgar/data/1120914/000143774918010960/0001437749-18-010960-index.htm,29 KB,0001437749-18-010960,2018-05-31,2018,0001120914,PDF SOLUTIONS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1935,https://www.sec.gov/Archives/edgar/data/1627223/000156459018014673/0001564590-18-014673-index.htm,157 KB,0001564590-18-014673,2018-05-30,2018,0001627223,Chemours Co,3,"['CC FORM SD 1.01 1.02 2.01 201805', 'EX-1.01', 'Complete submission text file']"
1938,https://www.sec.gov/Archives/edgar/data/7536/000173339118000008/0001733391-18-000008-index.htm,404 KB,0001733391-18-000008,2018-05-25,2018,0000007536,ARROW ELECTRONICS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1944,https://www.sec.gov/Archives/edgar/data/6951/000119312518176872/0001193125-18-176872-index.htm,158 KB,0001193125-18-176872,2018-05-29,2018,0000006951,APPLIED MATERIALS INC /DE,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1950,https://www.sec.gov/Archives/edgar/data/108312/000119312518178276/0001193125-18-178276-index.htm,255 KB,0001193125-18-178276,2018-05-30,2018,0000108312,"Woodward, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
1956,https://www.sec.gov/Archives/edgar/data/75362/000119312518180108/0001193125-18-180108-index.htm,136 KB,0001193125-18-180108,2018-05-31,2018,0000075362,PACCAR INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1965,https://www.sec.gov/Archives/edgar/data/856982/000085698218000025/0000856982-18-000025-index.htm,1 MB,0000856982-18-000025,2018-05-31,2018,0000856982,MERIT MEDICAL SYSTEMS INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
1971,https://www.sec.gov/Archives/edgar/data/1327567/000132756718000009/0001327567-18-000009-index.htm,44 KB,0001327567-18-000009,2018-05-25,2018,0001327567,Palo Alto Networks Inc,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1976,https://www.sec.gov/Archives/edgar/data/1177394/000117739418000030/0001177394-18-000030-index.htm,368 KB,0001177394-18-000030,2018-05-31,2018,0001177394,SYNNEX CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1986,https://www.sec.gov/Archives/edgar/data/1094392/000156459018014222/0001564590-18-014222-index.htm,51 KB,0001564590-18-014222,2018-05-23,2018,0001094392,RUDOLPH TECHNOLOGIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
1992,https://www.sec.gov/Archives/edgar/data/1486957/000148695718000033/0001486957-18-000033-index.htm,72 KB,0001486957-18-000033,2018-05-31,2018,0001486957,"BWX Technologies, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
1998,https://www.sec.gov/Archives/edgar/data/91142/000119312518169279/0001193125-18-169279-index.htm,54 KB,0001193125-18-169279,2018-05-21,2018,0000091142,SMITH A O CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2004,https://www.sec.gov/Archives/edgar/data/1467858/000146785818000073/0001467858-18-000073-index.htm,390 KB,0001467858-18-000073,2018-05-31,2018,0001467858,General Motors Co,3,"['GM FORM SD 2017', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2015,https://www.sec.gov/Archives/edgar/data/1110783/000111078318000065/0001110783-18-000065-index.htm,37 KB,0001110783-18-000065,2018-05-30,2018,0001110783,MONSANTO CO /NEW/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2021,https://www.sec.gov/Archives/edgar/data/885590/000095010318007273/0000950103-18-007273-index.htm,46 KB,0000950103-18-007273,2018-06-08,2018,0000885590,Bausch Health Companies Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2027,https://www.sec.gov/Archives/edgar/data/8947/000000894718000097/0000008947-18-000097-index.htm,63 KB,0000008947-18-000097,2018-05-31,2018,0000008947,AZZ INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2031,https://www.sec.gov/Archives/edgar/data/937966/000134100418000325/0001341004-18-000325-index.htm,33 KB,0001341004-18-000325,2018-05-31,2018,0000937966,ASML HOLDING NV,3,"['FORM SD', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT', 'Complete submission text file']"
2037,https://www.sec.gov/Archives/edgar/data/794172/000089225118000053/0000892251-18-000053-index.htm,46 KB,0000892251-18-000053,2018-05-25,2018,0000794172,MERIDIAN BIOSCIENCE INC,4,"['MERIDIAN BIOSCIENCE, INC. FORM SD MAY 25, 2018', 'MERIDIAN BIOSCIENCE, INC. CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
2043,https://www.sec.gov/Archives/edgar/data/1489393/000119312518175264/0001193125-18-175264-index.htm,37 KB,0001193125-18-175264,2018-05-25,2018,0001489393,LyondellBasell Industries N.V.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2052,https://www.sec.gov/Archives/edgar/data/63908/000006390818000035/0000063908-18-000035-index.htm,415 KB,0000063908-18-000035,2018-05-30,2018,0000063908,MCDONALDS CORP,3,"['FORM SD', 'PDF OF ENTIRE FORM SD', 'Complete submission text file']"
2058,https://www.sec.gov/Archives/edgar/data/1282266/000128226618000030/0001282266-18-000030-index.htm,279 KB,0001282266-18-000030,2018-05-29,2018,0001282266,"WINDSTREAM HOLDINGS, INC.",4,"['FORM SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2064,https://www.sec.gov/Archives/edgar/data/788920/000155335018000667/0001553350-18-000667-index.htm,283 KB,0001553350-18-000667,2018-05-31,2018,0000788920,PRO DEX INC,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2070,https://www.sec.gov/Archives/edgar/data/845982/000095010318006052/0000950103-18-006052-index.htm,236 KB,0000950103-18-006052,2018-05-10,2018,0000845982,SMITH & NEPHEW PLC,7,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
2076,https://www.sec.gov/Archives/edgar/data/1597313/000156459018014802/0001564590-18-014802-index.htm,80 KB,0001564590-18-014802,2018-05-31,2018,0001597313,"ViewRay, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2079,https://www.sec.gov/Archives/edgar/data/62996/000006299618000037/0000062996-18-000037-index.htm,223 KB,0000062996-18-000037,2018-05-29,2018,0000062996,MASCO CORP /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2090,https://www.sec.gov/Archives/edgar/data/20212/000002021218000022/0000020212-18-000022-index.htm,195 KB,0000020212-18-000022,2018-05-31,2018,0000020212,CHURCHILL DOWNS Inc,3,"['SD', '', 'Complete submission text file']"
2094,https://www.sec.gov/Archives/edgar/data/722572/000168316818001545/0001683168-18-001545-index.htm,91 KB,0001683168-18-001545,2018-05-29,2018,0000722572,FRANKLIN WIRELESS CORP,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2099,https://www.sec.gov/Archives/edgar/data/1094366/000117891318001766/0001178913-18-001766-index.htm,404 KB,0001178913-18-001766,2018-05-29,2018,0001094366,RADWARE LTD,6,"['SD', 'EXHIBIT 1.01', '', '', '', 'Complete submission text file']"
2105,https://www.sec.gov/Archives/edgar/data/712034/000071203418000085/0000712034-18-000085-index.htm,163 KB,0000712034-18-000085,2018-05-31,2018,0000712034,ACCO BRANDS Corp,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2111,https://www.sec.gov/Archives/edgar/data/26058/000002605818000045/0000026058-18-000045-index.htm,101 KB,0000026058-18-000045,2018-05-18,2018,0000026058,CTS CORP,3,"['2017 FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2118,https://www.sec.gov/Archives/edgar/data/1578845/000119312518180327/0001193125-18-180327-index.htm,49 KB,0001193125-18-180327,2018-05-31,2018,0001578845,Allergan plc,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2121,https://www.sec.gov/Archives/edgar/data/1652535/000156459018014740/0001564590-18-014740-index.htm,61 KB,0001564590-18-014740,2018-05-31,2018,0001652535,"ICHOR HOLDINGS, LTD.",3,"['SD', '2017 CONFLICT MINERALS REPORT', 'Complete submission text file']"
2124,https://www.sec.gov/Archives/edgar/data/16988/000119312518177494/0001193125-18-177494-index.htm,540 KB,0001193125-18-177494,2018-05-30,2018,0000016988,CANON INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2134,https://www.sec.gov/Archives/edgar/data/46080/000004608018000094/0000046080-18-000094-index.htm,290 KB,0000046080-18-000094,2018-05-29,2018,0000046080,"HASBRO, INC.",3,"['FORM SD - SPECIALIZED DISCLOSURE REPORT', 'HASBRO, INC. CONFLICT MINERALS REPORT', 'Complete submission text file']"
2142,https://www.sec.gov/Archives/edgar/data/833640/000083364018000161/0000833640-18-000161-index.htm,549 KB,0000833640-18-000161,2018-05-25,2018,0000833640,POWER INTEGRATIONS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2148,https://www.sec.gov/Archives/edgar/data/932787/000094787118000460/0000947871-18-000460-index.htm,243 KB,0000947871-18-000460,2018-05-25,2018,0000932787,STMICROELECTRONICS NV,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2160,https://www.sec.gov/Archives/edgar/data/1616862/000161686218000040/0001616862-18-000040-index.htm,118 KB,0001616862-18-000040,2018-05-24,2018,0001616862,Axalta Coating Systems Ltd.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2163,https://www.sec.gov/Archives/edgar/data/1708055/000110465918037172/0001104659-18-037172-index.htm,818 KB,0001104659-18-037172,2018-05-31,2018,0001708055,Ribbon Communications Inc.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2177,https://www.sec.gov/Archives/edgar/data/1002047/000119312518178417/0001193125-18-178417-index.htm,188 KB,0001193125-18-178417,2018-05-30,2018,0001002047,"NetApp, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2183,https://www.sec.gov/Archives/edgar/data/98246/000009824618000215/0000098246-18-000215-index.htm,171 KB,0000098246-18-000215,2018-05-25,2018,0000098246,TIFFANY & CO,3,"['SD 05.25.2018', 'EXHIBIT 1.01', 'Complete submission text file']"
2193,https://www.sec.gov/Archives/edgar/data/882835/000088283518000025/0000882835-18-000025-index.htm,478 KB,0000882835-18-000025,2018-05-30,2018,0000882835,ROPER TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2199,https://www.sec.gov/Archives/edgar/data/1333170/000133317018000006/0001333170-18-000006-index.htm,257 KB,0001333170-18-000006,2018-05-31,2018,0001333170,"NxStage Medical, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2217,https://www.sec.gov/Archives/edgar/data/67347/000114036118026351/0001140361-18-026351-index.htm,476 KB,0001140361-18-026351,2018-05-31,2018,0000067347,MODINE MANUFACTURING CO,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2223,https://www.sec.gov/Archives/edgar/data/897723/000089772318000015/0000897723-18-000015-index.htm,311 KB,0000897723-18-000015,2018-05-23,2018,0000897723,SANMINA CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2232,https://www.sec.gov/Archives/edgar/data/932695/000156459018014167/0001564590-18-014167-index.htm,79 KB,0001564590-18-014167,2018-05-23,2018,0000932695,CHINA YUCHAI INTERNATIONAL LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2244,https://www.sec.gov/Archives/edgar/data/722723/000110465918035438/0001104659-18-035438-index.htm,43 KB,0001104659-18-035438,2018-05-23,2018,0000722723,"HANGER, INC.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2250,https://www.sec.gov/Archives/edgar/data/1013606/000101360618000087/0001013606-18-000087-index.htm,143 KB,0001013606-18-000087,2018-05-31,2018,0001013606,ENDOLOGIX INC /DE/,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
2256,https://www.sec.gov/Archives/edgar/data/1107843/000119312518175397/0001193125-18-175397-index.htm,157 KB,0001193125-18-175397,2018-05-25,2018,0001107843,"QUALYS, INC.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
2267,https://www.sec.gov/Archives/edgar/data/1294133/000156459018014687/0001564590-18-014687-index.htm,899 KB,0001564590-18-014687,2018-05-30,2018,0001294133,Inogen Inc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2271,https://www.sec.gov/Archives/edgar/data/1681622/000168162218000018/0001681622-18-000018-index.htm,529 KB,0001681622-18-000018,2018-05-29,2018,0001681622,Varex Imaging Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
2273,https://www.sec.gov/Archives/edgar/data/3197/000156459018014330/0001564590-18-014330-index.htm,69 KB,0001564590-18-014330,2018-05-24,2018,0000003197,CECO ENVIRONMENTAL CORP,3,"['SD - CONFLICT MINERALS FY17', 'EX-1.01', 'Complete submission text file']"
2281,https://www.sec.gov/Archives/edgar/data/354950/000035495018000040/0000354950-18-000040-index.htm,322 KB,0000354950-18-000040,2018-05-25,2018,0000354950,"HOME DEPOT, INC.",3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
2293,https://www.sec.gov/Archives/edgar/data/1259515/000110465918036716/0001104659-18-036716-index.htm,447 KB,0001104659-18-036716,2018-05-30,2018,0001259515,CONTROL4 CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
2297,https://www.sec.gov/Archives/edgar/data/98362/000119312518179593/0001193125-18-179593-index.htm,29 KB,0001193125-18-179593,2018-05-31,2018,0000098362,TIMKEN CO,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
2303,https://www.sec.gov/Archives/edgar/data/355948/000138713118002454/0001387131-18-002454-index.htm,46 KB,0001387131-18-002454,2018-05-31,2018,0000355948,RICHARDSON ELECTRONICS LTD/DE,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
